报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),34612,11596,19985,17365,5442,6918,4245,8835,7283,8082,13171,12151,10812,8099,17147,20689,27329,25330,29568,41445,39238,32106,28215,76373,85925,90712,74888,89108,86944,58653,50525,52192,61849,54823,58486,54334,46304,43819,38893,34622,21750,2102,1400,1446,927,733,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),40185,58271,64163,57299,55058,35067,40004,38853,29214,30821,42434,51524,52154,53194,54147,62419,55388,62764,63918,42793,41575,60311,73428,38025,23572,75890,94525,82249,73931,69540,63947,49444,48592,46077,28708,37118,24679,25511,38300,40722,42101,47215,39551,28486,19859,15244,
应收账款(万元),9839,10126,11544,16234,17482,34929,40495,36424,44170,36585,37814,34246,26356,29846,38561,34843,32277,26899,24676,18336,9457,8378,5068,17970,3921,6564,4712,6120,5559,1722,6480,11614,6939,2620,3171,4036,6007,6144,5108,4995,2196,457,2415,1663,1652,1744,
预付款项(万元),1640,1588,2760,1994,1134,1105,1908,1356,1723,421,1084,1119,786,296,2579,2335,1966,1257,2699,853,574,1040,1791,892,1253,1210,3689,4184,2652,2191,3738,1563,400,267,378,571,418,302,381,925,375,595,581,204,450,139,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,
