报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),117442,102508,115690,119862,122013,99890,121790,127503,98637,80606,109275,94777,107905,70091,96787,71375,57631,57090,45645,43614,65122,41011,59847,80498,90448,61829,74283,94147,79685,103421,116878,170900,59434,78541,63274,57573,36870,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),1594,2443,1333,47,1379,47,--,24,490,--,--,190,269,80,80,80,475,661,196,162,212,402,530,717,472,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),22027,18033,22573,27099,29599,16642,12659,11049,7364,10155,8313,5931,13832,18509,15582,13117,17102,23878,22862,21810,33379,22767,14779,27428,26666,12652,19598,33764,14090,21543,14470,5234,2027,1933,2509,1694,1924,
应收账款(万元),20489,42119,43947,36154,25263,46596,53155,38555,16939,35273,36079,37488,21441,53248,29529,37121,25008,31695,17295,29844,14563,21928,22038,24938,18806,13789,9461,11118,16012,14301,5557,7125,5593,5076,1005,2,11617,
预付款项(万元),215252,200620,161417,156878,170933,146503,127674,207820,173642,99404,99189,119054,116696,70534,141225,169030,155208,151939,97652,121143,125386,148159,200296,185833,148467,177827,150013,157561,175068,150119,129168,79102,89552,97888,66175,37625,58507,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,--,--,44,115,100,14,876,948,--,--,79,148,--,--,--,296,--,--,--,254,18,18,84,297,413,392,212,212,--,--,--,0,0,0,0,0,
应收股利(万元),1169,--,3317,--,--,610,610,--,--,--,--,--,--,50,--,--,--,300,300,300,--,154,836,--,--,135,552,1291,--,--,205,205,200,200,0,0,0,
其他应收款(万元),--,11728,7023,6347,6119,9640,6069,6097,4767,5465,6239,7172,6894,4492,6336,951,1349,3737,2206,1992,1051,7240,1959,3639,1846,2027,2339,2017,657,1298,491,1205,768,465,2245,14685,9730,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
