报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),77813,74351,54215,43548,54868,69151,72483,29115,45277,63723,50008,66392,102880,127153,77309,74802,78263,95692,82865,119081,138387,122510,111455,92881,107756,117793,93831,87747,106294,111129,111738,103747,128299,134771,119881,127706,132927,144538,124181,127556,135641,137606,119584,120381,116384,170092,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,5037,13661,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5000,--,0,88,4135,25,0,--,6306,2966,5356,3685,4519,7452,1341,1747,1747,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),3991,5504,4106,2749,2267,2897,3119,3148,2849,2399,2458,2244,2525,4250,3756,1978,1285,1567,2042,1179,5882,2327,5311,788,2635,2296,1442,815,2219,2379,2575,4523,2640,3299,2609,1098,1648,705,2456,2099,2916,2819,2930,3933,5326,7220,
应收账款(万元),80366,75065,93423,87936,83740,79700,94271,85633,83099,70060,85112,93096,66410,56514,72603,70979,63279,56130,63770,59133,56204,49807,57124,62582,36580,36551,42420,53078,38271,37497,49819,43977,45443,40777,61546,56795,76926,86798,129118,122304,70023,103144,131195,105682,101167,99429,
预付款项(万元),3019,2912,3572,5299,3783,4196,3066,5213,6124,2867,4742,5730,3310,2529,2383,4943,3035,1685,1521,1799,3801,433,8410,1401,6310,6128,18403,5695,10285,393,6659,21676,256,322,710,587,589,419,1212,805,950,1447,485,1496,1447,1253,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
