报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,
其他流动资产(万元),4326,4342,4603,4648,4443,4378,3065,3336,1991,2021,1908,1964,2119,2337,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
流动资产合计(万元),61382,62744,65231,62827,64967,66237,66752,68220,79640,86493,43456,42074,40240,40543,38291,40722,45464,50903,55747,59763,62509,64122,60449,61648,63912,69433,32898,30642,34419,34670,29863,29897,32250,32326,31219,28935,32378,33512,31682,33830,16396,18340,16588,8427,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),1652,1652,1652,1652,1555,1555,500,500,500,200,200,200,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,0,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,
长期应收款(万元),21,21,284,284,284,284,518,583,663,663,790,990,1117,1210,1242,1152,1601,1580,1127,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,
长期股权投资(万元),4881,4872,935,929,946,971,920,899,3,3,3,3,3,3,303,303,300,300,311,311,311,311,295,289,289,289,298,200,217,217,238,0,--,0,--,0,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,
固定资产原值(万元),--,61536,--,61147,--,60769,--,54403,--,44741,--,43931,--,31340,--,21194,--,21160,--,19244,--,18968,--,16216,--,8723,--,8676,--,8638,--,8463,--,8460,--,7514,--,7410,--,6251,--,6066,6989,--,
累计折旧(万元),--,14394,--,12915,--,11162,--,10002,--,8931,--,8000,--,7117,--,6223,--,5532,--,4867,--,4266,--,3658,--,3343,--,3024,--,2720,--,2430,--,2124,--,1944,--,1657,--,1429,--,1204,972,--,
固定资产净值(万元),--,47142,--,48232,--,49607,--,44401,--,35810,--,35931,--,24224,--,14971,--,15628,--,14377,--,14702,--,12559,--,5380,--,5653,--,5918,--,6033,--,6337,--,5569,--,5753,--,4822,--,4862,6017,--,
固定资产减值准备(万元),--,7,--,7,--,7,--,7,--,7,--,10,--,29,--,29,--,29,--,29,--,29,--,29,--,39,--,39,--,39,--,38,--,39,--,57,--,57,--,59,--,59,55,55,
固定资产(万元),47692,47135,47484,48226,49004,49601,43677,44395,36292,35803,35473,35921,23784,24195,24060,14942,15285,15599,14116,14349,14462,14674,13050,12530,5190,5342,5483,5614,5726,5880,5864,5995,6117,6298,5395,5513,5648,5696,5331,4764,4706,4804,5962,1248,
在建工程(万元),1876,2955,1910,1860,1528,1370,7125,3490,10387,10363,5162,2557,13499,12803,11722,17825,15683,11473,9653,8531,5604,4662,5066,3997,6947,3261,2585,2534,911,872,229,229,223,194,511,484,473,475,574,391,484,394,190,3715,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,
无形资产(万元),12889,13377,12350,12376,12852,13269,12584,11461,11683,12069,7305,7429,7638,7891,7096,7328,7558,7784,6248,6436,6312,6487,5000,5112,5267,5410,4356,4437,4274,4380,2046,2109,2097,2158,1927,1980,2034,2082,1895,1814,1841,1873,733,401,
开发支出(万元),17619,16502,18304,17358,15930,14288,13688,13941,13629,13579,16614,15596,14533,13405,13755,12801,11388,9169,7873,6979,5872,5294,4410,3987,3688,3087,4158,3516,3260,2939,5009,4651,4145,3732,3391,3011,2001,1655,707,698,599,450,0,0,
商誉(万元),234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
长期待摊费用(万元),52,63,77,78,95,106,88,112,152,154,189,189,183,202,125,136,150,149,160,157,67,78,18,18,65,19,20,21,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延所得税资产(万元),1189,1196,1335,1321,1487,1574,1251,1264,1276,1106,788,829,781,780,515,514,535,536,530,602,620,626,587,564,559,566,473,427,372,428,286,282,308,316,157,98,105,126,87,80,87,106,73,21,
其他非流动资产(万元),2078,2038,2107,2149,2494,2164,187,36,67,40,44,14,850,818,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,
非流动资产合计(万元),90182,90044,86672,86467,86410,85416,80773,76916,74886,74214,66801,63961,62822,61741,59051,55235,52734,46824,40252,37598,33483,32367,28425,26496,22005,17975,17373,16750,14760,14716,13672,13266,12890,12700,11381,11086,10261,10034,8593,7747,7717,7626,6958,5385,
资产总计(万元),151565,152788,151903,149294,151377,151653,147525,145136,154526,160707,110257,106035,103062,102284,97342,95956,98198,97726,95998,97362,95992,96488,88874,88145,85916,87409,50270,47392,49179,49387,43534,43163,45139,45026,42600,40021,42639,43546,40276,41577,24113,25967,23547,13813,
短期借款(万元),300,500,500,490,200,150,150,150,--,2180,2180,180,--,200,200,200,200,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,1000,3000,3000,3500,3100,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,0,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付票据(万元),41,--,--,--,148,234,764,76,173,487,--,55,182,374,--,--,60,88,297,663,--,--,1247,906,--,--,--,0,6,6,154,14,97,61,266,95,--,176,24,200,0,1197,4528,0,
应付账款(万元),5074,5767,7051,7254,6518,8328,7365,6720,8569,9191,8003,8759,7782,6974,6649,4614,5165,4717,4672,5098,4875,4931,6715,6873,4411,4434,3661,2769,3116,3106,1954,1849,2261,2136,546,433,925,546,1028,1571,904,711,556,144,
预收账款(万元),2026,2036,3064,2889,3611,3480,3951,3946,8020,10774,8663,5786,4987,3849,3489,3810,3049,3591,6074,9051,8031,7430,2915,4007,4198,3654,3923,3784,3797,2911,3342,3242,2861,2668,3949,3027,3180,3416,3442,2707,2152,2931,2078,1738,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付职工薪酬(万元),456,1169,528,591,482,1172,763,865,645,1336,620,1010,1002,1205,704,627,464,983,371,384,273,650,278,244,104,465,218,191,185,472,195,159,109,328,126,86,55,262,18,43,36,36,300,213,
应交税费(万元),405,618,591,529,729,920,397,423,731,805,359,540,649,675,-2501,-1725,-1496,-1042,-1281,-1549,-1626,-580,-1338,-1837,-1923,-1,-259,-354,-308,526,-760,-491,-474,-248,-364,-870,-780,285,-607,-618,-439,5,-333,241,
应付利息(万元),5,6,--,--,--,0,--,--,--,3,2,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,2,3,3,2,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,5,5,5,5,5,54,49,49,98,98,--,--,119,119,120,120,175,175,175,175,25,25,142,142,2600,--,--,0,0,0,68,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他应付款(万元),851,1002,1004,1283,1553,1069,940,995,797,1032,878,703,650,1789,1856,1761,1469,1851,1639,2002,1351,1408,2346,1910,1277,1276,1281,352,490,393,283,284,296,316,657,416,192,157,99,484,152,176,160,448,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,--,
流动负债合计(万元),9158,11098,12738,13037,13242,15354,14330,13175,18935,25808,20706,17032,15256,15071,10401,9293,8916,10242,11820,15698,13002,13936,12163,12104,8186,9947,8943,6862,7461,7589,5344,5233,5175,5286,5322,3330,6172,4842,4005,5389,5808,8059,10859,5885,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,300,260,250,300,180,260,
预计非流动负债(万元),128,151,177,167,171,159,57,83,123,161,74,101,92,103,84,187,310,372,491,406,374,495,334,445,609,709,511,553,507,641,494,659,655,737,495,418,594,746,375,379,308,378,382,103,
长期递延收益(万元),5884,5992,6195,6097,6200,4849,3685,3291,3289,3232,2978,3186,2953,2824,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,38,25,60,45,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1902,2138,2839,1522,2097,1022,1428,1284,236,461,591,631,645,645,645,848,468,810,310,310,310,260,260,260,--,0,0,0,0,--,
非流动负债合计(万元),6013,6143,6373,6264,6372,5008,3742,3374,3413,3394,3052,3287,3045,2927,1986,2325,3148,1894,2588,1428,1801,1779,570,906,1200,1340,1157,1199,1152,1489,962,1469,965,1047,805,678,854,1006,713,664,618,723,562,363,
负债合计(万元),15171,17241,19110,19301,19614,20362,18073,16549,22348,29201,23757,20319,18301,17998,12388,11618,12064,12136,14408,17126,14804,15715,12733,13009,9386,11286,10099,8061,8613,9078,6306,6702,6140,6333,6126,4008,7026,5849,4718,6053,6426,8782,11421,6248,
实收资本(或股本)(万元),22563,22563,22563,22563,22563,22563,22563,22563,15042,15042,13925,13925,13925,13925,13925,13925,13925,13925,13925,13925,13925,13925,13925,13925,8703,8703,7488,7488,7488,7488,7488,7488,6240,6240,6240,6240,6240,5200,5200,5200,3900,3900,3380,2200,
资本公积(万元),80204,79991,79920,79114,79114,79114,79114,79114,86635,86635,44312,44312,44312,44312,44312,44312,44312,44312,44312,44312,44312,44312,44312,44312,49534,49534,17906,17906,17906,17906,17906,17906,19154,19154,19154,19154,19154,20194,20194,20194,4029,4029,1429,39,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),5780,5780,5357,5357,5357,5357,4940,4940,4844,4844,4534,4534,4534,4534,4465,4465,4465,4465,3824,3824,3824,3824,3218,3218,3218,3218,2715,2715,2715,2715,2319,2319,2319,2319,1990,1990,1990,1990,1674,1674,1674,1674,1403,1163,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
未分配利润(万元),23551,22831,20817,20081,21901,21418,20013,19299,21518,21056,19975,19338,18449,18024,18836,18248,20185,19781,16600,15310,16723,16367,13286,12315,13733,13425,10825,10027,11313,11075,8575,7945,10741,10534,8781,8481,8056,10103,8247,8289,7955,7405,5735,4019,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),132098,131166,128656,127114,128934,128451,126630,125916,128038,127576,82746,82109,81220,80795,81538,80949,82887,82483,78660,77370,78784,78428,74741,73769,75187,74880,38934,38137,39422,39185,36289,35658,38454,38247,36165,35865,35440,37487,35314,35357,17557,17007,11947,7421,
少数股东权益(万元),4296,4382,4136,2879,2829,2840,2823,2671,4140,3930,3753,3607,3541,3491,3417,3389,3246,3107,2930,2865,2404,2346,1400,1366,1343,1242,1237,1194,1144,1124,940,804,546,446,308,147,172,211,244,168,130,177,179,143,
所有者权益(或股东权益)合计(万元),136394,135547,132792,129993,131763,131291,129452,128587,132178,131506,86500,85715,84761,84286,84955,84338,86133,85590,81590,80235,81188,80774,76141,75135,76530,76122,40171,39331,40566,40309,37228,36461,39000,38693,36474,36013,35613,37698,35558,35525,17687,17184,12126,7565,
负债和所有者权益(或股东权益)总计(万元),151565,152788,151903,149294,151377,151653,147525,145136,154526,160707,110257,106035,103062,102284,97342,95956,98198,97726,95998,97362,95992,96488,88874,88145,85916,87409,50270,47392,49179,49387,43534,43163,45139,45026,42600,40021,42639,43546,40276,41577,24113,25967,23547,13813,		
  
