报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),162445,168036,114807,88689,148063,166112,193885,234803,349196,116335,94489,158216,85592,108283,57364,54472,94102,53935,45572,60808,47649,49261,47175,109884,51881,58164,49609,65510,61470,43113,34534,78478,20813,22644,14064,27426,26769,20051,17534,15796,21116,21788,15393,18360,8914,12856,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
交易性金融资产(万元),4,7,10,5,23,1473,1970,6,5,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
应收票据(万元),11373,18133,12982,9735,6400,11750,18507,16914,6040,5030,4247,5741,4742,4243,3126,2038,7927,11790,7276,3823,6690,3319,2293,1803,4140,4212,5124,4080,2430,3528,5772,2251,1688,2674,1206,1082,2070,3392,1403,1596,2106,2609,1871,1774,577,2871,
应收账款(万元),82562,16971,32556,43604,20938,21326,44927,33981,33667,19983,40063,34037,35602,41176,51810,50415,45999,25523,35966,38658,54409,55916,38509,35196,27776,23706,22564,25403,23596,36833,29395,15904,24875,19058,16257,15325,15146,11153,15154,15140,12321,13512,14219,13678,14942,10585,
预付款项(万元),49631,54446,70803,46541,56348,16136,33427,24107,38887,36609,35020,23550,20085,21719,59719,49533,53156,59093,20938,33328,43402,46767,75625,38420,35697,16305,24029,23617,23736,6484,10565,18071,14728,17373,22604,11034,4658,4556,4964,2817,4353,4311,3375,3443,3582,5189,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2069,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,4749,--,--,--,0,
其他应收款(万元),52423,39293,39190,32778,30644,20913,19228,12691,24007,28429,79150,19116,35253,30540,5624,6171,5716,5295,5761,3269,7082,2759,5858,7550,7041,5223,5723,3716,4333,2752,8085,3658,3522,3740,4013,5788,10458,2788,9390,7587,7119,5968,11343,11394,13251,9928,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,--,--,0,
