报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),6648,25535,23175,39018,8317,8252,7087,3491,2715,2082,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7,3,7,--,--,--,--,--,--,40,
应收账款(万元),17764,15310,15978,15596,14974,12936,11274,9723,8924,6626,
预付款项(万元),2133,425,619,349,1054,460,486,430,166,414,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),973,1159,1180,1220,1379,1566,1248,1759,1501,1780,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,
存货(万元),13118,12663,9024,11026,8004,9050,8344,5964,4638,5188,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),19215,14557,16328,1597,522,950,395,109,226,24,
流动资产合计(万元),59859,69652,66310,68805,34249,33214,28835,21477,18170,16155,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),459,359,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),97,49,--,21,22,25,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2960,2998,3037,3075,--,309,318,338,--,--,
固定资产原值(万元),--,11576,--,10653,13775,13304,8596,--,--,--,
累计折旧(万元),--,3236,--,2901,2908,2554,2283,--,--,--,
固定资产净值(万元),--,8340,--,7752,10868,10750,6314,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,
固定资产(万元),8408,8340,8190,7752,10868,10750,6314,6693,7422,7617,
在建工程(万元),101,100,58,58,69,46,39,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1061,1007,1039,1034,1048,1058,1070,1098,1128,1144,
