报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),64248,87984,48083,65861,83256,87955,49417,101259,101153,86763,44393,40596,36563,44277,33233,31052,46998,50619,70441,73002,70659,61825,78286,80761,94187,17695,31264,20952,25363,23144,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,1201,1201,1201,--,10555,1200,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),30774,33201,48582,40761,27677,43672,51672,43866,38494,28628,21836,18469,25051,21558,16098,20858,22592,24215,15946,12591,18394,19030,22170,17879,8180,13680,13476,2535,3000,1528,
应收账款(万元),96237,61138,72750,90145,101899,86049,89029,96455,97867,74886,87209,90647,82365,53284,61408,68850,65893,40092,57487,44614,41780,27992,30352,31720,37361,30326,28134,25807,14440,17238,
预付款项(万元),1539,1253,1436,1348,1216,725,5225,4218,3442,5194,6849,4977,5514,6672,10178,5933,3432,3442,19016,12652,7881,5145,5629,8236,3390,2920,3100,8696,4103,1346,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,9,10,10,135,145,160,160,138,125,138,138,125,125,138,125,--,--,--,--,--,--,--,--,
