报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),4336,4490,6343,4812,4628,5679,8131,1452,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,21,92,73,69,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),2087,3967,3140,4428,2216,2253,2766,2342,
应收账款(万元),17368,13735,13565,13341,12276,12231,10734,8007,
预付款项(万元),1116,95,1138,209,396,218,492,123,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),140,137,91,122,659,2324,925,1174,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),4983,5523,5656,4233,5678,5101,5440,4639,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),121,116,255,28,13,9,12,29,
流动资产合计(万元),30152,28063,30189,27172,25887,27907,28573,17835,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,150,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),211,213,217,543,566,590,2081,1773,
固定资产原值(万元),--,21770,21646,20615,--,19919,--,--,
累计折旧(万元),--,10432,9682,8427,--,7176,--,--,
固定资产净值(万元),--,11338,11964,12188,--,12743,--,--,
固定资产减值准备(万元),--,42,42,42,--,42,--,--,
固定资产(万元),11569,11296,11922,12146,12580,12701,10409,10388,
在建工程(万元),3065,3081,2175,545,243,184,2535,484,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),2428,2443,2470,2537,2568,2599,2397,2621,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),19,71,23,4,5,7,5,34,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),312,308,305,370,343,229,223,143,
其他非流动资产(万元),--,--,--,--,--,--,--,--,
非流动资产合计(万元),17605,17413,17111,16144,16306,16310,17799,15443,
资产总计(万元),47757,45477,47299,43317,42193,44217,46372,33278,
短期借款(万元),9670,10650,12130,11970,14090,17040,17970,11340,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,
应付账款(万元),3102,2621,2347,1416,1613,2095,2600,1512,
预收账款(万元),70,34,199,132,181,107,2121,247,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),266,203,355,301,218,266,273,236,
应交税费(万元),903,754,301,796,560,1313,1587,781,
应付利息(万元),12,13,15,19,64,23,27,22,
应付股利(万元),--,--,--,--,--,794,167,--,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),322,269,302,270,376,447,385,289,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),14345,14544,15648,14903,17103,22085,25130,14426,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),397,430,495,513,578,640,660,780,
递延所得税负债(万元),--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),397,430,495,513,578,640,660,780,
负债合计(万元),14742,14973,16143,15416,17680,22725,25790,15206,
实收资本(或股本)(万元),7700,7700,7700,7700,7700,5500,5500,5500,
资本公积(万元),1820,1820,1820,1820,1820,3973,3973,3973,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,19,--,--,--,--,--,--,
盈余公积(万元),1346,1346,1346,1031,649,649,208,148,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),22148,19618,20290,17350,14343,11370,10901,8451,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),33015,30504,31157,27901,24513,21492,20581,18071,
少数股东权益(万元),--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),33015,30504,31157,27901,24513,21492,20581,18071,
负债和所有者权益(或股东权益)总计(万元),47757,45477,47299,43317,42193,44217,46372,33278,		
  
