报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),112335,103038,67647,28502,29361,45279,47527,39731,75561,24872,13993,39531,17632,25323,15112,19625,28208,9730,--,9967,7125,9025,4060,3249,628,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
交易性金融资产(万元),--,--,--,5,31,1379,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
应收票据(万元),1510,1780,1282,3060,1141,2553,807,2842,1141,1517,1678,2389,1980,737,918,284,30,--,--,46,--,75,128,0,0,
应收账款(万元),165026,159288,127283,123941,91787,99398,52617,53311,51855,54107,46907,41146,31996,37626,33443,34316,28438,30450,--,28010,25407,18986,11376,6805,2368,
预付款项(万元),7021,3775,7198,6586,2405,1588,1452,1745,738,905,2261,869,406,592,244,539,171,775,--,612,546,327,244,74,208,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
其他应收款(万元),41282,34068,25619,33839,14397,9892,9993,11695,6026,5354,7549,4840,7116,5386,4878,6389,5821,2169,--,1211,1025,1275,907,2084,2074,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
存货(万元),355427,341550,200664,188231,136325,127002,192085,164212,133898,127929,99785,91109,67174,65848,66837,65448,55320,47338,--,44487,35834,26106,14592,9521,4056,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
一年内到期的非流动资产(万元),24050,35891,26655,27076,30826,29869,19334,19139,23426,20375,23179,19778,13935,14360,5163,8468,5073,5073,--,4712,--,--,--,0,--,
其他流动资产(万元),6203,4644,2703,1421,1020,966,639,52,--,150,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
流动资产合计(万元),712855,684034,459051,412661,307293,317927,324454,292728,292646,235211,195352,199661,140238,149873,126595,135068,123061,95534,87551,89045,69937,55793,31308,21734,9334,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
可供出售金融资产(万元),21840,21600,11600,6600,6600,6600,6600,5600,1600,1600,600,600,--,--,--,--,--,--,--,--,--,--,--,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
长期应收款(万元),173316,158078,112094,95262,91713,105593,47762,67543,55937,64511,57669,46970,45241,36946,36169,27325,23208,21791,--,15548,14110,--,--,0,--,
长期股权投资(万元),69555,63653,14718,--,--,--,--,--,--,--,--,--,600,--,--,--,--,--,--,--,--,--,--,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
固定资产原值(万元),--,34873,--,23137,--,20782,--,8242,--,7474,--,6219,--,4468,--,3934,--,3235,--,3159,3031,--,--,1516,--,
累计折旧(万元),--,6449,--,4700,--,3811,--,3207,--,2908,--,2595,--,1731,--,1556,--,1392,--,1229,1056,--,--,406,--,
固定资产净值(万元),--,28424,--,18437,--,16971,--,5034,--,4566,--,3625,--,2737,--,2378,--,1843,--,1930,1975,--,--,1109,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
固定资产(万元),28275,28424,21244,18437,17688,16971,5641,5034,4551,4566,3849,3625,2665,2737,2228,2378,2185,1843,--,1930,1975,1709,1500,1109,480,
在建工程(万元),5955,5955,--,--,317,201,8591,8243,7451,6992,6321,5096,--,--,--,--,--,--,--,--,--,--,--,0,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
无形资产(万元),7120,7027,2511,2516,2511,2556,1792,1817,1836,1862,1907,1872,96,89,128,121,123,114,--,38,23,13,2,0,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
商誉(万元),109871,109593,78281,78265,78051,78051,78522,44910,44910,44910,44791,44791,--,--,--,--,--,--,--,--,--,--,--,0,--,
长期待摊费用(万元),4745,3292,2250,2246,1010,1025,1114,356,408,423,443,484,451,486,593,455,498,518,--,545,564,716,374,355,276,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
递延所得税资产(万元),6083,6243,4048,3820,3621,3505,2845,2829,3504,3437,1835,1440,1131,1086,843,819,692,660,--,466,387,339,206,173,134,
其他非流动资产(万元),3779,4717,2263,2197,896,1301,1090,1090,103,55,55,1171,129,132,--,--,--,--,--,--,--,--,--,0,--,
非流动资产合计(万元),430541,408581,249009,209343,202406,215803,153959,137421,120299,128356,117470,106050,50311,41476,39961,31097,26706,24926,25333,18528,17059,2778,2082,1637,890,
资产总计(万元),1143396,1092616,708059,622004,509699,533730,478412,430148,412945,363566,312822,305711,190549,191349,166555,166166,149767,120460,112884,107573,86997,58570,33390,23371,10224,
短期借款(万元),193065,156010,140068,65332,30182,19988,3567,3210,18534,51144,45177,45241,44183,44920,41940,42604,37520,34550,--,33789,26000,13520,3359,2766,0,
