报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),4267,4462,4783,6214,6063,6068,6709,7474,9011,18049,9927,29058,6122,4412,5755,5519,8382,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1851,2254,3391,1242,480,306,203,30,32,26,3,111,121,50,30,20,4,
应收账款(万元),14921,16737,13219,16449,12699,11093,11570,10208,8170,10246,9747,10001,11537,10130,9781,8151,6756,
预付款项(万元),2126,1612,3120,2987,2185,1842,3091,2168,2149,880,763,889,1211,1590,944,3803,1274,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),26,40,21,21,113,113,--,--,--,27,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),592,378,805,825,596,396,1434,822,1326,287,921,581,547,616,539,345,116,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),14110,12019,10472,10175,15811,10634,9286,8209,7559,7229,8085,9018,7849,7537,6209,2784,2375,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),12180,12192,7144,5149,8091,13655,14095,15641,15691,8348,13079,97,108,155,168,--,--,
流动资产合计(万元),50074,49696,42954,43062,46038,44107,46389,44551,43938,45093,42526,49755,27494,24490,23427,20623,18907,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,26617,--,7452,--,22026,--,7532,--,7669,--,7552,7431,7282,7006,--,--,
累计折旧(万元),--,5260,--,901,--,3801,--,3285,--,3212,--,2921,2624,2332,2062,--,--,
固定资产净值(万元),--,21357,--,6551,--,18225,--,4247,--,4456,--,4631,4807,4950,4944,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),21073,21357,18819,18651,18800,18225,4246,4247,4339,4456,4493,4631,4807,4950,4944,4838,4763,
在建工程(万元),427,97,3578,2631,2746,1479,12807,12615,9838,9805,9426,8840,7311,2594,1352,80,--,
工程物资(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),0,--,10,10,--,--,--,--,--,--,--,--,--,--,--,--,--,
