报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),165440,206087,225080,205624,152957,137882,139595,162246,131723,117361,83588,91726,91912,94338,112033,107794,105969,36275,34631,46071,36759,42072,23526,7935,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),95,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,158,--,--,--,--,240,--,
衍生金融资产(万元),--,--,--,--,1081,1323,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),1240,107,537,286,1129,300,120,372,354,5,3100,3415,93,157,416,1064,438,275,48,12,383,4418,884,1580,
预付款项(万元),64188,69166,66459,60079,56014,62205,61862,45827,59222,52670,48359,44075,70910,50442,58760,41595,34502,28399,23732,11547,19379,22224,5695,6468,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,70,--,--,--,226,158,104,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),9480,10192,7730,8590,10379,7526,19705,14486,6154,4727,4084,5162,9118,3050,1282,2109,2882,2533,2852,2894,2573,2272,4149,1514,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),388547,388011,389181,364698,362188,360089,361672,318978,338590,319332,309664,312554,322726,317507,238622,237954,234420,214291,224102,197622,205121,121916,99315,38019,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,72,158,--,--,--,
其他流动资产(万元),3041,10028,3809,5020,4452,12352,12955,13057,19296,12783,14660,16145,13780,13300,7269,7608,5723,6495,2140,629,502,265,--,--,
流动资产合计(万元),632032,683606,692796,644296,588199,581746,595910,554966,555339,507103,463613,473181,508539,478794,418382,398125,383933,288424,287533,258846,264876,193168,133809,55517,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
