报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),24627,18790,25992,13964,18374,11435,16544,7491,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),1182,5182,3627,3022,5755,6894,3478,3700,
应收账款(万元),39513,66594,31335,30100,15129,13033,14502,10790,
预付款项(万元),49510,14439,40624,52226,64125,44290,44133,46281,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,6,--,--,--,--,--,
其他应收款(万元),1269,1494,3154,2316,1739,1554,1902,1254,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),96571,125402,133689,135155,116173,100099,79170,50732,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),1908,836,3596,8028,15602,14276,2241,700,
流动资产合计(万元),214654,232786,242023,244812,236897,191581,161971,120947,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),211,229,212,206,200,200,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,12836,12259,--,--,--,--,--,
累计折旧(万元),--,6715,5784,--,--,--,--,--,
固定资产净值(万元),--,6121,6474,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),5560,6121,6474,4524,2069,2169,2190,2015,
在建工程(万元),66,62,33,--,32,32,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),13744,13932,7930,378,308,322,335,189,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),7,7,7,7,7,7,7,7,
长期待摊费用(万元),274,211,225,327,316,327,6,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),1439,1757,1241,1350,1469,1281,919,151,
其他非流动资产(万元),3273,3273,--,--,--,--,--,--,
非流动资产合计(万元),24574,25592,16123,6793,4402,4339,3456,2362,
资产总计(万元),239228,258378,258146,251605,241300,195919,165427,123309,
短期借款(万元),76150,85050,87950,104850,80418,45670,43621,27779,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),40877,20831,31714,29377,18337,25471,27617,22522,
应付账款(万元),13294,45121,27404,27261,47985,29835,22008,17504,
预收账款(万元),20410,18811,26689,39363,37898,30403,27723,21538,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),956,806,1424,1568,620,1475,1095,1031,
应交税费(万元),3397,4687,3208,3560,2002,2229,2192,1579,
应付利息(万元),125,21,55,89,47,42,43,3,
应付股利(万元),3496,4000,--,--,--,--,--,53,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),3095,2837,1436,2301,1816,2052,6923,7084,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),27300,27900,9600,--,21700,7800,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,
流动负债合计(万元),189100,210063,189480,208368,210823,144975,131221,99093,
长期借款(万元),750,750,23456,8000,--,21900,7900,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,
长期递延收益(万元),2821,1576,2020,780,--,--,--,--,
递延所得税负债(万元),47,47,49,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,38,53,
非流动负债合计(万元),3618,2373,25525,8780,0,21900,7938,53,
负债合计(万元),192718,212436,215004,217148,210823,166875,139159,99146,
实收资本(或股本)(万元),10000,10000,10000,10000,10000,10000,10000,8000,
资本公积(万元),541,541,532,513,513,513,536,3319,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),5220,5220,5220,4427,3287,3287,2524,1782,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),21996,21189,18744,15365,12419,10678,9911,8798,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),37754,36938,34507,30305,26220,24478,22970,21900,
少数股东权益(万元),8755,9004,8635,4152,4257,4566,3298,2264,
所有者权益(或股东权益)合计(万元),46510,45942,43142,34456,30477,29044,26268,24163,
负债和所有者权益(或股东权益)总计(万元),239228,258378,258146,251605,241300,195919,165427,123309,		
  
