报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),78373,88102,116351,125451,139168,107408,120590,119141,128340,104688,33136,25236,26035,18734,12576,55606,21395,10853,21074,29989,32909,33970,32800,37727,45598,49110,4078,3324,3518,9135,383,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),332,1548,2656,2003,1125,80,80,7735,9244,515,1440,3860,6958,11898,12993,14872,14208,300,20,162,737,718,586,3223,3401,35,243,103,55,40,--,
应收账款(万元),55446,82442,84545,85486,83589,111683,102796,84143,71792,98759,107629,116564,104232,99414,94685,87883,35461,44434,41099,32976,29584,22861,28187,28683,25534,25151,22216,19308,12376,3980,3958,
预付款项(万元),20372,39005,19780,18228,15130,10338,11127,11770,10565,23984,26061,22864,20131,20061,25729,23799,8685,11698,8107,7088,4454,4985,5957,3611,4478,8849,4385,3954,2044,1975,2429,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收利息(万元),2297,--,1109,1109,1185,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收股利(万元),21548,--,121,121,921,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应收款(万元),--,10757,5821,1027,1849,3313,4538,4503,4490,290,591,215,140,522,998,1895,348,273,183,45,4,148,17,17,2,16,584,223,205,285,584,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
