报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),35490,34656,27187,16989,9337,6740,37324,84111,7705,40663,21911,23254,32900,36190,19828,28724,31097,34881,32002,29642,35607,38294,33571,34618,42916,48914,41394,46759,54901,63407,13199,19565,18156,24594,12276,14743,15146,19196,14215,15244,16423,19159,21317,3703,6143,3333,2078,
结算备付金(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
拆出资金(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
交易性金融资产(万元),4654,5270,4716,8162,10890,9937,0,2,6579,0,4846,36,10114,0,512,7377,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,0,682,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
衍生金融资产(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收票据(万元),120,62,158,30,356,318,344,480,56,86,325,256,253,460,521,739,1150,850,302,378,510,279,90,407,256,547,714,654,951,1018,925,626,726,753,599,256,255,524,386,368,509,369,47,63,280,280,190,
应收账款(万元),27651,17623,11793,12865,10010,11509,9429,10642,10015,9733,9096,9128,10022,13002,15061,20655,20225,21305,21701,21925,17999,18598,21408,19718,17088,17485,22208,21109,17706,18566,21957,19454,15047,15742,17024,15162,13353,13793,12759,11315,8951,8816,9801,8133,5812,5290,4562,
预付款项(万元),12836,7588,213,145,36,25,155,198,661,197,4326,230,1264,1132,5315,3543,3263,2339,3394,4261,4487,3430,6781,8640,9365,7316,9992,8049,6898,6522,5432,5915,3713,4129,4374,5297,4872,2424,2242,2387,2088,1325,1466,1049,2231,2145,2296,
应收保费(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收分保账款(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收分保合同准备金(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收利息(万元),72,37,42,10,2,0,1,117,0,74,0,0,--,0,--,16,--,44,--,--,--,--,--,0,--,--,--,--,--,33,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收股利(万元),653,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
其他应收款(万元),22081,3987,896,1829,1346,1604,2770,552,1838,876,1643,1381,1483,1498,2006,2973,4400,1938,2143,2981,3461,1670,3610,3427,2285,1594,2766,2438,2114,1181,1392,1188,1331,726,2127,1871,679,523,1666,1942,3769,810,1783,1147,821,442,398,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
买入返售金融资产(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
存货(万元),7761,6213,6097,5887,6636,6635,6212,5501,5417,5025,6570,6395,11479,11507,14250,14653,16725,15521,20897,17252,15432,14413,14424,12812,13285,11451,10476,9728,8098,7812,7233,7565,7412,7393,7467,7090,6440,4634,5378,5161,4103,4030,3316,3173,2641,2211,1826,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
一年内到期的非流动资产(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
其他流动资产(万元),4614,18460,43976,52702,61439,58517,82716,5024,73337,54341,58072,65765,39037,31704,31939,15537,2593,2823,--,--,--,--,--,0,--,3000,--,--,--,--,--,0,--,0,33,25,--,--,--,--,--,0,--,0,0,0,0,
流动资产合计(万元),115931,93896,95077,98619,100052,95285,138951,106627,105608,110994,106789,106445,106551,95493,89431,94217,79454,79701,80440,76438,77496,76684,79885,79623,85196,90306,87551,88738,90668,98539,50138,54313,47067,53337,43900,44443,40745,41094,36645,36418,35844,34510,37730,17268,17928,13702,11349,
发放贷款及垫款(万元),0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
可供出售金融资产(万元),7052,6752,6727,0,0,0,0,0,0,0,--,0,1350,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,0,--,0,0,0,0,
持有至到期投资(万元),0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
长期应收款(万元),0,0,0,0,0,0,0,0,0,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
长期股权投资(万元),57888,57848,64596,66254,68306,68462,0,0,11,11,12,12,12,12,15,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
投资性房地产(万元),26626,26626,26699,25464,26541,26491,25845,1099,1034,1055,584,597,609,622,634,647,659,672,684,697,710,722,735,747,760,772,785,797,810,822,835,847,860,872,945,959,972,986,305,310,315,321,--,0,0,0,0,
固定资产原值(万元),--,25979,--,25452,--,25672,--,26507,--,26525,--,27473,--,63009,--,62120,--,62163,--,61366,--,60556,--,41617,--,41033,--,36225,--,34522,--,25375,--,24625,--,18261,--,17657,--,16824,--,16018,--,15923,7292,--,--,
累计折旧(万元),--,15210,--,14804,--,14471,--,14448,--,14067,--,14050,--,19351,--,18346,--,16443,--,14446,--,12598,--,11827,--,10291,--,8835,--,7526,--,5348,--,4470,--,3638,--,2971,--,2418,--,1882,--,1471,1202,--,--,
固定资产净值(万元),--,10770,--,10649,--,11201,--,12059,--,12458,--,13423,--,43657,--,43773,--,45720,--,46920,--,47958,--,29789,--,30742,--,27390,--,26996,--,20027,--,20155,--,14623,--,14686,--,14407,--,14136,--,14452,6090,--,--,
固定资产减值准备(万元),--,717,--,717,--,717,--,721,--,721,--,704,--,522,--,45,--,58,--,59,--,61,--,61,--,61,--,61,--,61,--,61,--,61,--,61,--,61,--,61,--,61,--,61,61,-3,18,
固定资产(万元),9875,10053,9758,9932,10148,10484,10825,11338,11494,11737,12477,12719,41386,43136,44004,43729,44644,45662,46056,46861,47069,47898,29336,29728,30458,30681,30828,27329,26746,26935,23832,19966,19822,20095,14381,14562,14318,14625,15134,14346,14097,14075,14487,14391,6029,3716,2101,
在建工程(万元),189,132,149,159,95,90,0,16957,16957,8197,0,1,265,4634,2878,3398,3201,2903,2560,2089,1962,2019,17462,13235,9672,7975,4005,5172,3568,3296,4501,6092,5677,5283,8179,4804,4047,3357,202,79,92,22,15,0,2247,113,0,
工程物资(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
固定资产清理(万元),0,0,0,19,0,0,-5,0,0,0,0,-62,--,0,--,--,2,0,--,--,--,--,--,0,--,--,1,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
生产性生物资产(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
油气资产(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
无形资产(万元),952,1013,894,929,969,1006,1025,1048,1088,1129,1169,1130,9154,11567,9891,10052,10209,10371,8167,8273,8376,8480,6053,6131,6068,6158,5017,5090,5204,5256,4044,3904,3923,2141,2440,2166,1514,1293,1329,1258,1277,1298,1302,1322,1363,1444,1182,
开发支出(万元),226,0,676,443,197,0,12,0,0,0,0,0,1656,1411,4940,4384,3689,2850,3532,3168,3015,2702,2685,2106,1713,1455,1023,289,543,416,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
商誉(万元),122060,122060,36,36,36,36,0,0,0,0,0,0,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,285,337,285,262,261,313,285,283,278,--,0,--,0,0,0,0,
长期待摊费用(万元),1632,1524,13,14,53,58,365,91,106,122,122,140,170,268,303,328,240,260,280,309,343,223,215,91,104,168,42,22,--,--,--,0,48,60,71,82,94,100,19,22,21,24,--,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
递延所得税资产(万元),2406,2608,2515,2300,2139,1787,1743,1590,1226,1161,1390,1312,1264,1208,1593,1336,1143,1138,765,799,721,721,659,664,593,605,468,444,450,480,403,422,334,360,234,234,234,234,128,128,128,128,30,30,29,20,17,
其他非流动资产(万元),661,902,495,476,212,529,687,507,200,4350,0,0,19,202,192,392,569,569,--,--,--,--,--,0,--,--,--,--,--,--,1,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
非流动资产合计(万元),229568,229517,112560,106027,108696,108944,40496,32631,32117,27761,15755,15848,56170,63344,64736,64550,64641,64710,62329,62480,62480,63050,57430,52988,49652,48101,42454,39428,37606,37489,33901,31516,31000,29096,26511,23068,21492,20879,17400,16421,15930,15868,15834,15743,9668,5294,3299,
资产总计(万元),345500,323413,207637,204646,208748,204229,179447,139258,137726,138755,122543,122293,162721,158837,154168,158767,144095,144411,142768,138918,139976,139734,137315,132611,134848,138407,130005,128166,128274,136028,84039,85829,78067,82433,70411,67512,62237,61973,54045,52839,51774,50378,53564,33012,27596,18996,14649,
短期借款(万元),0,6648,11964,12013,12013,5365,49,0,0,0,0,0,2500,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,5000,6000,6000,8500,12500,20000,19000,22000,17000,17000,10000,11000,9000,6000,2000,2000,2000,0,400,3750,1840,930,1206,
向中央银行借款(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
吸收存款及同业存放(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
拆入资金(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,0,0,0,0,
交易性金融负债(万元),0,0,0,0,0,0,0,0,0,0,0,0,--,0,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,0,--,0,0,0,0,
