报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),15715,16505,16882,20649,20996,25241,27367,24684,23886,28245,25083,25073,7977,5384,4525,3995,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,2700,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,38,150,199,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),10296,13601,15049,13998,11849,12684,15621,17100,16352,13757,11029,8144,5459,7928,6083,5818,
预付款项(万元),1428,597,1001,309,523,950,1032,389,542,539,776,853,605,643,1232,2825,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),342,422,363,612,1099,1157,258,531,286,451,968,426,769,1110,688,348,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),10873,9218,8206,8944,11211,10159,9503,9556,10583,10676,11119,12588,10571,7905,8301,8282,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1823,3242,--,--,--,--,4,--,--,--,2,2,5,2,--,--,
流动资产合计(万元),40477,43585,41501,44512,45679,50191,53786,52260,54347,53668,48978,47124,25537,23169,20829,21269,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1600,100,100,100,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),6610,6578,9104,9083,9082,2716,2708,2704,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,19622,--,19831,--,19741,--,19509,--,19006,--,18497,18761,18010,--,--,
累计折旧(万元),--,11370,--,11041,--,10520,--,10097,--,9437,--,8464,8183,7057,--,--,
固定资产净值(万元),--,8253,--,8791,--,9221,--,9412,--,9570,--,10033,10578,10953,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),7977,8253,8536,8791,8899,9221,9057,9412,9639,9570,9719,10033,10578,10953,11835,8094,
在建工程(万元),13928,10764,9200,4950,4541,2056,1473,514,212,409,309,218,40,--,--,63,
工程物资(万元),--,--,--,33,--,--,--,--,--,--,4,4,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7577,7620,11923,12226,12530,12834,7836,7888,7941,7993,8046,8099,8204,7363,7464,935,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1838,1207,1207,1206,1193,1203,1190,1133,1127,1123,1167,1177,697,464,322,89,
其他非流动资产(万元),1018,848,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),40549,35371,40070,36389,36245,28031,22264,21652,18918,19095,19245,19531,19519,18780,19621,9181,
资产总计(万元),81026,78956,81571,80901,81924,78222,76049,73912,73266,72763,68222,66655,45056,41949,40450,30449,
短期借款(万元),--,--,--,--,5000,1000,1000,1000,--,--,--,--,1000,4000,8000,3220,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,4,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),960,1202,683,704,936,1686,964,1268,1735,1929,1055,1132,1873,851,824,1674,
预收账款(万元),527,261,478,466,926,1566,964,918,566,871,708,804,1213,1126,1098,4,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),447,888,710,661,554,787,529,603,493,908,380,386,669,729,599,557,
应交税费(万元),885,515,401,262,263,265,923,510,753,721,590,250,179,14,-169,393,
应付利息(万元),--,--,--,--,7,1,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),369,301,96,51,59,72,66,249,87,148,233,810,299,134,99,72,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),280,290,180,190,143,208,201,201,201,209,1,2,4,--,--,--,
流动负债合计(万元),3468,3457,2548,2334,7888,5586,4646,4748,3834,4787,2967,3385,5241,6856,10450,5921,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),6253,6266,6020,6020,6030,6018,5983,5533,5564,5610,3949,3982,3657,2036,1733,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,10,23,30,--,--,
