报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),20471,25518,19460,17566,24949,54911,26263,31748,52338,62910,27905,26380,28169,30249,25514,26281,26588,29355,29395,32472,32374,36545,36052,36495,37328,12229,9363,10682,4389,3542,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,56,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),248,193,377,135,40,315,476,223,50,327,348,1510,516,1016,136,1065,1233,842,195,224,286,150,20,81,245,--,126,--,--,--,
应收账款(万元),16564,15898,12591,16367,16391,13324,9553,7369,5967,9352,14473,14003,11081,12898,15815,14517,10549,11731,11219,9683,8047,7474,6702,7433,5914,5563,8200,4141,2886,2832,
预付款项(万元),707,229,30363,27021,217,576,245,113,140,107,595,525,398,246,873,939,1033,287,385,350,195,561,3343,3165,3207,3065,2874,984,321,115,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),85,46,52,25,160,197,154,242,260,111,169,124,168,101,174,122,293,185,251,152,391,316,358,188,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),222,221,218,269,216,170,243,242,338,331,383,214,540,283,221,201,190,205,201,145,289,289,107,384,367,427,385,190,1069,981,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),7123,7428,9156,9011,9014,7233,7511,8332,9560,7716,5432,4065,4585,3907,2221,2568,2655,2457,1982,1671,2141,1985,1800,1186,1332,1441,1538,1461,2203,1338,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),221,461,1392,1466,26229,760,25019,20002,--,36,13,29,3,8,--,--,32,3,15,2,74,--,3,--,5,--,--,--,--,--,
流动资产合计(万元),45641,49993,73609,71860,77217,77485,69463,68271,68654,80892,49318,46850,45460,48708,44953,45693,42574,45066,43642,44699,43796,47321,48384,48931,48398,22725,22486,17457,10947,8864,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),8800,7726,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,11125,--,11085,--,10979,--,10768,--,10652,--,9704,--,9417,--,8980,--,8868,--,1636,--,1142,--,974,--,634,624,565,507,443,
累计折旧(万元),--,3434,--,3059,--,2658,--,2266,--,1889,--,1620,--,1301,--,1012,--,743,--,523,--,403,--,321,--,270,247,179,237,176,
固定资产净值(万元),--,7691,--,8026,--,8321,--,8502,--,8763,--,8084,--,8117,--,7968,--,8124,--,1112,--,739,--,653,--,364,377,386,270,267,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),7578,7691,7855,8026,8128,8321,8368,8502,8623,8763,7930,8084,7962,8117,7867,7968,8031,8124,7479,1112,1101,739,770,653,346,364,377,386,270,267,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,579,569,540,540,--,--,--,--,--,5615,5428,5274,--,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1900,2015,905,935,971,1006,1042,1052,1087,1122,1152,1179,1121,1154,977,758,494,487,500,499,395,229,91,35,36,37,39,43,3,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),344,388,447,507,566,627,689,757,763,823,498,517,519,537,554,572,476,487,497,--,--,--,--,--,--,--,--,--,4,8,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),412,402,487,517,551,523,563,557,522,540,546,498,445,480,477,338,317,324,257,238,234,232,201,212,197,204,330,47,44,28,
其他非流动资产(万元),23750,23750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),42784,41972,9694,9984,10216,10477,10663,10868,10995,11248,10705,10847,10587,10827,9876,9635,9318,9422,8734,7464,7158,6474,1063,901,580,606,746,476,321,303,
资产总计(万元),88424,91965,83303,81844,87433,87962,80126,79139,79649,92140,60023,57697,56048,59535,54829,55328,51891,54488,52376,52163,50954,53795,49447,49832,48978,23331,23232,17932,11268,9167,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,500,500,500,--,500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),4678,6327,5377,4386,6875,7692,7563,8317,4372,10153,3434,2921,2748,5737,3331,4103,2177,3983,3247,3136,2487,4652,2637,2580,2339,4072,4154,3465,3303,3154,
预收账款(万元),190,151,55,129,81,127,555,678,8663,11689,155,70,274,128,112,126,128,142,121,110,131,106,321,67,94,44,912,848,717,794,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),599,581,304,269,485,545,268,338,333,491,220,251,229,389,245,253,273,277,200,207,195,202,129,119,108,154,125,95,66,82,
应交税费(万元),646,3649,61,29,718,1272,-277,-39,-750,3703,663,767,84,596,295,632,-70,485,287,502,38,902,79,683,181,745,1228,345,762,573,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,1,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),3401,3447,4686,4699,4864,5129,7074,7129,7082,7135,857,372,477,521,418,380,420,401,409,90,394,426,31,505,854,520,259,62,349,261,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),9513,14155,10483,9513,13023,14766,15183,16424,19699,33171,5330,4381,3814,7370,4400,5795,2929,5287,4265,4044,3245,6288,3198,3955,3576,6037,7179,5315,5198,5363,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),756,810,878,952,1033,1117,1202,1286,1371,1457,1527,1597,1521,1575,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),50,54,87,87,85,83,149,147,145,144,109,121,74,78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,1622,897,940,982,655,696,737,770,791,808,812,816,820,32,--,--,
非流动负债合计(万元),806,864,965,1039,1119,1200,1351,1434,1517,1601,1636,1717,1595,1653,1622,897,940,982,655,696,737,770,791,808,812,816,820,32,0,0,
负债合计(万元),10319,15019,11448,10552,14141,15966,16535,17857,21216,34772,6965,6098,5409,9023,6023,6692,3869,6269,4920,4740,3982,7058,3989,4763,4388,6853,7999,5347,5198,5363,
实收资本(或股本)(万元),42106,42127,42127,42127,42127,42147,42147,42147,20070,20070,19440,19440,10800,10800,10800,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,4500,4500,4500,3000,2100,
资本公积(万元),8681,8713,8715,8651,8539,8492,8375,8238,26068,25787,19585,19304,27850,27850,27850,32650,32650,32650,32650,32650,32650,32650,32650,32650,32650,6230,6230,6230,--,--,
减:库存股(万元),2530,2646,4505,4505,4551,4661,6552,6552,6552,6552,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3635,3635,3252,3252,3252,3252,1964,1964,1964,1964,1304,1304,1304,1304,1045,1045,1045,1045,849,849,849,849,555,555,555,555,141,141,417,279,
