报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),49403,42299,45615,87730,52847,49237,66896,60383,77937,78267,87619,30683,21547,20637,28953,39173,19207,25327,21130,32683,26221,38546,27600,40839,28062,32840,34510,40475,30055,36294,60123,77881,67536,116129,4533,18708,14310,8737,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),78102,71466,76184,127684,68956,67975,75417,99245,48488,49749,69227,93607,52248,53344,50816,96742,50239,51020,77043,102821,55844,40683,46194,77485,49343,43985,48962,75464,37757,35926,32252,56679,25552,11149,8282,16773,12911,11252,
应收账款(万元),182823,173212,136518,95119,159549,146385,124384,96702,148919,132001,110233,93475,158144,151025,129182,93752,156330,147401,111555,80353,121461,114828,97481,67519,102219,94084,73229,46831,91574,77127,57269,30971,58171,49620,37709,20192,14098,10249,
预付款项(万元),11179,11555,13582,8247,11081,10753,8208,6170,6320,7263,6385,5985,7152,5668,9615,9085,7321,6605,7332,7602,7287,6035,6922,10239,8493,5278,9500,7432,6297,4195,5745,7108,4070,2488,2513,3982,2448,4245,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,87,139,74,221,102,420,323,229,106,--,--,--,--,--,--,--,--,65,33,38,86,40,58,64,169,114,200,117,631,463,553,236,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),1572,1609,1671,1519,1892,3768,2945,2339,2698,1675,2264,1167,1398,1430,1717,901,2263,1178,1136,974,1098,1038,950,812,960,707,706,547,686,899,700,453,905,550,666,423,383,745,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),100253,86579,91625,66955,91488,87939,82782,61777,95299,92955,83807,77552,93930,90537,89091,79181,86179,88631,83119,73326,81801,75246,69322,62914,77304,72488,60832,62905,76067,65492,58059,38647,47436,41365,30614,21770,17560,15700,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),27440,30885,31247,7127,25482,31116,31210,40327,8220,7383,6192,6076,6573,6657,5575,5589,6762,7212,6228,6224,6725,5580,5034,5240,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),450772,417692,396582,394455,411516,397275,392261,373266,388111,369399,365727,308544,340991,329298,314949,328507,328301,327373,307607,304016,300475,282043,253543,265107,266445,249552,227854,233854,242554,220564,214610,212291,203906,221300,84317,81848,61710,50928,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),20114,20114,38614,37942,37270,37270,2270,2270,6180,6000,6000,10000,10000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),--,--,--,--,57,3,108,3,1121,151,0,7946,7946,7946,10000,--,--,--,--,0,54,94,154,202,265,309,368,414,--,--,110,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,59131,--,57028,--,43688,--,43352,--,42711,--,39153,--,37937,--,38148,--,33505,--,33343,--,32651,--,31211,--,27983,--,22235,--,22149,--,15944,--,13103,0,12624,9401,--,
累计折旧(万元),--,16390,--,15309,--,14173,--,13116,--,12868,--,12509,--,11629,--,10797,--,10013,--,9271,--,8649,--,7720,--,6867,--,6297,--,5932,--,2735,--,2455,0,2079,1508,--,
固定资产净值(万元),--,42741,--,41719,--,29515,--,30236,--,29843,--,26644,--,26309,--,27350,--,23492,--,24072,--,24002,--,23491,--,21116,--,15938,--,16217,--,13210,--,10648,0,10545,7893,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产(万元),46318,42741,41646,41719,41478,29515,29960,30236,30363,29843,30223,26644,26443,26309,26700,27350,23396,23492,23777,24072,24183,24002,23955,23491,21701,21116,15921,15938,16071,16217,13311,13210,10575,10648,10471,10545,7893,6196,
在建工程(万元),16169,14712,12873,10333,9786,19767,19332,17674,16152,14913,14297,13574,12177,10886,8035,7352,6123,5766,4089,3425,2222,1675,1044,892,1521,558,5097,4252,3288,2943,2747,2429,1146,353,299,253,1013,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),8641,8633,8665,8755,8796,8645,8596,8620,8612,7097,7148,7147,7253,7287,6194,6225,10083,10148,10199,10245,10275,10299,10248,6362,6338,6326,6315,6260,6293,6330,2910,2906,2889,2910,2931,2952,2990,2056,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),20882,20882,20882,20882,22231,22231,22231,22231,23945,23945,23945,4491,6056,6056,6056,6056,7784,7784,7924,7924,8442,8442,8442,8442,8588,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期待摊费用(万元),575,606,1291,865,481,357,385,430,477,541,607,581,492,513,542,567,655,611,652,650,280,284,273,334,405,294,293,298,410,373,296,287,287,324,308,338,257,213,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),5431,5461,5024,4580,5125,4916,4490,4068,3983,3738,3558,3380,2835,2643,2543,2148,2524,2356,2068,1474,1844,1571,1453,1317,1562,1402,1060,855,1064,997,696,650,795,753,708,510,374,290,
其他非流动资产(万元),--,--,52,648,--,435,435,435,253,838,838,912,--,0,1062,1062,1000,996,996,996,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),118130,113151,129046,125725,125222,123139,87806,85965,91086,87066,86617,74675,73202,71639,61132,50759,51564,51153,49705,48786,47300,46368,45569,41040,40379,30005,29053,28017,27127,26861,20070,19482,15692,14988,14717,14598,12527,8755,
资产总计(万元),568902,530842,525628,520179,536738,520414,480067,459231,479197,456465,452344,383219,414193,400938,376081,379267,379865,378526,357312,352802,347775,328411,299112,306147,306824,279557,256906,261872,269681,247425,234681,231773,219598,236288,99034,96446,74237,59683,
短期借款(万元),50865,52716,40118,41272,44156,38320,22671,24815,18807,8660,18020,65232,71000,63000,40000,42500,41000,45300,37600,30700,36000,20000,13000,13000,21750,25401,24421,33074,31092,18567,8600,8000,4450,13000,7000,4000,2870,2900,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),--,14015,3532,16495,19906,19721,6773,17584,20618,15517,10712,19248,22833,20208,18481,33076,22427,23122,18587,25279,23151,21316,10192,20656,21908,13914,8992,757,2110,3450,3647,6400,4600,9850,7538,7979,5089,2850,
应付账款(万元),--,59196,64198,50512,68602,65514,64928,38171,66410,63158,53597,29582,56404,64414,54355,46974,65880,67423,58445,55894,54395,59907,46513,45476,49046,44282,25706,35165,48894,43878,40415,35616,34905,40779,27891,25274,17053,18916,
预收账款(万元),23033,17797,21196,18633,19432,18348,19082,17043,18698,17144,15891,17211,17720,13059,20500,18072,18637,16042,16393,17644,18954,15015,13373,15250,17715,10486,10279,10757,12118,9010,9753,11323,11282,9140,6684,8181,7769,7730,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1554,1596,1501,5076,721,1353,1303,3774,1122,1230,1222,3102,1130,1429,1384,3099,929,1225,1195,2743,1081,1112,1035,2667,936,1029,994,2024,969,928,359,1051,421,495,345,709,530,199,
应交税费(万元),3923,3287,4882,3960,3964,3041,5235,4603,2684,3044,3839,4403,3087,2925,3534,4772,3512,3396,3269,4185,2625,2845,3426,3576,-4513,-4299,-2237,-3598,-5428,-4135,-2980,-918,-2253,-1021,524,456,38,567,
应付利息(万元),--,103,100,88,95,69,61,173,69,83,52,138,281,151,249,299,208,372,220,203,131,69,615,443,273,75,--,57,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,50,--,--,--,--,--,--,39,39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,390,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),3944,3582,4248,4168,1244,1041,1059,2225,3894,3279,4039,3663,717,878,2170,2598,3440,3147,2141,2403,2027,2236,2454,2335,2000,647,577,772,503,814,501,673,660,1913,579,580,296,539,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),184374,152342,139776,140205,158120,147406,121111,108388,132342,112153,107372,142580,173173,166065,140674,151391,156033,160027,137850,139051,138365,122500,90609,103403,109114,91535,68732,79008,90257,72512,60294,62145,54065,74156,50560,47179,33644,34090,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,2000,2000,2000,3000,3000,3000,--,--,--,--,--,--,--,--,0,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期递延收益(万元),648,654,660,667,735,741,747,754,760,766,772,764,1575,1575,1636,108,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税负债(万元),893,899,905,911,917,923,928,934,688,693,697,703,708,712,718,720,726,730,734,758,747,756,764,772,788,796,804,813,847,863,236,236,236,236,236,236,236,236,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,2635,--,--,--,108,114,60,60,80,80,80,80,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动负债合计(万元),1541,1553,1565,1577,1652,1664,1676,1688,1448,1459,1470,1467,4917,2288,2353,828,834,844,2794,2818,2827,2836,3844,3852,3788,796,804,813,847,863,236,236,236,236,236,236,236,236,
负债合计(万元),185915,153895,141342,141782,159772,149070,122787,110076,133790,113612,108841,144047,178090,168352,143027,152219,156867,160871,140645,141868,141192,125336,94453,107255,112902,92331,69536,79821,91103,73376,60530,62381,54301,74392,50796,47415,33880,34326,
实收资本(或股本)(万元),54528,54476,54476,54476,54055,54055,54055,54055,54414,54414,54479,46813,46813,46400,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,23200,11600,11600,11600,11600,8700,8700,8700,1230,
资本公积(万元),187711,187445,187445,187445,185157,185157,185157,185157,186927,186927,187278,95727,95514,93292,115982,115982,115954,115954,115954,115954,115954,115954,115954,115954,115954,115954,115954,115954,115954,115954,127554,127554,126686,126686,20035,20035,20035,8258,
减:库存股(万元),2864,2545,2545,2545,--,--,--,0,2251,2251,2706,2635,2635,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
