报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),28054,33877,35695,25281,38702,28518,35317,41973,54773,45537,55318,43079,38473,44621,57674,47282,42728,30039,30449,35513,24488,49182,50825,50099,47104,39507,33501,30776,32673,33860,27233,46107,37438,42182,45576,55758,35775,25533,25897,28401,28775,23853,24519,31587,23714,20749,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,104,103,102,--,0,--,--,12,12,56,11,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应收票据(万元),787,721,1900,1695,830,2319,2061,1890,1197,3204,868,1125,1350,1891,1920,3523,2308,3179,3654,1869,3241,2156,1900,6463,2506,3828,5921,3047,5957,7983,5950,8475,6831,5605,3065,2874,4803,3191,4791,6438,8374,5026,5028,7088,4215,4259,
应收账款(万元),38623,34222,42399,38510,44575,40542,43033,40799,39971,35618,45346,47112,42862,37903,42471,41806,36729,32361,33788,30579,29949,25857,30634,35434,33368,29080,29261,31479,29148,21494,44212,46635,43172,39450,52029,52890,48872,48650,46780,46473,45213,47186,47861,47006,46178,45822,
预付款项(万元),3981,3638,5222,6436,5302,3171,3384,2817,3656,3213,7336,5955,6279,5749,9280,9129,8888,9334,12400,12087,10360,7507,10876,24845,24670,21825,20324,14864,13991,13543,17900,18174,16477,13919,15538,18185,17594,18255,15018,18933,14332,16462,9911,11553,6519,9538,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
应收股利(万元),5002,5002,7002,7602,8102,8102,10102,10102,10102,10102,14644,14644,14644,14602,13102,13602,14602,14602,14602,14602,14602,14602,14602,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),6024,4955,9399,10416,7161,8083,10053,8447,9088,8198,9770,8896,9504,7882,15241,12405,12692,11161,30526,20453,26796,19131,31679,16997,11121,9668,12468,12654,10217,6899,13977,13413,14863,10258,18047,21180,16774,14086,17992,18613,17496,17174,26103,24794,25099,24054,
