报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),42970,46635,28212,47213,61209,102653,73204,120192,41608,53789,71076,51971,40632,65423,86997,21452,1586,2696,3113,3344,2196,2505,3307,1857,1499,1667,1101,1663,1570,2892,3996,4733,3292,2747,2174,3039,1455,1545,3213,5328,1396,2105,9602,9307,4437,1043,1021,1509,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,--,--,--,--,0,--,240,--,0,--,--,--,0,0,80,0,0,35,67,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收票据(万元),26009,26441,38796,86780,37752,36549,64021,72685,13918,32427,26928,41597,14791,16346,9482,17718,286,86,163,289,150,15,95,120,60,30,269,107,609,350,--,312,155,10,41,273,25,0,40,63,38,30,125,256,148,408,444,363,
应收账款(万元),66749,66826,71575,64967,55962,71355,83786,76399,68385,65475,77211,62767,55369,48629,43571,35490,7500,7441,6865,7981,6807,8111,6773,8273,7834,8584,7287,8040,7325,8327,8776,8315,7862,9191,9086,7994,8890,10482,9031,9088,9026,9200,11709,12043,15886,16431,15928,17081,
预付款项(万元),32806,27283,30961,29194,31375,28924,26973,18479,32557,29070,20630,16510,11648,13034,7391,5741,492,732,686,505,1365,785,471,431,1916,1790,5205,5029,5002,5683,5242,4765,5051,4830,5070,4928,6687,8863,7254,6722,3029,2013,2027,1637,2549,1367,1546,1006,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,0,0,0,0,--,0,
