报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),23412,21617,29977,30079,31618,30258,82417,18785,17454,21521,14762,12250,12345,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1679,1260,1317,1984,1732,1119,1254,1640,1389,655,1445,--,--,
应收账款(万元),22317,23443,20368,25430,22327,25698,21001,24173,26286,25962,24998,25711,17716,
预付款项(万元),2103,2334,1629,1840,1428,1955,1481,1781,1793,1285,1493,1945,1259,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),238,19,6,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2033,2382,2945,1849,2198,2146,1845,1517,2161,1636,1953,2005,1465,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),43088,38098,37964,39914,44883,41090,42961,46908,43791,47219,47489,45050,39724,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),37805,36797,31476,31375,38188,37311,2179,6188,7576,6058,7108,2209,1280,
流动资产合计(万元),132674,125951,125683,132471,142374,139578,153139,100992,100451,104337,99248,89170,73789,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),650,650,650,650,650,650,650,650,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1715,1707,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2111,2168,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2515,929,643,650,439,442,--,--,--,--,--,--,--,
固定资产原值(万元),--,39410,--,32643,--,32358,--,31751,31572,31086,19931,19222,--,
累计折旧(万元),--,9198,--,8546,--,7972,--,7157,6546,5713,4471,3337,--,
固定资产净值(万元),--,30212,--,24096,--,24387,--,24595,25026,25373,15460,15885,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),29364,30212,30477,24096,23969,24387,24194,24595,25026,25373,15460,15885,12573,
在建工程(万元),11355,11207,10723,2384,2776,1206,1015,701,966,362,6935,652,98,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6251,6325,6428,6557,5782,5801,1220,1202,1140,1035,1171,1344,1322,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2813,2215,2041,2232,1616,1785,2107,2485,498,583,717,834,982,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2383,2033,1682,1606,2043,1677,2179,2109,2044,2200,1838,1484,538,
其他非流动资产(万元),2232,1723,2362,11571,4431,1575,7242,8082,5558,5567,5635,756,242,
非流动资产合计(万元),61389,59169,55006,49747,41705,37522,38608,39824,35231,35120,31756,20956,15755,
资产总计(万元),194063,185120,180688,182219,184079,177100,191746,140816,135682,139457,131004,110126,89543,
短期借款(万元),--,--,--,--,5000,5000,17789,23800,21400,23319,31744,21815,14600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,238,626,2698,2130,1494,1886,--,
应付账款(万元),14216,12576,8894,8492,13346,9517,6678,12121,13002,13964,8687,12841,7549,
预收账款(万元),1177,1403,1065,1438,1196,1513,2037,1326,1576,1304,1167,805,1242,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),7657,6765,4238,6655,5634,5070,4347,5842,5229,6037,5336,4548,3659,
应交税费(万元),3539,3995,3047,3321,2498,2598,2012,2374,2493,3813,3616,1165,2970,
应付利息(万元),--,--,--,--,6,6,34,52,98,69,110,77,2,
应付股利(万元),--,--,--,--,--,--,88,--,--,88,--,--,7600,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),6448,3143,3113,5363,2792,2569,3523,3880,3332,5345,7217,2665,1149,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,0,--,--,816,816,816,976,576,576,240,
其他流动负债(万元),1570,1641,1569,1573,1589,1442,969,1056,649,290,--,--,--,
流动负债合计(万元),34607,29522,21925,26843,32061,27715,38530,51894,51293,57336,59948,46377,39011,
长期借款(万元),--,--,--,0,--,--,1456,1575,1983,2391,1168,1744,640,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),195,195,198,199,200,199,205,204,266,220,170,101,278,
非流动负债合计(万元),195,195,198,199,200,199,1661,1779,2249,2611,1338,1845,918,
负债合计(万元),34803,29718,22123,27041,32261,27914,40190,53673,53542,59947,61286,48222,39929,
实收资本(或股本)(万元),39592,39200,28000,28000,28000,28000,28000,21000,21000,21000,21000,21000,2557,
资本公积(万元),75565,73046,84246,84246,84246,84246,84246,27930,27930,27930,27930,27930,19331,
减:库存股(万元),2850,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3543,3543,3543,3543,3307,3307,3307,3307,3089,3089,2049,1141,1290,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),41319,37435,40495,37169,34022,31411,33831,32678,28111,25618,17167,10669,25586,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),157169,153224,156285,152959,149575,146964,149384,84915,80130,77637,68146,60740,48764,
少数股东权益(万元),2092,2178,2281,2219,2244,2221,2172,2228,2010,1873,1573,1164,850,
所有者权益(或股东权益)合计(万元),159261,155402,158565,155178,151819,149186,151556,87143,82140,79510,69719,61904,49614,
负债和所有者权益(或股东权益)总计(万元),194063,185120,180688,182219,184079,177100,191746,140816,135682,139457,131004,110126,89543,		
  
