报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),69019,123763,147480,272818,169902,154931,160875,118126,147942,183625,164938,185398,341769,123606,121409,123808,85025,110550,193146,183400,161933,221357,248171,221272,7412,8150,5711,6852,4285,4664,13625,12986,5255,4914,3138,2211,1598,1612,2132,4623,5211,4324,4037,1503,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,0,164,112,112,--,0,--,238,--,0,8030,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收票据(万元),10265,9538,51185,55661,1556,4155,8886,24848,75091,72159,11486,15223,5930,13849,6530,10888,6526,6908,8906,10025,13616,13597,49827,49077,22,15,2,2,120,53,--,19,102,178,98,91,132,249,530,85,130,385,292,49,
应收账款(万元),344106,396948,384576,342578,399917,381525,323895,325545,292177,235499,288525,258279,355439,302127,244859,203473,147373,144892,169460,214091,210744,181757,158508,136906,7089,6872,7533,5464,6337,6404,5172,5964,6179,5678,5488,5551,6617,7129,6672,6543,7454,6856,7588,5816,
预付款项(万元),22047,23968,90569,82952,27774,29204,17528,15358,8400,5846,12821,18268,27871,5183,10207,25370,29675,9034,24703,24049,31065,32782,68497,104536,2016,1596,1765,1641,1675,1523,1397,1242,1687,1587,1667,1958,960,1174,2086,1829,15153,1138,899,9092,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收利息(万元),994,998,923,2270,1202,1261,1172,1089,507,867,383,773,661,661,411,687,36,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,538,--,--,0,1839,--,
应收股利(万元),62,62,62,62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,281,457,457,857,457,457,--,--,--,0,--,--,
其他应收款(万元),60366,57155,63139,76528,92615,104758,64602,71989,43964,39172,35979,37657,24761,27136,18938,18130,17761,14450,11422,12250,7932,7169,9296,4542,5252,4914,6375,5379,6384,5294,17148,11197,8484,8851,7661,7237,17964,16962,17793,9822,7605,6920,5951,4587,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
存货(万元),61105,70287,73602,69505,42451,31235,43327,36182,77098,117609,100417,68538,67955,45699,58227,43597,40409,69925,85343,62473,91796,80441,91939,91134,6772,6429,6718,7517,5877,5900,6849,6191,5374,5065,4578,4789,6297,5368,5425,5477,5957,5998,6162,3801,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,949,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
其他流动资产(万元),37914,41992,51469,42000,34492,28262,26546,29811,26399,31998,38596,35144,49206,39132,42119,35625,35039,38711,44184,32605,0,--,0,0,848,848,3159,3152,3152,2752,2452,2452,2752,2905,3455,3455,--,--,--,--,55,-432,--,--,
流动资产合计(万元),605879,724711,863005,944373,769909,735331,646831,622948,671578,686775,653144,619278,873591,558343,502701,461577,361845,394470,537164,538892,517086,537103,626238,607466,29412,28822,31263,30007,27830,26591,46645,40051,30116,29798,26654,26261,34027,32950,35177,28616,41566,25190,34798,24848,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
可供出售金融资产(万元),75369,74961,200,200,200,200,200,200,200,200,210,205,65,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,0,0,--,--,--,--,--,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,5050,9070,7930,--,--,
长期应收款(万元),--,8100,7711,7659,5501,5336,5360,5142,2709,2566,2526,2780,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,12111,18257,25045,25045,25810,25810,27100,27100,--,--,--,0,--,--,
长期股权投资(万元),38489,38477,38878,39728,35888,19540,19311,19218,17257,12424,12267,12245,12332,12302,11855,11917,11431,8182,5661,5495,2966,2772,2680,0,18841,18876,17744,17393,16817,16423,16034,16246,17310,16725,16091,16623,21808,22342,21527,19638,24928,21059,20222,40289,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,625,629,633,637,701,705,649,653,661,665,669,669,2142,2155,2168,2181,1536,4425,4471,--,
固定资产原值(万元),--,951533,--,926675,--,854541,--,817236,--,808823,--,837637,--,792377,--,672690,--,614909,--,429613,--,422948,--,393598,--,45327,--,44670,--,44549,--,44866,--,48031,--,47952,--,43004,--,47537,--,46449,--,21436,
累计折旧(万元),--,291478,--,258915,--,221888,--,200893,--,184914,--,161049,--,137948,--,116423,--,92188,--,70285,--,56170,--,49403,--,16081,--,14942,--,13725,--,12716,--,13198,--,12134,--,10661,--,9851,--,9333,--,7424,
固定资产净值(万元),--,660055,--,667760,--,632653,--,616343,--,623909,--,676588,--,654429,--,556267,--,522721,--,359328,--,366778,--,344195,--,29247,--,29728,--,30824,--,32150,--,34833,--,35818,--,32343,--,37686,--,37116,--,14013,
固定资产减值准备(万元),--,30358,--,29435,--,16001,--,16001,--,15563,--,17830,--,3503,--,3503,--,--,--,--,--,--,--,--,--,870,--,870,--,870,--,870,--,917,--,917,--,917,--,373,--,289,--,0,
固定资产(万元),638496,629697,624560,638325,613714,616652,597119,600343,606214,608345,626640,658758,641588,650926,618508,552764,517888,522721,515332,359328,348170,366778,354748,344195,27992,28377,28953,28858,29324,29954,30676,31280,33390,33917,34338,34902,30907,31426,33369,37313,37812,36828,28443,14013,
在建工程(万元),112138,149785,157563,155679,209432,212185,264000,239250,176457,122367,117457,182689,136182,156407,179530,246735,205550,195038,160671,309251,283380,231154,173851,98341,9427,9383,9383,9905,9832,9599,9567,9412,9556,9553,9553,9498,9486,9486,16670,17886,31420,32270,37852,27860,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,231,231,231,231,232,232,232,232,263,263,263,263,263,263,3017,263,2990,2991,2991,1158,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,-2,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
无形资产(万元),28659,28893,27667,27783,24142,24319,24315,24464,24609,24745,24764,24933,24823,24989,25123,26163,26353,26456,26641,26725,24347,24531,24637,25030,9328,9369,9426,9483,9540,9603,9656,9713,9770,9836,9885,9945,8259,8312,8352,8414,443,6060,6093,2475,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
商誉(万元),12329,12330,12330,12330,12329,12329,12329,12329,12450,12328,12328,12328,15336,15336,14118,14118,13785,13785,15170,13785,13771,13771,17951,8586,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
长期待摊费用(万元),8141,8614,8989,9548,7315,6733,7106,7272,6015,6266,6445,7230,2136,2392,7195,3601,2152,2330,2237,2314,2014,2135,2301,2525,87,92,98,39,44,-41,97,149,78,167,265,363,1276,1376,555,597,642,924,1116,24,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
递延所得税资产(万元),29752,29459,26043,26033,28053,27948,28008,26887,23019,22803,25313,23608,28682,25429,21233,17177,16943,17839,10931,9334,11674,8219,6449,4538,163,163,144,144,127,127,139,127,18,18,18,18,13,13,13,13,329,329,329,148,
其他非流动资产(万元),23220,24418,71782,75991,26491,26490,45629,34644,23697,19452,16332,12579,10560,9661,12217,13255,2386,27028,17903,37342,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,44,44,44,9371,--,0,--,--,
非流动资产合计(万元),966593,1004735,975722,993277,963066,951733,1003378,969749,892628,831496,844281,937354,871705,897442,889779,885731,796489,813379,754547,763574,686321,649360,582617,483215,66695,67120,66613,66691,66616,66602,79161,86069,96090,96188,96893,98090,101298,102517,85715,100727,109169,112816,101515,85966,
资产总计(万元),1572472,1729446,1838727,1937649,1732975,1687064,1650210,1592697,1564207,1518272,1497425,1556632,1745296,1455784,1392481,1347308,1158333,1207850,1291711,1302466,1203407,1186463,1208855,1090681,96107,95942,97876,96699,94446,93193,125806,126121,126206,125986,123547,124352,135325,135467,120892,129343,150735,138006,136313,110814,
短期借款(万元),200025,237821,253189,325746,109536,100637,133897,78764,80030,114060,142895,130275,165846,157513,191226,155218,175220,165187,183862,223420,152769,203409,173090,180803,--,--,--,--,--,0,26234,482,--,0,--,--,--,--,67921,67953,67953,57423,57974,55157,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,--,--,--,0,--,0,--,0,0,0,--,--,--,--,--,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应付票据(万元),100571,108379,118676,111600,140532,133893,125202,91813,188928,189079,175408,160280,176069,174660,162636,162488,141531,152241,188634,168523,210418,193476,241622,217336,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,3500,3500,--,
