报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),86130,96153,108215,98156,82412,131882,105224,94615,90906,73957,61584,63905,36401,110888,63636,105010,74560,113435,205228,262713,251747,310364,275576,173789,166635,175329,195547,191107,147914,146416,147510,155772,170632,154920,67971,83853,39307,40836,54073,89398,69426,60535,60650,64071,60601,112580,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,1000,--,--,2000,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,--,--,0,
应收票据(万元),54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,0,--,1310,1740,65,1915,2215,1010,2010,30,5034,5022,12,1039,1062,334,1026,183,271,40,127,47,42,
应收账款(万元),9871,9116,9602,9615,9513,8624,9761,9070,9027,8264,10922,10629,10639,10418,12827,11392,27593,27741,28620,12121,7025,5919,8260,7658,39211,38620,45028,48341,46531,47701,56319,18358,15277,13150,13933,10191,9633,10027,9465,9075,5576,5614,4673,4963,4861,3268,
预付款项(万元),270,279,365,246,529,209,240,1787,2704,2825,3234,747,635,794,56078,961,3827,1101,88967,83768,78973,69485,61140,57501,64319,28988,23327,26625,25928,18807,6003,35965,8952,2749,16649,11466,6284,4287,7227,5607,4376,22736,33357,23986,17791,2495,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
其他应收款(万元),2291,1942,1998,1990,2265,1937,17977,16198,19048,19913,13801,19568,17209,22553,86225,74955,75001,75347,83396,83214,82899,82225,5899,8780,7377,8201,5125,5045,12771,19211,84463,72415,71619,69020,75886,75143,69432,54687,16992,7679,13928,17112,15691,6310,28094,2403,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
存货(万元),475909,465345,459373,516742,498208,486586,478844,478130,482880,480636,502297,509128,503760,500692,500827,544881,543924,572891,517045,541132,541685,541185,545495,536647,541343,533362,452804,441867,427748,415644,433925,446833,465035,479220,426815,422609,441224,439246,434275,463143,434803,401034,404708,393524,175717,164986,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
其他流动资产(万元),18205,15576,11520,14280,13487,7897,8407,7863,6242,4492,3633,4844,3947,4338,1910,1110,--,1350,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
流动资产合计(万元),592729,588411,591073,641030,606416,637136,620454,607662,610807,590087,595473,608822,572592,649683,721502,738309,724905,791864,923256,982948,962328,1009177,898370,784375,818884,785810,724571,713051,662808,651994,729229,731352,731544,724094,606276,603273,566919,550146,522366,575927,528292,507302,519119,492981,287111,285775,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
可供出售金融资产(万元),3556,3556,3556,3556,3556,14020,14020,14020,14020,14020,14020,14270,14270,14270,3806,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,0,0,0,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,1900,--,1200,--,--,--,--,--,--,--,--,--,100,200,--,150,--,0,800,800,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,0,--,0,
长期股权投资(万元),9417,9552,9446,17433,16457,12831,12206,19756,20040,20040,21194,21194,21194,21194,31463,14270,14270,14270,14270,14270,14270,14270,7307,7307,3806,3806,12606,12606,12606,18270,12606,12606,12606,12606,15768,15768,17268,21768,20527,16027,16043,16043,23204,21801,113357,110860,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,0,0,0,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17945,17945,17945,17945,22812,72922,72922,72922,75713,75713,75713,75713,81146,81146,81146,81146,148638,148638,120101,120704,123380,127081,126538,126538,126492,125805,120756,126709,
