报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),14577,9773,13644,11649,8773,9361,7793,10179,6335,2934,5589,6065,6672,6687,15291,14773,15380,14348,13015,13460,19128,18761,23303,24898,27346,33981,2496,2459,3672,1678,693,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,180,180,--,--,--,330,--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),4847,3360,3687,5009,3964,3989,4354,4334,4756,5508,5203,2822,1565,3926,3969,4201,4577,6455,5814,3536,3138,2475,2802,2920,2459,5159,3933,1221,3749,581,761,
应收账款(万元),2041,1667,1273,800,728,772,1113,1460,1111,1188,1548,1832,1931,2180,2683,2940,3358,3322,5386,6369,6558,4945,6211,4790,4042,2748,2380,1437,1399,1338,1280,
预付款项(万元),1320,1082,1157,553,1085,778,1371,961,410,373,680,1005,1628,1067,993,729,566,497,430,606,642,203,2007,3471,1783,1585,1203,2067,610,2634,1084,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,
应收利息(万元),9,1,3,2,9,0,8,2,10,6,116,87,55,22,488,364,229,96,175,128,142,263,--,0,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,
