报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),364974,254866,206222,96161,302413,387660,366150,354308,290809,228785,195253,180076,177870,116699,106903,156190,136261,169481,220342,212153,205105,190035,281539,233539,183136,152716,85136,47906,67252,52801,80922,97869,166454,129241,102200,104594,76138,101354,98730,66849,15579,36599,50526,81107,59721,104241,22551,30403,32319,
结算备付金(万元),--,--,--,--,0,0,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,0,0,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,
衍生金融资产(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),0,--,--,--,0,0,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,
应收账款(万元),834,828,746,967,995,614,602,621,747,1982,1957,1367,1490,1644,1654,1697,1603,1644,1685,1741,1750,1577,1611,1788,1334,9,10,--,--,--,--,--,--,--,0,--,0,13,0,0,57,8,8,8,8,620,615,590,515,
预付款项(万元),10457,10440,11436,10440,22622,10440,10440,10440,26308,31150,26516,21143,18112,20687,225134,221905,123356,85134,24314,10140,10140,10140,10140,10100,9700,9700,9300,9300,8450,8450,7601,7601,7601,7601,7601,5983,6058,2763,2763,2382,2382,160,1137,28169,28169,0,11090,5580,57,
应收保费(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收利息(万元),0,--,--,--,0,0,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,
应收股利(万元),0,--,--,--,0,0,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,510,0,--,0,0,
其他应收款(万元),--,7258,8835,9465,8110,9635,9462,30737,11054,13687,13756,12046,8992,10108,6559,5783,4823,2880,2480,2229,2174,2375,5147,2297,2082,2068,1827,2167,2898,2213,1795,1343,1121,2780,1148,1057,688,978,6075,6247,5940,8112,7618,7035,6573,39212,5237,11168,5235,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
存货(万元),643703,676335,689792,699608,698003,690445,696056,713318,770020,878558,836534,826291,840602,866258,613334,608510,681336,702811,632728,567236,551161,694275,554233,579692,576441,602800,607164,640013,623946,608769,602080,606670,587657,572426,555030,556474,541558,560537,529238,516255,492490,494915,477080,352682,354856,290603,234211,223636,199349,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,--,0,
一年内到期的非流动资产(万元),--,--,0,--,0,0,--,--,0,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,
其他流动资产(万元),14925,14182,11842,17417,26184,18085,18607,16478,9311,--,--,--,--,--,--,0,--,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,--,0,0,
流动资产合计(万元),1042744,963907,928872,834057,1058326,1116879,1101317,1125901,1108248,1154162,1074016,1040924,1047066,1015397,953584,994086,947379,961949,881548,793499,770330,898401,852669,827416,772693,767292,703437,699386,702546,672233,692397,713482,762833,712049,665979,668108,624441,665645,636806,591732,516448,539795,536369,469001,449836,434677,273704,271377,237475,
