报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),84708,86360,80706,66284,65091,75972,49876,49118,63208,43116,50472,66216,51239,61595,71641,77330,69048,101653,120246,98597,121727,139855,122604,131181,132020,132727,130663,137658,161395,183460,181273,213756,15087,34649,16408,10891,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,5,--,--,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收票据(万元),86509,102022,88163,82444,75241,77722,64655,64368,59789,44244,53264,41077,68972,59930,37613,44055,52593,41971,48082,42514,30704,23558,40448,34734,25095,26345,20990,26566,20288,10273,12450,9056,7247,11272,684,2352,
应收账款(万元),42264,54668,61222,60516,52911,59286,71088,65893,51496,60629,57613,60173,54803,59707,66124,59409,45871,45460,45744,43942,42365,45713,55604,63669,51526,41404,51304,51063,43613,33763,34535,27270,25766,22193,8677,3393,
预付款项(万元),17507,10916,24964,41917,16030,8086,12352,10664,13685,10671,11935,11196,8353,6847,9299,9517,10192,4593,18268,10184,12172,8688,16527,12080,16169,15536,18778,10936,14793,14250,15962,3021,7690,5081,2905,2603,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收利息(万元),--,--,0,0,0,0,0,0,11,12,--,19,122,247,59,33,51,51,20,26,752,752,262,262,1650,1143,860,238,1785,1264,0,282,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他应收款(万元),3231,2430,4703,5922,1413,271,257,220,286,159,447,443,545,349,2740,2259,2468,2081,2986,4103,4651,4026,2116,1867,2757,2209,1460,1340,803,573,1754,596,499,218,507,89,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
存货(万元),53622,40747,27518,25829,43161,29332,24157,27932,31103,32746,31584,48010,29891,23906,39393,20497,26578,17341,18857,32869,36818,24087,20679,25207,34159,28431,24459,18826,18951,10755,8353,4814,9125,5398,2620,2777,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他流动资产(万元),7745,5243,8219,3922,10940,10580,8975,13249,11423,17145,16061,21380,17649,18902,13287,8006,5966,5589,599,2168,3080,2095,2000,2000,2150,2000,2000,2000,2000,2000,0,0,0,0,0,0,
流动资产合计(万元),295586,302387,295500,286834,264787,261272,231360,231445,231001,208723,221378,248514,231574,231484,240156,221105,212767,218739,254802,234404,252271,248774,260240,270999,265526,249796,250514,248629,263627,256337,254326,258796,65414,78812,31800,22105,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
可供出售金融资产(万元),424,424,424,424,424,424,80,80,--,80,80,80,80,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
长期股权投资(万元),24431,24522,27843,22187,22207,22260,21565,21695,20974,21035,20578,7768,7750,7892,13154,13200,12951,12932,12780,12642,8327,8426,7233,7377,7377,7483,7670,5146,4571,3466,3496,3498,3499,3499,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
固定资产原值(万元),--,283080,--,250556,--,254023,--,247349,--,244376,--,256413,--,95692,--,67949,--,67685,--,55953,--,56117,--,40819,--,35917,--,26409,--,25535,0,15973,0,8689,8176,0,
累计折旧(万元),--,77400,--,61736,--,52389,--,43777,--,34886,--,26785,--,19411,--,16974,--,14265,--,12288,--,10355,--,7972,--,6291,--,4703,--,3691,0,2561,0,2000,1273,0,
固定资产净值(万元),--,205680,--,188820,--,201634,--,203572,--,209490,--,229628,--,76281,--,50975,--,53419,--,43665,--,45762,--,32847,--,29626,--,21706,--,21844,0,13413,0,6689,6902,0,
固定资产减值准备(万元),--,1487,--,--,--,9017,--,456,--,456,--,226,--,226,--,226,--,226,--,--,--,--,--,--,--,--,--,--,--,42,0,42,0,42,42,0,
固定资产(万元),199248,204194,215468,188639,188301,192616,198533,203116,204886,209033,205255,229402,233043,76056,50138,50749,52055,53194,42712,43665,44515,45762,31985,32847,23944,29626,25882,21706,21728,21802,13236,13370,6791,6647,6860,2202,
在建工程(万元),11024,12781,9128,3576,4345,3350,679,7840,10018,8957,10101,8017,8087,173811,118946,91629,60852,63010,59621,47680,38858,35554,29207,25084,30608,26173,29470,23885,5613,6401,5233,4551,6419,5567,307,3861,
工程物资(万元),19903,19999,734,753,196,196,22,200,182,209,534,489,1549,605,2851,15093,11940,2101,--,--,--,--,5,--,1424,--,--,2379,2279,1351,685,727,52,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
无形资产(万元),38777,39194,29546,28493,32420,28788,27875,28193,28412,28629,25637,25853,26069,23408,20209,20332,20455,20577,14777,14161,14244,14309,12385,12508,12528,12651,12435,10196,10244,10270,8216,8262,8264,8316,363,380,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
商誉(万元),7788,7788,8485,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,128,128,128,128,128,128,128,128,128,128,128,128,128,128,
长期待摊费用(万元),10924,12000,14851,15389,15926,16462,17166,17705,18243,18782,19321,6,7,8,--,--,--,--,11,22,33,44,61,66,77,88,--,--,88,--,0,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
递延所得税资产(万元),3819,3896,2840,2844,2863,2943,368,368,357,368,2317,2318,2285,2368,2609,2571,2651,2651,2564,2564,2587,2595,1919,1919,1937,1940,1153,1142,1124,1173,1024,974,1062,1062,237,51,
其他非流动资产(万元),2921,2963,14876,2531,3903,3901,2694,2713,2781,2703,1763,3146,3696,3859,26275,31782,39413,20258,4798,5319,4830,4459,5350,5350,4800,5350,--,--,--,--,0,0,0,0,0,0,
非流动资产合计(万元),319260,327761,324195,264836,270587,270941,268982,281908,285852,289797,285587,277078,282568,288087,234182,225356,200316,174722,137262,126053,113394,111150,88274,85278,82824,83440,76738,64581,45775,44590,32018,31511,26214,25218,7894,6622,
资产总计(万元),614846,630147,619695,551670,535373,532213,500341,513353,516853,498520,506965,525592,514142,519571,474338,446461,413084,393462,392065,360457,365666,359923,348514,356277,348350,333235,327252,313210,309402,300928,286344,290307,91628,104030,39694,28727,
短期借款(万元),124475,100021,70716,73361,85682,66323,48282,56096,61474,38926,46222,39487,36772,45956,28856,40800,52528,33700,54700,30000,39000,34200,37200,50660,42115,30263,21200,10200,--,--,540,4706,32633,35653,10540,9300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
交易性金融负债(万元),--,14,4,126,--,77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付票据(万元),48807,50893,60976,30913,15982,13832,6101,8950,13133,10214,7708,11438,7526,21426,27525,15293,12018,10818,590,128,2005,--,--,--,598,598,--,--,6050,4300,2000,4000,4000,8000,0,1650,
应付账款(万元),36606,76035,60658,48965,52475,68624,46141,59035,50555,58695,47334,59748,49713,59417,22607,18997,12425,15170,9338,9254,6748,8421,2734,7356,4778,4638,3574,7204,8810,8401,6005,6679,3109,2967,3214,0,
预收账款(万元),4957,6342,15166,11092,9741,7925,13351,9283,9734,5505,9079,6231,11275,3665,3715,3232,3650,3218,4354,2809,2201,2962,4593,2219,2779,1597,1378,1195,2889,803,936,640,357,468,139,1944,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付职工薪酬(万元),1633,2729,131,223,706,1248,238,536,784,1328,117,154,443,852,167,105,477,727,16,19,25,425,3,4,3,287,1,-1,1,302,2,29,173,174,84,38,
应交税费(万元),1719,3324,3410,1511,1323,3378,434,557,248,238,544,630,640,868,906,1648,214,1004,2422,1203,778,968,317,-277,-677,-752,-115,-419,351,1678,789,1318,551,1219,709,500,
应付利息(万元),348,348,378,392,411,493,740,470,391,410,448,395,485,187,73,224,55,74,--,57,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8301,--,--,--,--,--,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
其他应付款(万元),16384,12750,22195,15277,6547,8968,5678,4186,6188,6781,4275,4663,4611,3677,1452,1828,1507,2182,6316,5829,6359,5750,1200,1109,1582,839,1026,1660,1469,1632,2041,1944,2458,2480,323,756,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,
