报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),5430,8077,11619,12209,11277,14563,18607,15807,21499,33436,19726,23954,19330,22163,25010,23051,24301,24006,26576,28022,33105,31772,32177,1182,3771,3047,4294,2991,1167,323,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,26,--,582,582,481,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3176,2994,3509,2418,3504,3892,1693,2711,179,669,1102,1788,1748,3354,2091,1056,4061,7180,3417,1212,1215,2132,3042,2779,5370,3395,1636,1558,803,250,
应收账款(万元),13948,15035,31236,22092,25717,24413,26384,29161,27209,23209,23476,17939,19014,17754,20243,20517,19538,17698,24057,25281,23901,21305,18899,17679,11314,5645,4854,3922,2729,2489,
预付款项(万元),388,1437,2372,1798,2624,1458,5964,6553,5338,1113,1817,1265,449,480,1151,2132,2041,2163,3560,2000,1406,1050,1543,2295,643,160,1852,276,256,114,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,50,128,231,141,220,130,141,117,34,421,276,216,66,360,139,139,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2132,1694,3289,2492,1124,2267,2743,2935,3145,990,2162,1631,939,518,1221,759,685,267,413,446,993,335,328,180,59,458,1132,230,835,864,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),15507,16034,29045,14223,14519,14579,12120,11969,11937,10837,8870,5797,6711,6193,7306,8944,8507,8590,8209,8573,6892,7605,4299,3746,2922,6246,2890,3274,1319,796,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),7105,7162,1391,2617,1395,3019,1494,1742,1378,911,14,2043,--,309,186,197,235,340,--,--,--,700,--,--,--,161,59,69,--,--,
流动资产合计(万元),47687,52433,82461,57849,60186,64190,69635,71589,71397,71307,57388,54549,48331,50887,57243,57077,59645,60461,66299,65894,67652,65038,60288,27862,24080,19112,16717,12320,7110,4835,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),1402,1652,1899,2141,2381,2616,2847,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2093,156,200,3248,3218,3366,3441,3548,3731,3761,3549,3514,3117,3122,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1818,1827,1836,1845,1854,1863,1873,1882,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,28395,--,27431,--,29001,--,25675,--,25015,--,22325,--,20288,--,17282,--,15547,--,10020,--,9763,--,--,7906,7754,--,--,--,--,
累计折旧(万元),--,7012,--,6432,--,6363,--,5659,--,4969,--,4458,--,3896,--,3484,--,2959,--,2555,--,2157,--,--,1496,845,--,--,--,--,
固定资产净值(万元),--,21383,--,21000,--,22639,--,20016,--,20045,--,17867,--,16392,--,13798,--,12588,--,7465,--,7605,--,--,6410,6909,--,--,--,--,
固定资产减值准备(万元),--,64,--,79,--,79,--,79,--,79,--,80,--,--,--,0,--,0,--,0,--,0,--,--,0,0,--,--,--,--,
固定资产(万元),21271,21319,20857,20920,22042,22560,19694,19937,19904,19966,17586,17787,18057,16392,13630,13797,12448,12587,8402,7464,7585,7605,6401,6107,6410,6909,6863,1042,1021,979,
在建工程(万元),7907,6924,7446,6377,5080,4366,7266,6031,7529,7463,8883,8085,6586,7732,8473,7535,7758,7441,5819,6412,5400,4898,4628,4485,3145,1506,619,3918,991,81,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4597,5752,4982,5042,4658,4623,3908,3952,3998,4046,4094,4142,3878,3916,3955,1978,2010,2041,2074,2105,2137,2169,1620,1649,1707,1822,1851,1937,847,937,
开发支出(万元),1324,1193,1794,1479,991,654,993,741,660,660,696,749,647,626,474,417,191,191,191,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,828,8403,828,828,828,828,828,828,828,828,828,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),204,186,326,210,202,2,3,5,7,8,12,11,--,1,3,4,6,7,8,10,--,1,3,4,7,--,--,--,34,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),672,757,494,411,510,422,502,501,338,417,295,292,61,64,62,62,55,55,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动资产(万元),8958,8747,5300,5350,5300,5640,--,--,--,--,785,785,2878,785,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),50247,49340,53537,47852,47063,46940,41356,37424,36994,37150,36727,36194,35224,32640,26596,23792,22467,22323,16495,15992,15122,14673,12652,12245,11269,10237,9334,6897,2892,1996,
资产总计(万元),97934,101773,135998,105701,107249,111130,110991,109013,108392,108457,94115,90742,83555,83527,83838,80870,82112,82784,82793,81885,82774,79711,72940,40107,35348,29349,26050,19217,10002,6831,
短期借款(万元),11900,13900,19350,14300,16835,19261,17000,16000,14000,14000,14000,14000,13000,13000,13000,13500,14500,14500,15500,14000,14000,12500,9000,14034,10997,7067,4690,1698,1500,1400,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),884,613,1340,1032,61,61,988,1588,1876,1469,1431,728,50,135,135,--,--,--,--,--,--,--,--,--,--,--,--,617,--,162,
应付账款(万元),2804,2441,18823,4169,3832,4774,5519,3753,4282,4583,6233,4102,3375,3015,1605,1896,2271,3012,1025,1715,1156,1117,1477,1242,1176,1913,1246,440,495,204,
预收账款(万元),17,414,7989,24,45,20,58,45,47,68,55,116,29,70,5150,67,22,43,21,6,3,106,1,1,1,2,18,1,1,1,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),281,458,420,178,163,281,219,305,210,218,176,235,62,76,73,69,61,67,75,67,60,55,51,50,206,156,174,77,45,33,
应交税费(万元),332,66,530,12,-616,121,133,82,251,336,483,574,325,304,118,95,68,72,231,189,1202,780,636,957,2056,70,549,50,7,72,
应付利息(万元),4,24,--,--,--,17,--,--,--,--,--,--,--,--,--,--,--,1,--,10,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),122,122,127,127,132,140,140,1227,80,80,80,80,80,80,80,1509,549,557,621,909,--,--,--,--,--,--,--,132,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),920,702,1217,925,622,735,855,454,786,1938,1024,1479,711,1519,200,188,225,240,531,550,379,293,225,255,330,261,573,489,349,243,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),700,700,6,31,180,241,244,269,269,269,258,283,233,233,--,--,--,--,--,--,--,--,--,--,--,4000,2000,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),17964,19440,49803,20798,21254,25649,25156,23725,21800,22960,23740,21598,17865,18433,20361,17323,17696,18491,18004,17445,16800,14851,11389,16539,14766,13469,9250,3505,2397,2115,
长期借款(万元),3985,3985,900,900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,4000,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,57,115,172,228,292,345,397,447,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,42,42,42,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),601,604,225,213,107,264,179,194,209,224,132,147,162,178,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,8,6,17,--,--,
其他非流动负债(万元),--,--,--,--,41,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),4586,4589,1125,1113,148,264,236,309,381,452,424,492,559,625,0,42,42,42,0,--,0,0,0,--,0,8,2006,4017,--,--,
负债合计(万元),22549,24029,50928,21911,21402,25913,25391,24034,22182,23412,24164,22090,18425,19058,20361,17365,17738,18533,18004,17445,16800,14851,11389,16539,14766,13477,11256,7521,2397,2115,
实收资本(或股本)(万元),44130,44130,44130,44130,44130,44130,44130,44130,44130,44130,12480,12480,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,7200,7200,7200,7200,7200,4931,4000,
资本公积(万元),24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,37874,37874,38834,38834,38834,38834,38834,38834,38834,38834,38834,38834,38901,3864,3864,3864,3864,3864,559,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2260,2260,2272,2260,2279,2260,2156,2156,2156,2156,2095,2095,1888,1888,1779,1779,1779,1779,1567,1567,1567,1567,1088,1088,1088,504,36,36,204,64,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),1742,2123,7629,7599,9583,9026,9415,9337,10484,9364,12615,11560,12649,12005,11159,11189,12060,11943,12666,12298,13851,12813,11961,11416,8431,4304,3696,597,1912,653,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),72801,73182,78701,78657,80660,80085,80369,80292,81439,80319,65064,64008,62971,62327,61372,61402,62273,62156,62667,62299,63853,62814,61551,23568,20583,15872,14795,11696,7605,4717,
少数股东权益(万元),2584,4562,6369,5132,5187,5132,5230,4687,4771,4726,4886,4644,2160,2142,2105,2104,2102,2095,2123,2141,2121,2046,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),75384,77744,85070,83790,85847,85217,85599,84979,86210,85045,69950,68652,65131,64469,63477,63505,64374,64251,64790,64440,65974,64860,61551,23568,20583,15872,14795,11696,7605,4717,
负债和所有者权益(或股东权益)总计(万元),97934,101773,135998,105701,107249,111130,110991,109013,108392,108457,94115,90742,83555,83527,83838,80870,82112,82784,82793,81885,82774,79711,72940,40107,35348,29349,26050,19217,10002,6831,		
  
