报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),174957,101768,104214,204653,212476,200499,202652,216413,243195,56003,18091,18763,19094,25480,17126,21069,16894,20476,17442,25331,14704,17567,11740,14648,6607,18816,36333,49543,43434,47280,54917,63902,13299,16732,19743,13243,7310,1879,
结算备付金(万元),92092,164490,296572,330232,1037621,332587,377516,353375,581356,466945,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),34371,37312,39893,39259,28735,54329,63342,35729,22383,9911,16485,17271,19001,23464,23611,25422,28242,27587,33294,36438,48159,49763,30098,25016,25279,22728,18630,12045,12279,9996,2996,3639,5720,4044,1442,1852,1362,3596,
应收账款(万元),92652,109045,122662,113993,96916,81034,76486,69394,72449,80101,52058,51521,44376,42436,53914,47633,45074,48432,49887,52361,54940,52674,58633,43811,40136,45228,42684,31035,27348,28207,25589,21442,13845,16647,17125,10490,8331,4728,
预付款项(万元),28807,36768,31063,28824,24603,22744,14865,19711,23497,20047,10212,10397,8021,13803,12127,14507,15903,26564,26802,25546,24412,32808,27135,33192,27540,23321,18816,19566,13520,18612,25218,22007,13729,15405,12615,4492,1481,4123,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),71,--,788,49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,103,550,431,536,--,--,0,0,0,0,0,
应收股利(万元),--,--,2,2,2,--,--,8000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),--,6862,4108,4501,2706,3071,3859,13086,2722,10786,9842,2186,3296,6564,1640,1212,305,1769,1875,801,1305,1891,1038,824,414,821,641,686,490,3059,111,79,54,2368,149,477,155,169,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),65019,59828,60710,61405,54459,54124,51150,60287,55349,37367,35036,38474,39383,41408,46669,54275,50551,51445,57549,66650,64415,59987,64626,75266,64444,58542,58811,38510,40914,39193,42114,39819,34834,33471,30514,19188,18890,8419,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),39549,115661,124223,24806,34060,21358,25639,35375,15396,17663,1722,1365,1662,968,719,1168,1260,736,768,1138,1066,1031,1476,1731,1130,438,708,572,1266,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),538895,631733,784236,807724,1491577,769747,815508,811371,1016348,698822,143445,139977,134833,161264,155805,165287,158230,177008,187617,208265,209001,215720,194744,194489,165550,169894,176624,152059,139800,146777,151481,150888,81480,88667,81589,49743,37529,22913,
