报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),96759,123708,86985,118025,80543,84557,58626,70351,60783,57824,55115,56983,37267,45573,24217,21455,22457,16682,17421,22851,21059,29006,26905,35567,27816,29431,19882,18026,20194,18593,11292,9689,13567,18715,17498,20493,21583,23571,19254,17686,17586,23702,20192,36044,32556,36029,34568,32491,36581,32165,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
交易性金融资产(万元),15010,100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,184,29,38,129,182,82,76,284,208,--,208,400,--,--,--,--,2000,2000,--,--,--,--,--,--,--,--,0,--,--,20,--,--,--,--,0,--,0,8,8,--,--,--,--,--,--,--,--,0,--,
应收账款(万元),--,87757,81558,69828,65582,57761,59021,46813,51357,38246,32559,29502,24566,27490,32170,31179,26376,25939,34445,23851,17420,18647,25912,9710,12472,23521,26125,18886,20005,14583,14603,5435,5376,8975,11625,5624,8896,5225,14315,9799,10053,7656,12020,7659,11136,10402,20383,11702,9383,7183,
预付款项(万元),81317,40008,72436,47062,43509,28567,43430,36533,33336,18515,31919,25602,23031,12883,13459,10157,10307,8342,5795,4916,7388,5913,23100,9178,26179,4253,7230,20781,18000,10618,19369,20530,22644,6322,13223,10617,15222,8898,7613,6561,6097,6282,13923,9885,8695,7473,6062,4837,4093,4170,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收利息(万元),--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,400,--,--,--,400,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
其他应收款(万元),--,10766,19592,16292,11317,7079,13130,8202,9447,4214,2930,2814,2945,2304,2293,1108,1281,917,1194,723,796,5081,4737,1002,1223,657,1255,1044,856,1049,816,857,1995,511,3558,3466,747,336,534,945,986,507,763,889,3296,3034,3464,1291,1135,1274,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
存货(万元),101850,93221,107432,100517,92867,75553,83785,75356,46737,32902,35310,33242,33771,25301,32986,21820,21840,15358,24445,28137,32033,26525,28384,39525,28172,28234,35496,37236,28760,29348,21945,25308,26322,29690,24941,31528,24030,24133,27614,22216,14868,14090,13381,13529,14326,9941,10206,11282,7315,7531,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,9,6,9,12,--,--,--,--,--,--,0,--,
其他流动资产(万元),5165,5414,5788,6338,5064,4784,3993,4863,3975,6571,6339,5722,7529,6542,7794,2707,2302,590,--,--,--,--,--,--,--,--,--,0,--,--,32,32,2,--,18,0,--,0,0,0,8,--,140,139,15,--,60,--,0,--,
流动资产合计(万元),414230,361158,373819,358100,299011,258482,262067,242592,205919,158480,164172,154472,129544,120093,112919,88426,84563,69828,85299,80477,78697,85171,109038,94982,95862,86095,89988,95973,87815,74190,68077,61850,69907,64213,70862,71728,70477,62163,69348,57222,49608,52250,60420,68145,70024,66879,74745,61604,58507,52324,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
可供出售金融资产(万元),--,15800,13478,16258,14880,16398,14698,15498,13853,12733,10873,11033,10773,10773,5200,5200,5200,5200,5200,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
长期股权投资(万元),40915,39416,38496,32328,22332,7605,7297,7432,26521,25892,24429,23715,23944,23564,22805,22381,19996,26539,19188,24027,20702,5477,5440,5440,5440,5320,5200,5200,5499,5499,5499,5499,5499,5499,5499,5499,9205,9521,9569,9722,9455,9455,10546,4468,4137,4137,5204,8653,3908,3620,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
