报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),23082,3530,2884,4467,2243,1160,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),2549,2907,2119,2046,1364,991,
应收账款(万元),9917,9243,6506,6459,5617,5180,
预付款项(万元),218,190,260,171,125,237,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),504,417,408,388,4349,4724,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),14339,14156,13611,11277,11807,9274,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),413,365,402,14,45,88,
流动资产合计(万元),51023,30808,26191,24820,25549,21654,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,5,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,33151,29255,--,--,--,
累计折旧(万元),--,10153,8988,--,--,--,
固定资产净值(万元),--,22998,20267,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),23524,22998,20267,19144,17946,17819,
在建工程(万元),1030,373,1541,579,614,700,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),3366,3386,3426,3502,3582,3662,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),231,227,214,169,123,117,
其他非流动资产(万元),742,653,879,159,352,75,
非流动资产合计(万元),28894,27637,26328,23553,22623,22374,
资产总计(万元),79916,58445,52519,48374,48172,44028,
短期借款(万元),13350,13820,13820,17180,12310,10310,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),904,1677,--,--,484,563,
应付账款(万元),9343,9417,8303,6075,5925,7525,
预收账款(万元),719,857,799,617,700,707,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1092,989,981,758,775,865,
应交税费(万元),469,405,207,443,860,623,
应付利息(万元),16,17,19,26,28,25,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),2008,844,820,337,892,617,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,1500,250,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),27900,28025,24950,25436,23473,21486,
长期借款(万元),--,--,--,--,1350,2850,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),227,236,252,286,272,143,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),227,236,252,286,1622,2993,
负债合计(万元),28127,28261,25202,25722,25095,24478,
实收资本(或股本)(万元),8000,6000,6000,6000,494,494,
资本公积(万元),32321,14438,14438,14438,10935,10935,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),716,716,716,239,247,247,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),10740,9021,6153,1955,11365,7825,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),51777,30175,27307,22631,23038,19502,
少数股东权益(万元),11,10,10,21,39,48,
所有者权益(或股东权益)合计(万元),51789,30185,27317,22652,23077,19549,
负债和所有者权益(或股东权益)总计(万元),79916,58445,52519,48374,48172,44028,		
  
