报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),7575,5752,9093,10713,9407,10322,2793,2701,3540,3587,4520,4080,2668,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),5351,4597,4025,4317,4581,4823,2926,4484,3710,4269,2862,3180,3069,
应收账款(万元),15562,14090,13857,12187,11932,12260,12194,11378,11755,10701,10551,9720,10838,
预付款项(万元),529,442,491,425,327,377,70,542,511,264,335,274,238,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),49,58,69,40,56,53,198,188,295,253,273,254,186,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6613,6837,8399,7982,6308,5918,6242,5797,5449,6500,5735,5024,5797,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),15300,15609,13000,13000,13000,13000,--,2,25,120,126,77,4,
流动资产合计(万元),50980,47385,48934,48664,45610,46753,24423,25092,25285,25694,24401,22609,22800,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),2765,2795,2824,2853,2882,2911,2940,2970,2999,3086,3203,3083,3190,
固定资产原值(万元),--,25068,--,18264,--,18220,--,14720,14412,14124,13676,12495,6790,
累计折旧(万元),--,6357,--,5846,--,5541,--,5127,4970,4495,3882,3503,2998,
固定资产净值(万元),--,18711,--,12418,--,12679,--,9593,9442,9628,9793,8993,3793,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),19843,18711,18629,12418,12527,12679,12572,9593,9442,9628,9793,8993,3793,
在建工程(万元),868,1815,1584,4837,4570,3997,4007,5444,4107,1313,169,650,3346,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3167,3190,3214,3237,3273,3322,3370,3419,3469,3618,3773,3944,4133,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),461,419,431,406,385,390,442,428,387,376,325,285,289,
其他非流动资产(万元),1455,1436,1521,1797,2201,2257,280,295,247,155,--,--,--,
非流动资产合计(万元),28560,28367,28203,25548,25839,25556,23611,22148,20652,18177,17264,16954,14752,
资产总计(万元),79540,75752,77136,74212,71449,72308,48035,47240,45937,43871,41665,39563,37552,
短期借款(万元),--,--,--,--,--,--,1760,1000,3100,2800,2700,3500,5251,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
