报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),35751,32416,30403,33696,49662,48848,48838,51427,77689,45765,80915,88356,25939,27927,18672,20187,11919,9715,11919,13091,15935,13532,11011,13263,18500,26874,30404,36785,55813,7845,8463,4375,2230,790,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),7255,13022,7940,3835,1688,2136,4680,7462,7910,9311,7348,6684,3590,3474,1877,1490,1003,389,230,1200,1775,207,393,677,489,424,78,457,301,356,157,0,0,--,
应收账款(万元),66640,54749,74067,63446,52076,41846,61035,46697,37702,31159,38601,33309,32050,27002,31378,25425,13372,13888,11588,13400,15909,17565,18605,21328,18448,16678,17423,17164,14891,12818,9358,8074,1693,1122,
预付款项(万元),1883,2098,2923,2435,4057,1292,1888,2226,2458,3399,1552,755,3274,1150,2255,2325,1587,1529,1737,2294,2407,2474,2779,1746,2030,1378,7695,5216,6148,1818,1751,1130,2317,338,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,64,95,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,2085,1910,935,1104,686,1402,4775,3908,810,1038,2893,1262,531,451,318,324,305,1565,475,323,656,584,608,261,330,120,42,280,245,183,4,743,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),35006,34516,38803,37940,44364,39269,39964,37697,36740,39170,49352,45243,45662,44279,42246,42901,27209,27567,32260,26473,21675,21179,26164,22860,19104,17978,13595,11701,6128,4953,4899,6337,1340,951,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),2585,2748,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1639,2351,1566,2913,6493,32502,41098,34764,519,38055,830,837,601,951,893,1320,1430,2036,3152,1218,794,1691,1445,1067,990,1523,--,--,--,--,--,--,--,--,
流动资产合计(万元),152779,144651,157787,146176,159274,166998,198189,181675,167793,170766,179409,176221,114010,106046,97852,94099,56839,55448,61192,59240,58969,56972,61053,61526,60233,65212,69525,71444,83322,28069,24873,20099,7584,3943,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),6416,6735,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4900,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),21891,22036,22294,22628,22808,23331,59242,59868,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,163082,--,169958,--,170095,--,122268,--,183219,--,150684,--,146861,--,127593,--,102362,--,82941,--,63111,--,54305,--,44994,--,33695,--,22388,19492,18545,--,--,
累计折旧(万元),--,53030,--,52896,--,47661,--,40084,--,40622,--,35041,--,29646,--,24340,--,16911,--,12823,--,9811,--,7165,--,4973,--,3593,--,2649,1888,1204,--,--,
固定资产净值(万元),--,110052,--,117062,--,122434,--,82184,--,142596,--,115644,--,117215,--,103253,--,85451,--,70118,--,53299,--,47141,--,40021,--,30103,--,19738,17604,17340,--,--,
固定资产减值准备(万元),--,5481,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),--,104571,114197,117062,119822,122434,80183,82184,139622,142596,113237,115644,115585,117215,102338,103253,85283,85451,82142,70118,57065,53299,50621,47141,40856,40021,35113,30103,20448,19738,17604,17340,2493,1788,
在建工程(万元),--,7399,7862,6999,6104,2858,8329,7432,9453,8084,36130,34895,31761,31158,44320,38726,27601,23289,16791,12834,13836,10141,7063,716,276,--,--,--,--,0,--,0,1379,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10756,10953,11138,11329,11367,11718,12032,12380,12734,13078,12165,11201,10469,10752,10873,11177,4705,4754,4561,4565,4594,4577,4260,4260,4268,1704,1713,1726,1695,1699,1710,1706,1739,1722,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),38341,38341,38341,38341,38341,38341,38341,38341,38341,38341,38341,38341,38341,38341,38341,38341,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1912,1885,579,514,556,625,350,266,241,280,280,272,268,278,249,179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),9785,9772,6053,5376,4950,4772,5059,4892,4665,4359,1552,1371,1295,1226,1088,879,426,426,251,185,231,278,140,140,111,106,96,93,76,64,46,39,53,6,
其他非流动资产(万元),3072,3100,15818,15358,10208,9450,680,1853,1968,1867,2529,4509,3509,2684,2669,6353,5125,4664,8684,5805,5573,5779,10749,8056,6363,5072,--,--,--,--,--,--,--,--,
非流动资产合计(万元),202507,204792,216283,217607,214157,213530,204217,207217,207024,208606,204235,206234,201227,201654,199878,198909,123141,118584,112430,93506,81299,74075,72928,60313,51874,46902,36922,31921,22219,21501,19360,19086,5663,3516,
资产总计(万元),355285,349443,374070,363783,373432,380528,402406,388892,374817,379372,383644,382455,315237,307700,297731,293008,179980,174032,173622,152747,140268,131046,133980,121838,112106,112115,106447,103365,105541,49570,44232,39186,13247,7459,
