报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),35463,35098,21075,25766,24985,30360,29535,29942,32560,16997,19894,19801,21186,12892,11783,14233,21558,22750,23863,26676,29311,31316,33897,26078,26221,26660,28727,29478,27866,30050,34505,25528,33187,28557,27755,30814,33331,30221,27440,36176,31676,29617,26287,27727,27405,25778,22153,18102,12472,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
交易性金融资产(万元),585,581,1039,1038,986,1153,1158,1288,446,22,23,24,33,1804,3563,3858,24,18,16,316,21,18,18,20,19,18,21,32,31,32,566,192,52,654,626,242,22,19,133,119,125,142,206,287,1681,170,134,62,135,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收票据(万元),12155,12367,8394,7525,5569,5441,4941,2355,3854,4504,5846,5250,7138,6005,4318,2498,4032,2814,3576,1294,2237,1144,1374,1573,1252,3840,4853,3226,7126,5473,3958,3644,4128,3285,2202,1944,1938,1650,880,567,1543,998,1070,1289,1842,1377,640,553,273,
应收账款(万元),90008,76074,69454,64789,60859,57439,53545,47685,45581,7094,7154,7673,4478,6659,6168,5982,4449,6468,5425,5628,3084,5293,5701,4618,4559,6115,5729,4493,2673,5111,5998,4464,3860,5819,5469,4464,2378,5113,4531,4190,4207,5438,5232,4459,3905,4875,6126,5173,8375,
预付款项(万元),21773,19079,22900,20274,15607,16060,12365,13929,9073,2400,1745,2766,1396,2049,1932,2928,2036,3866,2869,3835,1964,5005,3802,6240,2457,4830,3230,5933,3455,16974,17432,19456,11695,6242,7096,9891,5099,7297,7199,2755,1735,2444,3596,1113,894,1403,5944,678,307,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
应收股利(万元),2290,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,
其他应收款(万元),--,1571,5430,768,1180,774,1028,1383,3496,786,316,285,288,771,475,572,517,1157,1309,1641,1520,1996,2763,4653,4860,5907,6218,4350,5460,7349,10068,10350,14153,12500,1234,5886,789,936,1460,1448,556,736,2822,2482,1321,1956,2614,2865,4866,
