报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),94441,46341,32652,29955,28958,48458,35548,39227,68789,54477,49100,67093,94620,95756,25346,25117,15390,21576,21372,22263,28915,22427,32220,26700,28044,27509,31895,3495,3634,3488,1504,9701,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),2254,--,--,--,--,13,--,32,112,112,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),13315,15117,10331,6413,10792,20282,12728,7947,4404,4981,6482,4568,7947,7480,5111,5967,5930,7543,4337,4019,3564,6064,4156,5250,5308,5521,3617,1667,1866,1369,640,78,
应收账款(万元),30875,35111,40295,38737,43841,30067,25758,29525,29674,24224,19000,16480,11708,11195,11429,10867,11571,12344,6394,6750,7114,6311,7163,8194,7676,7383,7428,6692,6752,4414,3887,1890,
预付款项(万元),6423,5006,5903,6574,2670,5337,11393,10358,9018,6557,7140,6032,3248,2905,2835,2459,2655,1993,662,851,1245,3703,4923,3922,3985,2841,4420,4990,3650,3623,2633,1799,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,311,231,168,127,441,422,297,136,--,--,--,--,--,--,
应收股利(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,3211,4400,4237,4894,2794,3391,2885,3407,2451,6998,5336,2201,1344,2543,829,2603,3034,284,350,545,498,523,642,948,854,687,1114,1082,1106,1064,1674,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),20605,22514,29660,32800,33111,33359,27987,18856,13463,10589,10915,9352,4918,4479,5115,5132,4815,5220,2507,2572,3317,3565,3509,3770,4015,4858,5387,4784,4957,4938,2935,1635,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),8040,8794,5818,7206,7618,6409,4906,4195,3898,3202,--,--,--,1135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),14406,8294,14810,14567,14727,8678,20947,15762,3448,6699,5485,7569,1016,1164,649,579,373,470,853,700,800,812,32,33,34,291,37,37,37,48,195,36,
流动资产合计(万元),199628,144386,143869,140491,146612,155397,142658,128788,136213,113294,105120,116430,125659,125457,53029,50950,43336,52205,36720,37736,45669,43506,52968,48934,50308,49392,53471,22779,21978,18986,12858,16812,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,2254,2254,2354,2254,2254,2147,2147,2147,2147,750,750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),19066,17578,21078,20193,20441,21234,19298,15639,13575,8642,7182,1072,1125,2579,3898,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2016,1688,2627,2384,1729,1711,1250,1037,670,756,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,50,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1289,1301,1313,1324,1336,1348,1359,1371,1342,1394,1364,1351,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,111422,--,108827,--,93549,--,90336,--,75989,--,57000,--,48499,--,48436,--,45534,--,42809,--,39985,--,39009,--,34347,--,32171,--,31370,16307,--,
累计折旧(万元),--,38054,--,37800,--,29695,--,27344,--,25009,--,19899,--,14778,--,14108,--,12651,--,10182,--,8680,--,7656,--,6123,--,4476,--,2957,854,--,
固定资产净值(万元),--,73368,--,71027,--,63854,--,62992,--,50980,--,37101,--,33721,--,34327,--,32883,--,32627,--,31305,--,31353,--,28224,--,27695,--,28413,15453,--,
固定资产减值准备(万元),--,447,--,936,--,936,--,210,--,210,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
