报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),8110,17286,2193,2131,1610,2566,1574,5362,1290,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),1588,1413,698,773,1257,822,1050,2023,307,
应收账款(万元),7154,7915,6808,8244,5620,5148,5642,5149,3502,
预付款项(万元),27,7,216,155,145,151,167,190,177,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),88,74,62,37,533,189,188,890,553,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),5912,4890,4832,5004,3058,3268,3572,3744,2888,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6006,6,60,71,38,1,3000,--,--,
流动资产合计(万元),28885,31590,14870,16415,12261,12146,15194,17359,8718,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,27097,--,27089,19454,--,--,--,--,
累计折旧(万元),--,7530,--,7011,5927,--,--,--,--,
固定资产净值(万元),--,19567,--,20078,13526,--,--,--,--,
固定资产减值准备(万元),--,61,--,61,61,--,--,--,--,
固定资产(万元),20319,19507,19766,20017,13466,13654,13872,12705,12293,
在建工程(万元),1113,1116,1096,631,5406,5040,4439,481,86,
工程物资(万元),--,--,--,--,--,--,--,--,34,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),2603,2528,2563,2599,2322,2979,2994,3065,2070,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),618,528,527,398,437,487,545,470,412,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),300,202,214,201,114,98,83,76,73,
其他非流动资产(万元),--,41,41,20,167,49,--,--,--,
非流动资产合计(万元),24953,23922,24207,23867,21912,22308,21933,16799,14968,
资产总计(万元),53838,55512,39077,40282,34172,34454,37128,34158,23686,
