报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),32844,38157,35390,28806,23393,30209,31954,27182,3219,7448,6723,8400,6569,14544,11574,15067,14043,13701,4285,7348,4405,3190,3473,3496,8095,2438,4677,26662,23290,26416,21939,42951,46303,34840,35054,48605,51417,42985,23652,10294,8359,36650,37765,22470,21609,40183,42175,48051,47853,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
交易性金融资产(万元),502,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
应收票据(万元),9417,6848,4338,7786,10898,6127,5302,8189,21125,17175,23166,18872,15949,11506,13847,13929,12799,8876,12509,14857,16217,9211,8075,9904,9672,4900,7215,7481,7929,9045,14192,14731,14450,131,2008,1581,1235,1244,1749,987,848,1469,1458,6820,7661,1417,4764,497,1026,
应收账款(万元),896,1143,1310,1137,561,1330,1241,2489,2715,5461,5777,6764,5695,5822,5641,4466,4022,4019,3281,2656,3003,1795,1757,2551,1548,3458,4284,1287,818,1098,775,745,2072,13820,12894,16416,16405,23393,58225,57432,57862,51413,51608,40630,41326,27834,24972,26162,19306,
预付款项(万元),6615,1427,1065,1602,1653,135,980,1135,1643,1446,1233,2622,3481,3933,4099,2738,2955,5811,5181,5447,3333,2893,4118,5163,4650,4610,5075,12638,11341,7176,9409,9910,11397,13166,9834,16612,15005,7243,6338,6287,6003,14554,17904,18691,18762,13163,20381,12342,12382,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
其他应收款(万元),--,1676,1592,1495,1412,1613,1631,1611,1700,1698,1661,1596,1571,1736,1642,1629,1613,1251,4547,1742,1798,1505,1550,1655,1644,4281,2535,1651,1643,1320,1700,289,1875,505,717,785,555,1847,534,28011,28289,1105,1192,2746,2618,1566,1546,2447,1835,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,--,--,--,0,0,0,0,0,--,0,
