报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),405911,455038,424788,409410,467654,380331,353152,288972,205264,329140,120126,76128,24306,11324,30569,5951,5079,6043,6188,6506,9571,20906,45767,56830,115357,60034,108170,117729,150008,249287,13607,28835,17701,12036,8937,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,356,1186,--,--,--,--,316,316,0,433,0,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应收票据(万元),246721,278750,351910,295220,298436,307159,305655,214957,78898,109249,4350,480,--,--,--,--,--,--,31,131,1259,1030,--,--,--,30,--,--,--,--,0,0,0,--,--,
应收账款(万元),720243,759716,614429,661079,672154,645336,737338,656935,739029,549541,525327,389235,317566,186331,113722,38195,147747,147361,210409,205641,214035,214021,334235,258598,263448,221080,203503,192597,99243,64994,43193,24511,27840,7404,3529,
预付款项(万元),37829,28671,68009,64829,51482,48600,10637,14636,31789,29680,6675,6347,37,535,2453,8350,11284,12908,31785,40173,33168,35970,52849,52668,68433,48688,96870,74196,93582,31783,52740,23351,12391,4429,10917,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
