报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),29799,39578,29289,35552,27515,25045,18223,19117,20288,30593,22261,26889,29077,8267,4407,6765,9112,7103,8291,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),9096,7637,6144,4546,5444,4871,4065,4041,4128,6893,3852,4598,4853,5380,3624,2824,3665,4059,3534,
应收账款(万元),42602,45584,42523,43049,37817,37108,31537,34209,29452,28251,19231,18651,14877,14406,15357,15453,11851,11112,9799,
预付款项(万元),8310,5128,7128,3397,3886,3119,2232,1721,2613,2109,3496,2331,2248,1372,2750,1496,1283,299,2191,
应收保费(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),3865,3710,4709,3903,4881,2840,2511,2515,1790,1194,1129,851,1051,432,448,442,473,265,265,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),40447,34937,33554,27002,27313,22512,22045,22086,23557,23544,12879,10096,11807,10314,9905,7904,6607,8214,8323,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),608,541,156,145,256,264,99,305,415,195,113,61,--,260,261,243,243,257,121,
流动资产合计(万元),134727,137115,123503,117594,107112,95759,80713,83994,82242,92778,62962,63478,63913,40432,36751,35127,33233,31308,32524,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2640,2640,2640,2640,2640,2640,2640,2640,2640,2640,70,70,--,--,--,--,--,--,--,
持有至到期投资(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),6615,6607,1271,1271,--,--,--,--,--,--,406,406,406,406,812,812,812,--,--,
长期股权投资(万元),5882,4967,4876,4777,4710,3710,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,45616,--,42572,--,42257,--,37191,--,29493,--,15313,--,15056,14307,11872,4814,--,--,
累计折旧(万元),--,13103,--,11851,--,10601,--,8946,--,7733,--,3029,--,2499,2185,1957,1658,--,--,
固定资产净值(万元),--,32513,--,30721,--,31656,--,28245,--,21760,--,12284,--,12557,12122,9915,3155,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),32434,32513,30818,30721,31280,31656,29330,28245,27381,21760,12647,12284,12354,12557,12122,9915,3155,3085,2368,
在建工程(万元),4756,4584,2676,2874,2519,2490,67,67,67,2306,1257,1026,1029,932,976,2333,6112,1990,294,
工程物资(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),51463,52024,52337,52905,53478,54048,11127,11232,11305,11435,5902,5939,5976,6005,6041,6040,6210,6419,1522,
开发支出(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),15004,14988,14988,14988,14988,14988,11169,11169,10151,10151,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2366,2298,2338,2452,1787,1571,221,175,189,111,28,30,32,45,50,67,54,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2731,3239,2604,2500,2287,2408,1830,1780,1640,1783,1126,1084,781,869,772,694,686,607,439,
其他非流动资产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),123891,123862,114548,115127,113690,113510,56385,55308,53374,50186,21435,20838,20578,20814,20774,19863,17030,12102,4622,
资产总计(万元),258617,260977,238050,232721,220801,209269,137098,139302,135616,142964,84397,84316,84491,61246,57524,54990,50263,43410,37146,
短期借款(万元),30900,29000,21000,21009,19509,11009,--,130,1000,1000,1000,3000,3000,3000,3000,1000,1000,1000,200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),6774,9323,7997,5687,7006,4762,2809,5015,5303,5248,5137,3638,4760,5599,2857,4445,2774,1352,--,
