报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),339744,274982,186620,150329,189921,189780,167741,241739,220979,146275,163247,142272,141394,246267,271337,306278,182574,230984,180142,207582,162560,199466,191358,202303,158316,182371,190052,182807,185123,194049,229629,171097,180881,211378,54268,83593,127948,143033,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融资产(万元),659,613,576,385,523,771,422,615,375,--,--,--,139,139,--,4,--,5,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应收票据(万元),90509,84996,79144,61408,75773,73486,66119,65032,59170,43580,39299,51970,51081,44093,34619,52978,34374,25240,33419,45308,36211,39355,23646,52027,33862,33989,30303,46579,41389,53503,48521,33262,28588,30930,19187,25171,39689,27814,
应收账款(万元),36859,31076,23154,13963,21709,28133,23350,17354,25944,28106,28059,23423,23798,18123,37468,16896,27417,18098,30002,12797,19246,18438,28055,5202,20601,10958,16102,6609,9185,11100,10820,6414,6175,9040,8447,6537,11764,9651,
预付款项(万元),45647,52178,37113,38857,33917,36364,43004,27300,34954,32106,32851,45744,48698,39615,55899,33973,61352,53373,58936,50615,87765,76954,56125,55868,53656,58553,66037,48507,70402,63034,43286,36088,31110,29979,43731,41366,28613,22778,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,9,9,9,9,9,9,9,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,2,0,--,0,0,--,
其他应收款(万元),34654,22299,28667,18796,22493,19999,21083,16134,14853,12180,52532,45752,55485,46898,45335,46777,9776,8840,8124,9202,8312,7921,7102,5726,9870,8504,7200,6860,8634,9186,18493,8656,19039,9315,12129,9796,5165,18104,
