报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
货币资金(万元),4349,6526,5770,6061,9743,17195,4329,4577,9368,3754,4570,7863,3627,7881,8828,5079,3126,7049,3922,4551,9016,13707,14970,18231,20056,26463,22992,24819,24386,8267,9912,7541,9715,7176,6871,2547,2920,8911,6561,14182,14734,17158,2723,3659,3366,5315,1130,
结算备付金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
拆出资金(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收票据(万元),811,2445,928,1362,627,578,937,981,644,71,1292,874,1112,990,678,317,52,94,289,243,175,103,141,0,0,166,--,7,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收账款(万元),6267,5937,6372,6182,5754,5475,15724,18358,16099,14657,11679,13075,10805,9352,9480,9680,6983,4137,6896,6368,7435,6842,7258,8602,6792,5197,4979,4006,3823,3581,6610,8406,6378,5404,4233,4490,3930,3624,4263,3549,4226,2850,4572,3521,2858,2589,2796,
预付款项(万元),323,19,139,1203,17,17,45,71,232,228,437,660,528,526,2335,1429,932,855,2591,357,3214,309,2796,2815,8808,7447,5810,12641,546,598,420,1482,1000,1255,1000,1000,1175,736,772,565,4150,303,529,161,118,36,3,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,61,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,61,0,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
其他应收款(万元),126,169,99,179,151,78,6340,6026,7568,7202,258,519,239,277,217,518,712,960,130,154,23,118,128,91,53,8,94,318,232,138,139,3,11,3,27,698,695,0,4511,4,75,0,50,5,38,11,15,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
存货(万元),5510,4818,4941,5653,5167,5415,9922,9913,10777,8766,20690,18791,18455,16472,20090,17077,14727,14788,13367,12573,12727,12229,11637,10363,9764,8163,10008,8701,9758,8564,7282,6960,6508,5587,5944,5663,5825,5430,6349,4837,4044,3728,3899,4087,3144,2280,2466,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,131,--,--,0,8,--,21,--,47,59,83,--,--,--,19,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
其他流动资产(万元),1418,1333,4768,716,526,459,7665,7358,7120,6863,10588,10310,10673,10946,--,0,--,--,0,0,8,--,70,13,135,--,15,10,10,--,2,61,13,0,--,1500,3000,--,--,--,--,0,0,--,0,0,0,
流动资产合计(万元),18805,21248,23017,21487,21986,29217,44962,47294,51809,41562,49514,52137,45498,46527,41628,34100,26533,27902,27196,24246,32599,33308,37060,40115,45609,47445,43896,50501,38755,21149,24364,24453,23625,19424,18076,15897,17544,18701,22456,23137,27289,24038,11773,11434,9524,10231,6410,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
可供出售金融资产(万元),500,500,500,500,500,500,500,500,500,500,500,500,500,500,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,0,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
长期股权投资(万元),230,230,307,688,675,675,4139,4139,4138,4135,4127,4143,4142,4141,4632,4630,4416,4807,4599,4442,4328,4307,3429,3443,3274,3265,3218,1864,9804,1751,1410,1376,1352,1318,1300,300,60,--,--,--,--,0,0,--,530,310,310,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
投资性房地产(万元),--,--,2436,2459,2504,2504,0,--,--,3176,171,148,171,151,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
固定资产原值(万元),--,68292,--,62169,--,66015,--,131612,--,129673,--,146146,--,138218,--,119308,--,109476,--,68555,--,61196,--,57696,--,47522,--,45088,--,42443,--,39463,--,34897,--,29797,--,21291,--,19707,--,19885,--,19312,18568,--,--,
累计折旧(万元),--,38251,--,31588,--,34790,--,47990,--,44712,--,43035,--,38332,--,35360,--,31450,--,23950,--,21496,--,18926,--,17083,--,15131,--,13274,--,11848,--,10233,--,8800,--,7842,--,7221,--,6579,--,5771,4980,--,--,
固定资产净值(万元),--,30040,--,30581,--,31225,--,83622,--,84962,--,103111,--,99886,--,83948,--,78026,--,44605,--,39700,--,38769,--,30439,--,29959,--,29169,--,27615,--,24664,--,20997,--,13449,--,12486,--,13306,--,13507,13588,--,--,
固定资产减值准备(万元),--,2971,--,2983,--,2983,--,7475,--,8029,--,2059,--,2059,--,1839,--,1839,--,22,--,22,--,22,--,23,--,23,--,23,--,25,--,25,--,25,--,25,--,28,--,34,--,34,34,--,--,
固定资产(万元),26150,27069,27662,27598,24729,28241,74143,76147,74428,76932,92158,101051,97275,97827,85649,82109,80375,76187,45132,44583,37332,39678,37677,38747,29558,30416,27578,29936,28273,29146,28031,27590,27272,24639,23963,20973,13109,13424,12147,12457,12870,13272,13104,13507,13554,10515,9299,
在建工程(万元),4935,4979,567,753,2191,406,3756,3106,7000,5597,11624,9715,13008,13712,21833,24900,24352,27426,30634,28343,30967,27182,18757,14068,20608,17607,21456,8214,7979,54,37,0,--,0,282,282,7715,7205,7266,8262,3013,43,0,--,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,27,0,0,--,128,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
无形资产(万元),2713,2737,4141,4173,4205,4237,5565,5598,5643,5690,7492,7562,8419,7701,7881,7956,7674,7988,6754,9352,9442,9382,8972,9046,2310,2342,860,565,588,610,633,648,678,701,723,746,769,791,814,836,859,882,905,929,975,1069,456,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
长期待摊费用(万元),495,467,--,--,107,--,0,1,390,382,517,438,402,404,352,383,310,237,323,378,412,402,189,284,298,313,86,91,91,91,--,0,--,0,--,0,7,19,30,41,52,63,75,86,108,116,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
递延所得税资产(万元),--,--,--,--,--,--,--,--,--,--,35,76,37,37,350,350,378,368,176,167,190,181,176,176,176,178,168,167,168,167,207,207,207,207,166,166,53,53,68,68,68,68,104,104,70,81,109,
其他非流动资产(万元),1482,1091,1198,201,201,254,32,32,30,433,679,835,2365,534,373,1311,251,380,1580,828,153,2385,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
非流动资产合计(万元),36506,37073,36811,36372,35111,36816,88136,89524,92130,96844,117302,124469,126319,125007,121071,121639,117757,117393,89197,88093,82824,83518,69200,65764,56225,54119,53366,40838,46903,31819,30318,29821,29509,26865,26435,22466,21713,21492,20324,21665,16889,14329,14187,14625,15365,12091,10173,
资产总计(万元),55311,58321,59828,57859,57096,66033,133098,136818,143940,138406,166816,176606,171817,171535,162699,155739,144290,145295,116393,112339,115423,116826,106260,105878,101834,101564,97262,91338,85658,52968,54682,54274,53134,46289,44510,38363,39257,40192,42780,44802,44178,38367,25960,26060,24889,22322,16584,
短期借款(万元),--,--,--,--,--,4183,16883,17883,23683,21970,34200,34200,34800,26600,23556,31151,27298,24521,17605,17221,19637,16040,13421,16495,15563,14438,20772,18033,6609,5404,6416,8246,9738,8874,9926,7498,3813,4852,5485,9258,7634,3714,1352,908,937,3638,4950,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,0,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付票据(万元),9,1182,1182,--,--,--,3000,5500,9280,2960,3046,3942,1949,1438,4141,6083,2883,2804,2654,704,796,796,960,960,477,749,272,--,631,631,427,654,763,536,393,499,681,501,1119,782,507,1448,1717,1061,893,1550,816,
应付账款(万元),9414,10552,6800,8682,4855,6398,13308,13413,15001,13458,13164,21126,21092,19902,16360,18429,16577,16536,8494,6468,8236,13122,8574,7622,6701,6863,8644,5598,9663,7218,6480,7355,10070,5967,4091,5274,3797,3820,5414,4345,5349,3462,3279,3580,3583,2538,2164,
预收账款(万元),47,45,109,76,111,104,425,56,126,139,98,58,91,113,46,49,33,30,91,72,20,20,51,4,2,5,2,156,116,62,59,37,14,18,--,0,0,5,0,--,861,0,0,1,0,0,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付职工薪酬(万元),69,61,14,-51,-123,34,231,277,157,253,307,466,210,416,194,144,210,291,54,78,92,80,61,61,80,63,80,39,--,42,46,31,-74,39,38,31,8,28,33,47,28,22,8,19,102,352,292,
应交税费(万元),129,100,211,107,249,273,-102,75,165,142,149,149,145,172,-8783,-8126,-7751,-7334,-3544,-3347,-2587,-2491,-1960,-2074,-1829,-1871,-1587,-1319,-1819,-1174,-137,-30,-66,-571,-427,39,-214,57,193,112,-60,-45,112,102,249,127,48,
应付利息(万元),--,1,1,1,1,22,86,93,110,110,95,119,139,139,90,112,174,138,106,108,108,130,170,144,115,81,50,46,47,25,24,89,45,41,23,3,12,28,38,27,15,24,20,18,19,13,10,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,0,0,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,782,0,0,17,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,--,0,0,0,
