报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),46878,60247,38238,43340,52084,55054,41940,46652,123518,44981,70755,57254,120204,28591,35264,49146,43974,42032,40847,40550,64722,74994,71361,75506,84387,22902,13184,9845,11209,3891,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),17927,15929,20272,21479,13326,18087,11730,11787,6698,9795,9772,5624,9111,4082,3481,6740,4368,6423,4189,4224,5547,7114,5489,3535,4389,5003,3883,4130,3623,1834,
应收账款(万元),50607,71395,33011,33151,35569,40496,26330,25254,23047,39681,22694,21314,19878,29638,21062,21265,18774,31280,20492,23586,18000,14858,16047,15273,16580,15077,11483,15250,10825,6575,
预付款项(万元),24128,20850,22170,22751,28265,14356,27562,26009,24076,14746,15422,14243,11650,8750,19385,10202,6437,5338,8218,9826,3855,3714,3809,3290,4840,5316,6212,7414,1440,2989,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,1,--,--,--,3,--,--,--,1,4,1,--,1,--,5,168,121,87,49,103,2,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1724,1449,1835,1932,1002,881,1517,1695,1433,921,2730,1452,2167,1158,2305,878,1915,660,1612,1450,1135,490,1694,663,1010,556,605,730,2002,794,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
