报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),61422,61311,56089,54687,72736,81889,72952,72983,78311,81054,79163,83633,112179,109973,107505,107070,105242,108023,107671,108294,111530,113607,110125,110748,113962,114466,112973,112648,113364,4897,4071,3572,3561,3356,7767,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,0,--,0,--,0,--,0,0,0,--,0,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),1648,2930,1810,1607,1414,888,1217,1884,695,900,821,1086,878,915,1272,1446,937,937,1220,1261,1098,832,915,1315,1215,1388,918,953,759,500,278,286,588,336,10,
应收账款(万元),22660,24207,23003,17002,14649,14637,10714,9831,9075,8701,7475,7226,4565,3720,4596,4282,5028,4232,4823,3878,5079,4265,4513,3758,3937,3237,3673,3291,3389,2547,2052,1766,1436,736,2430,
预付款项(万元),8361,6634,11328,7328,5439,4380,4883,4880,4494,3766,3161,2257,1255,1021,953,1000,1408,1811,3304,2787,1897,911,2027,1495,2328,1511,1717,1893,2236,1637,2080,1864,1980,1567,338,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),258,3554,3534,3141,3211,4195,3757,3112,2856,2120,1826,1052,983,3643,3349,2521,2250,1968,1227,704,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收股利(万元),--,0,--,0,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),2769,1926,2759,1442,1814,1243,1243,1020,836,798,893,702,350,426,482,375,407,323,407,412,297,272,313,255,182,177,204,200,200,176,313,187,161,116,1410,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),31886,29608,29641,26498,26523,25848,26119,24396,22327,20604,20579,19197,18184,18254,18908,19154,19079,19332,19112,18522,17062,16875,17265,16038,15799,15793,15507,14646,13286,12670,12269,11188,8417,5012,2167,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,0,--,0,--,0,--,0,0,0,0,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),3502,4157,3022,2311,6967,6604,22000,22079,20009,20317,20000,21000,--,0,--,0,--,0,--,2,73,173,285,214,132,202,366,225,131,199,212,146,111,43,6,
流动资产合计(万元),132508,134327,131187,114018,132753,139684,142885,140184,138603,138261,133918,136153,138393,137952,137065,135848,134351,136626,137764,135861,137036,136935,135442,133822,137555,136774,135358,133857,133365,22625,21275,19010,16253,11165,14129,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),10225,10225,7625,7625,5625,5625,5625,5525,5125,4625,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,0,--,0,--,0,--,0,0,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),146,146,1744,146,146,146,146,146,--,--,4625,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),2292,2320,2347,2375,2403,2431,2458,2486,2514,2542,2569,2597,2634,2652,2680,2708,2736,2763,2791,2819,2847,2874,2894,2922,3302,3302,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,29751,--,24793,--,24320,--,19233,--,19034,--,18815,--,18405,--,18271,--,17590,--,15422,--,14005,--,14113,--,13386,--,15461,--,15121,0,5298,4460,0,0,
累计折旧(万元),--,9884,--,8685,--,7819,--,6224,--,5644,--,5112,--,4454,--,3970,--,3321,--,2795,--,2399,--,2068,--,1927,--,1589,--,1153,0,746,561,0,0,
固定资产净值(万元),--,19867,--,16108,--,16501,--,13009,--,13390,--,13704,--,13951,--,14301,--,14269,--,12628,--,11606,--,12045,--,11459,--,13872,--,13968,0,4552,3898,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),19869,19867,17166,16108,16287,16501,12730,13009,13178,13390,13440,13704,13834,13951,14037,14301,14551,14269,12880,12628,11408,11606,11816,12045,11579,11459,13773,13872,13954,13968,4576,4552,3898,3736,3831,
在建工程(万元),1522,1406,655,461,466,334,453,348,355,214,461,351,352,308,--,0,--,0,19,--,777,692,467,47,9,--,1137,779,621,--,8470,7316,6624,2495,52,
工程物资(万元),--,--,--,0,--,--,--,0,0,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,0,--,0,--,0,0,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
