报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),12543,26805,35187,39152,44844,42059,49312,36174,23075,18537,24268,51935,25744,63826,45063,81215,88319,138413,54688,79796,87109,80474,79809,114454,93336,96389,82297,108508,111422,103146,108444,123302,158636,11243,15412,10721,7075,17721,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),61448,60650,63938,69470,110835,82088,24424,31697,48797,52918,51450,41866,55449,64448,46677,37241,52126,75469,78859,51779,58225,61065,45936,13663,30368,32771,24124,13988,17242,29907,17515,3921,3760,17389,6710,5671,12551,9824,
应收账款(万元),81952,81047,70898,64971,51934,55311,67782,53126,59571,61325,57932,53357,53718,47323,48581,45726,38199,31468,29960,24114,15967,22697,25847,27300,22028,24645,21949,14635,12424,19004,15679,15578,10274,9717,10041,8676,16586,15022,
预付款项(万元),4802,13428,10398,5573,10930,17310,18852,21978,9769,5928,9943,10473,3884,6452,11172,9713,9789,10353,8981,13212,23756,15285,10676,28121,11759,14582,12135,15230,19385,9141,12317,19988,10082,9447,4054,6039,2595,3836,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),395,--,163,309,163,246,266,562,446,709,952,426,538,1032,928,903,346,36,90,186,154,95,101,374,19,1557,1342,885,371,981,441,--,--,0,0,0,0,0,
应收股利(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),--,570,215,135,138,195,222,238,241,211,237,185,187,187,264,210,181,112,87,55,38,119,104,128,57,116,72,172,172,158,187,106,96,122,87,97,68,2271,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),52469,46987,50962,56016,48184,65982,84848,66520,39125,36079,38322,45297,46445,41316,49982,46945,37638,29590,34201,65955,54418,46168,63992,76739,51548,38580,50703,50403,31190,17974,27880,27833,24361,13999,19206,25378,12840,13313,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,0,0,
