报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),667,1381,4625,1961,3727,4067,2021,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),1225,623,189,505,5,646,250,
应收账款(万元),7491,5322,3000,4889,2110,2415,1159,
预付款项(万元),103,116,108,131,145,266,228,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),329,332,108,130,386,65,72,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),5260,5167,5043,5412,5562,5692,4660,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),75,64,0,1700,36,28,--,
流动资产合计(万元),20194,17890,17888,19512,11971,13180,8390,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,155,155,155,155,155,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,19618,18675,--,--,--,--,
累计折旧(万元),--,1581,1116,--,--,--,--,
固定资产净值(万元),--,18037,17560,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),17876,18037,17560,13933,10040,2211,2169,
在建工程(万元),673,569,313,2383,6267,6930,4222,
工程物资(万元),7,8,8,8,11,278,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),4046,4016,4011,2928,6517,6646,6148,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),376,376,358,306,284,235,44,
其他非流动资产(万元),58,58,48,--,18,46,213,
非流动资产合计(万元),23036,23063,22451,19714,23292,16501,12952,
资产总计(万元),43230,40953,40340,39226,35263,29681,21341,
短期借款(万元),--,--,--,1000,4700,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),3215,3393,3598,2832,4428,2670,3088,
预收账款(万元),2553,1956,2318,2049,3235,3002,2171,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),866,609,1053,705,738,495,29,
应交税费(万元),368,319,635,1196,1452,1429,1009,
应付利息(万元),--,--,--,1,3,1616,1339,
应付股利(万元),2158,2158,--,600,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),349,305,298,333,487,7954,3630,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),9508,8740,7903,8716,15043,17166,11265,
长期借款(万元),--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),9719,9719,9719,9283,900,900,1304,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),1842,1610,1294,788,793,604,--,
递延所得税负债(万元),--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),11562,11329,11014,10071,1693,1504,1304,
负债合计(万元),21070,20069,18916,18787,16736,18670,12569,
实收资本(或股本)(万元),6000,6000,6000,6000,6000,3303,3303,
资本公积(万元),7793,7793,7793,7793,7793,--,--,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),754,720,625,606,552,435,301,
盈余公积(万元),823,823,823,495,495,704,492,
