报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),29248,12823,17434,12177,24844,3714,3248,3780,5511,6332,5324,5868,1378,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2245,2898,1809,2504,1869,2572,2278,3693,4368,2529,2458,3744,2140,
应收账款(万元),25259,21949,13671,13529,14513,14304,13590,12025,11049,12168,13423,9475,8464,
预付款项(万元),1310,736,330,216,149,399,464,252,245,779,1306,275,72,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,48,--,82,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),768,728,349,301,447,372,588,560,526,449,42,40,90,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),9161,7099,5233,5014,4644,4314,4523,4624,4474,4429,4603,3491,3997,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),48,12050,7000,12000,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),68040,58330,45824,45824,46468,25675,24692,24934,26174,26686,27156,22893,16141,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,9671,--,8572,--,8442,8431,8388,--,--,--,--,--,
累计折旧(万元),--,2337,--,2093,--,1830,1692,1554,--,--,--,--,--,
固定资产净值(万元),--,7334,--,6480,--,6612,6738,6834,--,--,--,--,--,
固定资产减值准备(万元),--,39,--,39,--,39,39,39,--,--,--,--,--,
固定资产(万元),7272,7295,6415,6441,6523,6573,6700,6795,2813,2840,3041,2574,2392,
在建工程(万元),8285,8286,3767,3588,830,351,211,144,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
