报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),105047,147362,159335,167925,8841,32988,45473,56208,58274,42201,35574,21869,113988,9472,11487,12436,11180,10363,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),122215,112426,116868,134803,50874,28631,18426,17582,13630,15838,15883,15471,7996,6379,13981,4888,3715,2053,
应收账款(万元),135404,131717,84784,88992,119980,114551,82617,70304,67197,67845,56499,59036,55116,51697,45877,48187,34436,27834,
预付款项(万元),8912,8665,4159,4072,4336,4334,3503,2356,2381,3451,1535,1736,2265,2610,3279,2513,2339,1319,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,1580,248,--,--,--,--,390,263,--,--,--,--,--,--,--,--,
应收股利(万元),--,1450,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2310,3192,3057,2209,2247,2861,3544,2221,1100,1936,2572,2445,1295,2334,1710,2494,1039,2410,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
