报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),16015,10727,33887,3068,2628,2272,1715,1834,4815,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),710,562,1269,1047,208,1394,1305,310,463,
应收账款(万元),3605,3450,2923,2828,3955,2638,1941,1955,1334,
预付款项(万元),2351,999,856,822,422,664,545,222,91,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),50,45,38,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),13134,94,85,426,366,352,84,205,99,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),6870,5638,5479,5318,4780,4632,4518,4048,4313,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),22566,23386,306,95,355,36,1138,127,382,
流动资产合计(万元),65300,44900,44843,13603,12715,11988,11245,8700,11497,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,4288,5515,3654,--,
固定资产原值(万元),--,45894,--,45613,42795,38894,--,--,--,
累计折旧(万元),--,16995,--,15597,14264,12777,--,--,--,
固定资产净值(万元),--,28899,--,30015,28531,26117,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),28309,28899,29461,30015,28531,26117,16189,17940,12557,
在建工程(万元),760,762,294,58,2289,1405,8469,--,3486,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),5739,5776,5814,5851,5925,4734,4504,4657,623,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),57,--,--,--,--,--,--,--,--,
长期待摊费用(万元),73,76,79,81,86,91,76,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),227,226,188,183,190,198,179,162,129,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),35166,35740,35835,36189,37022,36834,34932,26415,16795,
资产总计(万元),100466,80639,80678,49792,49737,48822,46177,35115,28292,
短期借款(万元),8950,--,--,4000,8500,9000,13700,9800,4800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,600,600,--,--,--,--,--,
应付账款(万元),2779,2259,2202,2884,2509,3020,3403,3059,2313,
预收账款(万元),1905,1373,1399,1175,1194,889,1267,1070,1192,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1105,924,683,1185,853,1335,1289,892,730,
应交税费(万元),289,410,208,517,425,983,543,281,337,
应付利息(万元),16,--,--,9,13,15,24,15,14,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),330,108,102,94,67,287,109,128,104,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),15375,5074,5194,10464,13560,15528,20334,15245,9490,
长期借款(万元),8000,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),709,742,775,807,665,715,664,678,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,556,
非流动负债合计(万元),8709,742,775,807,665,715,664,678,556,
负债合计(万元),24084,5816,5969,11271,14225,16243,20998,15923,10047,
实收资本(或股本)(万元),12000,12000,12000,9000,9000,9000,9000,3000,3000,
资本公积(万元),32742,32742,32728,339,339,339,339,4342,4342,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),3272,3272,3272,3272,2649,2649,1946,1405,1029,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),28281,26809,26709,25909,23523,20590,13894,10444,9873,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),76296,74823,74709,38521,35512,32579,25179,19192,18245,
少数股东权益(万元),86,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),76382,74823,74709,38521,35512,32579,25179,19192,18245,
负债和所有者权益(或股东权益)总计(万元),100466,80639,80678,49792,49737,48822,46177,35115,28292,		
  
