报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),22379,23072,22067,22545,21695,22032,19975,22613,23174,25798,43917,21340,27981,11099,11858,19292,27641,31516,32475,45549,50510,54780,53288,63917,68461,70381,70908,73120,77472,82759,5295,5234,5076,4360,62,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应收账款(万元),1777,864,1762,1069,1185,1023,2430,1444,1496,787,5020,3852,2591,3726,8884,9565,7580,5893,9611,8524,7405,6583,8745,8560,9047,7841,8531,8566,6751,6096,4698,4627,4025,2984,2953,
预付款项(万元),287,388,1084,603,630,990,895,961,865,1074,830,493,1407,662,673,1892,937,593,1959,814,1872,1896,2286,1753,1648,3946,965,894,2240,1501,1366,1738,1850,1731,1863,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应收利息(万元),80,14,67,13,78,15,21,27,25,3,159,341,103,347,60,293,161,16,435,375,182,221,1174,832,453,100,1224,889,586,237,0,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他应收款(万元),175,111,202,177,194,116,379,328,212,127,169,165,858,140,141,229,286,113,133,362,154,88,142,333,326,350,378,376,256,147,401,322,187,91,22,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
存货(万元),2584,3220,3477,3649,3302,2472,2956,2720,3873,3360,3732,4465,5781,5712,6521,5586,6090,5691,4988,5888,6202,7289,8187,7099,6137,5816,5682,6202,5805,3727,3970,3828,3490,1818,2096,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他流动资产(万元),74,206,43,180,277,67,172,50,39,1060,1101,24144,16077,32973,28020,20048,15089,15170,10060,2,215,317,345,54,84,12,5,11,94,8,145,232,228,147,--,
流动资产合计(万元),27355,27876,28702,28236,27362,26715,26827,28141,29684,32209,54928,54800,54799,54657,56157,56904,57782,58992,59660,61514,66541,71175,74166,82547,86155,88445,87691,90057,93203,94475,15876,15982,14856,11132,6996,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
可供出售金融资产(万元),18908,18908,18908,18908,18908,18908,18908,18908,18908,18908,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
投资性房地产(万元),14252,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
固定资产原值(万元),--,70197,--,70402,--,69506,--,66656,--,64831,--,48918,--,48767,--,42505,--,42187,--,21145,--,19276,--,16070,--,14156,--,12923,--,8347,0,7906,7611,--,--,
累计折旧(万元),--,16271,--,15011,--,13383,--,12183,--,10615,--,9259,--,7947,--,6744,--,5510,--,4773,--,4070,--,3568,--,2980,--,2520,--,2155,0,1961,1663,--,--,
固定资产净值(万元),--,53926,--,55391,--,56123,--,54473,--,54216,--,39659,--,40819,--,35761,--,36677,--,16372,--,15206,--,12502,--,11176,--,10403,--,6192,0,5945,5949,--,--,
固定资产减值准备(万元),--,481,--,481,--,481,--,481,--,481,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
固定资产(万元),38453,53446,54258,54911,54867,55642,53327,53992,53044,53735,39726,39659,40224,40819,36031,35761,36140,36677,16124,16372,14830,15206,14942,12502,12666,11176,10952,10403,6410,6192,5828,5945,5949,5295,4294,
在建工程(万元),18088,16280,13226,13166,11714,9570,11681,9390,9733,6195,14217,13834,13014,12421,16868,17022,15346,12590,31241,28204,27405,21162,17949,14234,9834,7561,5602,2607,3322,3009,2679,1850,818,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,5,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
无形资产(万元),5375,5371,5393,5425,5460,5494,5529,5552,5598,5633,5697,2010,2051,2094,2137,2180,2147,2188,2229,2111,2138,2165,1944,1960,1958,1959,1929,1935,1924,1936,1947,1959,1980,1219,1098,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
长期待摊费用(万元),115,122,60,50,54,52,60,30,39,46,59,61,68,76,86,97,115,137,160,182,184,162,129,95,62,42,47,51,--,--,0,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延所得税资产(万元),195,210,202,183,89,86,104,90,103,87,77,61,43,63,133,148,125,66,86,71,61,55,71,71,76,65,114,114,90,82,39,38,32,24,35,
其他非流动资产(万元),1592,271,467,546,926,929,481,574,534,532,1059,4693,621,829,493,69,475,475,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
非流动资产合计(万元),96977,94607,92513,93189,92017,90681,90090,88536,87959,85136,60834,60319,56020,56302,55748,55276,54347,52134,49840,46940,44618,38751,35035,28862,24595,20803,18644,15110,11746,11224,10493,9792,8780,6538,5428,
资产总计(万元),124332,122483,121216,121425,119379,117396,116917,116678,117642,117345,115763,115119,110819,110959,111905,112180,112130,111126,109501,108453,111159,109926,109201,111409,110750,109248,106335,105167,104950,105699,26369,25774,23636,17669,12424,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1500,2000,2000,2000,2000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付账款(万元),2779,2227,2049,2844,2045,2046,1823,2305,3071,3464,2248,2334,1735,1635,2213,3180,2629,2720,1567,1515,2049,1886,1550,2705,1969,2870,1890,1586,1032,1682,1535,1988,2177,1186,2083,
预收账款(万元),982,1373,745,775,1470,892,414,444,1270,1811,615,878,1091,539,520,491,450,781,296,375,457,1017,367,632,302,132,359,339,299,42,144,16,144,177,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应付职工薪酬(万元),511,390,350,367,357,340,301,323,308,526,264,269,237,361,277,214,187,327,211,197,209,339,241,211,174,167,158,154,138,108,93,91,133,117,92,
应交税费(万元),978,446,713,558,452,269,748,523,524,203,1330,1394,1563,477,1163,1325,703,172,304,193,314,-33,243,890,366,307,498,467,305,340,138,429,562,703,2009,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,23,23,35,35,35,1756,--,--,--,--,--,--,0,--,--,1460,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他应付款(万元),121,38,32,19,16,28,28,64,81,80,29,34,32,57,54,35,41,69,250,16,121,30,220,74,82,6,0,2,--,13,0,--,--,--,100,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
流动负债合计(万元),5371,4474,3888,4564,4339,3575,3314,3660,5254,6083,4486,4910,4657,3069,4228,5245,4011,4069,2651,2319,3184,3274,2656,6269,2893,3482,2906,2548,1774,3685,3911,4523,5016,5644,4284,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期递延收益(万元),4274,4446,3715,3637,3009,2400,2400,2400,2400,2400,2400,2200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
非流动负债合计(万元),4274,4446,3715,3637,3009,2400,2400,2400,2400,2400,2400,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),9645,8919,7603,8201,7348,5975,5714,6060,7654,8483,6886,7110,4657,3069,4228,5245,4011,4069,2651,2319,3184,3274,2656,6269,2893,3482,2906,2548,1774,3685,3911,4523,5016,5644,4284,
实收资本(或股本)(万元),93563,93563,93563,93563,93563,93563,93563,66830,66830,66830,66830,66830,66953,28131,28131,28213,28213,28213,28213,28310,28310,28310,28310,28310,18874,18720,18720,18720,10400,10400,7800,7800,7800,7300,6500,
资本公积(万元),5495,5495,5495,5495,5495,5495,5495,32227,32227,32227,32227,32227,32281,60412,60412,60609,60609,60609,60609,60845,60845,60845,61038,60942,70282,69648,69648,69648,77968,77968,2959,2959,2959,384,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,279,--,--,--,334,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
盈余公积(万元),4448,4448,4231,4231,4231,4231,3907,3907,3907,3907,3511,3511,3511,3511,3147,3147,3147,3147,2796,2796,2796,2796,2314,2314,2314,2314,1731,1731,1731,1731,1153,1153,1153,582,166,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
未分配利润(万元),11181,10057,10324,9936,8742,8133,8239,7653,7023,5898,6307,5440,3418,15836,15987,15244,16150,15088,15232,14516,16023,14700,14883,13574,16387,15084,13330,12520,13077,11915,10546,9339,6708,3760,1474,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
归属于母公司股东权益合计(万元),114687,113563,113612,113225,112031,111422,111204,110618,109988,108862,108876,108009,106162,107891,107677,106935,108119,107057,106850,106134,107975,106652,106545,105140,107857,105767,103430,102619,103176,102014,22458,21251,18620,12026,8140,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
所有者权益(或股东权益)合计(万元),114687,113563,113612,113225,112031,111422,111204,110618,109988,108862,108876,108009,106162,107891,107677,106935,108119,107057,106850,106134,107975,106652,106545,105140,107857,105767,103430,102619,103176,102014,22458,21251,18620,12026,8140,
负债和所有者权益(或股东权益)总计(万元),124332,122483,121216,121425,119379,117396,116917,116678,117642,117345,115763,115119,110819,110959,111905,112180,112130,111126,109501,108453,111159,109926,109201,111409,110750,109248,106335,105167,104950,105699,26369,25774,23636,17669,12424,		
  
