报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),44183,44782,40242,58289,57821,66693,64873,75326,67510,66299,93166,115332,75661,101872,85650,71622,58499,72609,78115,59210,117725,118751,119259,122628,145152,174199,54048,36090,50542,37696,17323,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),12631,11519,13729,17463,18280,17272,15630,12333,9954,8693,9004,8439,6552,7877,10771,8637,2464,29,74,--,9,--,8,4,--,--,--,12,-99,-25,226,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2148,6552,5759,5015,5658,4983,5621,6835,3641,3144,7236,4725,3164,2675,4282,2791,1573,4748,2432,5295,7675,9157,8787,4807,5644,2108,10168,10529,4613,3489,173,
应收账款(万元),71320,78957,77396,69935,73473,66023,60882,64013,61952,34253,30379,34293,42586,44905,46038,45939,44244,48164,45748,44943,46980,48708,50985,38865,45429,46509,40945,44746,30862,24779,16998,
预付款项(万元),7267,2321,5360,2774,4869,3718,6462,3430,6865,48064,4713,2532,4866,5155,3231,3590,4674,7332,4469,6014,7849,4229,5838,2523,4100,4036,2845,3208,2748,3723,822,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
