报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),105880,78861,117521,106799,36190,20587,47150,43161,34578,31163,12249,35121,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),80,58,117,33,90,85,14,216,36,82,108,82,
预付款项(万元),7424,811,595,937,1028,1174,714,1316,1322,1317,425,502,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),282,266,360,356,430,409,389,121,129,221,165,73,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),30466,40199,99,445,108,783,669,1278,431,407,1046,497,
流动资产合计(万元),144133,120195,118693,108570,37845,23038,48937,46092,36496,33191,13993,36274,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),225449,229835,217337,219963,218415,222409,228013,172857,73720,81760,90474,72878,
固定资产原值(万元),--,62262,--,57638,--,55178,54922,--,--,--,--,--,
累计折旧(万元),--,26829,--,24191,--,21745,19062,--,--,--,--,--,
固定资产净值(万元),--,35432,--,33447,--,33433,35860,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),34153,35432,32561,33447,32293,33433,35860,25865,13931,17082,19296,16133,
在建工程(万元),7483,6987,22916,20754,20560,15182,3442,57765,119139,34244,6364,8510,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),99582,100327,101072,101796,102542,103287,104762,106250,107741,110649,113624,67286,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),60,35,23,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),545,692,797,945,971,1009,1155,1104,925,1125,848,489,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),367272,373308,374706,376905,374781,375320,373233,363840,315456,244860,230607,165297,
资产总计(万元),511405,493502,493398,485475,412626,398358,422170,409932,351952,278051,244599,201571,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),9153,13970,11018,17979,15745,17690,36694,27085,1125,6730,12164,11483,
预收账款(万元),30858,28968,26731,27678,27333,28635,31279,26670,23136,21967,21295,26944,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2528,2063,1585,2930,1001,949,2369,698,1750,1277,951,624,
应交税费(万元),8200,5916,7280,6459,7446,4484,5185,3141,3537,3251,3399,3280,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,131,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),48147,46944,46983,46393,47084,46209,42882,47268,52694,36737,26530,12939,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,1438,1888,6988,10488,9738,7488,13388,6416,
其他流动负债(万元),52,52,49,49,49,49,49,49,42,42,42,13,
流动负债合计(万元),98938,97915,93647,101489,100096,99905,125446,115529,92022,77493,77769,61698,
长期借款(万元),2000,2000,2000,2000,40028,40200,67344,90088,72082,45870,42558,49368,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),30,30,30,135,235,273,278,--,--,--,--,--,
长期递延收益(万元),698,711,728,740,752,765,789,814,843,742,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,784,250,
非流动负债合计(万元),2728,2741,2758,2875,41015,41238,68412,90902,72925,46612,43342,49618,
负债合计(万元),101666,100656,96405,104363,141111,141143,193857,206431,164946,124104,121110,111316,
实收资本(或股本)(万元),44000,44000,44000,44000,39600,39600,39600,39600,19800,19800,19800,19800,
资本公积(万元),103817,103817,103817,103817,11014,11014,11014,11014,30814,30814,30814,30814,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),13668,12727,11662,10829,10221,9485,7871,6422,5546,4374,3439,2193,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),248254,232303,237515,222466,210680,197117,169827,146465,130845,98958,69435,37448,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),409738,392847,396993,381112,271515,257216,228312,203501,187005,153946,123489,90255,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),409738,392847,396993,381112,271515,257216,228312,203501,187005,153946,123489,90255,
负债和所有者权益(或股东权益)总计(万元),511405,493502,493398,485475,412626,398358,422170,409932,351952,278051,244599,201571,		
  
