报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,
货币资金(万元),27286,54692,28256,48865,35728,59298,32424,62326,62941,87230,65989,46044,61824,45016,26187,26751,34268,26536,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,5050,--,44400,20800,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),577,1024,262,1075,--,426,929,305,814,776,937,482,274,288,289,301,289,377,
应收账款(万元),36952,30434,48879,39576,40750,44604,45125,34943,39032,34583,35515,20377,20260,16630,18877,19346,9651,13322,
预付款项(万元),10613,5886,6832,2987,6161,34131,28659,9612,54995,34888,34224,5418,18896,10653,9675,11337,12160,9715,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,30,188,816,--,--,--,--,--,1349,--,--,
其他应收款(万元),5219,7069,6880,10887,9958,19058,34862,13628,14762,15513,14278,15728,19649,31723,27151,21165,20282,18919,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),53821,48093,50169,40535,40610,40102,35993,30552,35909,32802,17094,21536,36221,33204,32178,29289,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,140,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,91,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,--,
其他流动资产(万元),9188,10138,8990,13006,38410,2980,14500,11544,29500,6280,--,34850,--,--,--,1,--,--,
流动资产合计(万元),143657,157335,150266,156932,171618,200599,192493,162939,238140,212888,173086,144434,201524,158313,114358,109539,104489,100947,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),127772,136643,137166,13681,13681,13681,13681,13681,13681,--,--,13681,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),27795,26309,25219,24314,22755,18307,18068,21566,18200,31879,31833,20298,31818,19662,18672,17682,12326,49600,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),13107,13073,13268,13463,13659,14215,126,--,--,--,--,--,--,--,--,--,--,--,
