报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),36859,40277,28283,42533,23674,41524,32094,43675,29800,40303,39535,61730,41687,57710,52496,53909,37833,54496,55568,57926,48330,47055,36787,53173,30338,36789,42918,64786,55020,70323,66089,74956,75420,73059,61306,69402,48561,46602,56958,55206,43996,52648,64717,68681,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,--,0,--,0,--,0,--,--,--,--,--,0,--,36,69,52,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收票据(万元),45,153,294,454,844,2393,2823,1698,2888,2051,6089,4701,3569,6970,12443,6199,3335,1890,5853,10137,3040,7584,5462,7774,9598,8373,9981,6437,4075,11108,10530,5686,13269,19822,19196,12232,15272,10487,13518,12403,4281,9408,6974,2423,
应收账款(万元),14637,11208,11004,13044,12034,12071,12232,9869,9739,9743,21600,5615,21055,18077,13273,8567,16149,14065,15667,12728,31437,29017,24548,26655,24134,28278,29760,30406,51255,53772,50146,44376,55232,59148,59903,48161,65522,63522,55856,51578,65986,63679,58153,46594,
预付款项(万元),3457,4276,4357,2730,3347,3311,3951,3166,3379,3951,5980,5212,1774,3460,3296,3239,4487,6299,12541,9108,15112,10528,11936,7277,13271,9870,12030,10825,7504,9139,6435,7715,9415,8626,10170,4379,9286,8297,9377,5053,9140,6709,7978,7944,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,5000,--,--,1978,1978,--,--,1678,1678,--,--,1031,1031,--,576,576,576,23,23,724,724,--,564,584,584,--,0,278,278,368,368,368,368,--,--,368,368,
其他应收款(万元),3008,633,961,1068,1166,1513,1887,2156,5388,4926,5092,6575,17548,7487,6771,7961,5471,7348,18678,21916,6332,10537,12866,10908,11503,15315,16738,11090,5935,5247,4304,6098,6250,5813,4550,5611,3663,3934,4013,2622,3771,3849,2734,3148,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
