报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),147550,92886,88574,95799,91699,92650,44571,29376,24688,29449,80942,15258,25840,14059,6549,18776,54847,24105,23295,48226,32372,33264,25528,41429,81794,90698,88212,85691,92853,89515,89540,90816,107811,105363,105834,102455,107827,110890,4759,4911,4963,4518,4969,
结算备付金(万元),0,0,0,0,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
拆出资金(万元),0,0,0,0,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
交易性金融资产(万元),0,0,0,0,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
衍生金融资产(万元),0,0,0,0,0,--,0,0,0,0,0,0,--,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收票据(万元),47125,44441,31892,42048,40125,47085,34778,34200,35866,43008,36612,36980,46926,50254,20408,24924,28983,29060,26535,21753,17525,23171,20487,20015,15228,15491,12603,13211,12535,12000,6729,8198,6429,7343,4719,4490,3207,3774,3481,3396,1817,923,200,
应收账款(万元),55843,47970,49202,52035,54193,36166,41161,51302,41799,32406,30619,27128,28106,25646,31645,35417,29790,27197,26197,26632,21350,18235,17768,14877,14187,11479,11139,9822,8801,8299,8401,7459,6160,5658,6942,6497,5454,5010,5812,6647,4584,3835,2696,
预付款项(万元),14994,21609,19623,16086,8155,10795,4759,5440,2395,2806,2990,3107,2271,1068,1479,939,1817,991,3497,4143,4722,4695,7557,5916,5093,4575,2922,1866,734,992,524,883,493,600,314,643,1226,214,150,86,74,783,884,
应收保费(万元),0,0,0,--,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收分保账款(万元),0,0,0,--,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收分保合同准备金(万元),0,0,0,--,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收利息(万元),0,0,--,--,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收股利(万元),0,0,--,--,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
其他应收款(万元),--,805,3019,3356,3187,2908,7186,195,163,206,261,550,721,333,402,1155,1275,1015,735,593,900,761,4282,168,114,89,167,153,115,31,124,109,78,37,102,58,15,53,36,45,8,32,113,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
买入返售金融资产(万元),0,0,0,0,0,--,0,0,0,0,0,0,--,--,--,0,0,--,0,0,0,--,0,0,0,0,0,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
