报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),36114,62538,44328,28343,36892,59260,49434,32800,45539,49358,48942,35413,17102,8956,42467,59764,54608,16234,15846,41218,60623,35051,44253,42247,35216,51369,36689,30735,28547,54768,34698,41424,47515,58060,32388,39516,34746,71041,27939,40422,32220,45740,58997,59542,21468,34058,41904,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,13,7,--,0,9,9,9,9,682,585,2462,350,150,200,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),12909,13250,11270,17826,16510,18340,17322,31742,29097,25640,11952,13919,19703,23319,63152,36403,39606,91833,110022,29358,30504,86173,89913,65596,86031,76744,80747,115138,41939,40479,82267,91336,15938,30576,64463,100647,44028,23530,74065,111784,38969,40227,29642,50301,18124,38407,25244,
应收账款(万元),255934,263178,273146,294247,257103,253765,270711,246196,235313,218741,200216,208116,188029,167908,37340,55466,61425,55486,42358,104410,79053,59108,47821,54642,46814,48567,32274,47389,49276,34999,24880,32654,37709,31820,21031,27624,35561,36441,28594,25282,35413,26841,25129,21374,32726,29843,22095,
预付款项(万元),6174,4851,4988,7538,9505,6036,5022,6919,7903,5634,11681,5158,5827,18518,1640,2945,2739,3830,3857,10164,15531,9757,13331,11967,9311,13734,12748,5408,16472,12327,10163,7417,3618,2280,6258,4225,10621,3280,5645,4186,6049,6520,6782,3856,6855,2018,6298,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,97,97,97,97,54,54,54,0,34,34,34,184,150,150,150,75,75,75,--,--,0,--,
其他应收款(万元),1012,755,787,4289,4408,4212,4270,2164,2013,1879,2414,4110,4207,4935,2070,1602,2846,3351,3426,8102,4298,9016,9093,20840,18197,6343,10744,5321,9551,3095,5898,7668,6642,9708,8967,7284,11379,8493,8091,13353,11128,11181,12271,12721,18717,10174,11411,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
存货(万元),45083,80356,93842,58147,47925,64285,76196,52729,49863,59998,89464,80209,84191,102784,49636,44395,47670,53781,56369,46469,64581,61485,63818,62638,69679,64688,76869,54567,64059,54090,50601,30363,41962,36643,38886,29290,35283,35773,43466,36359,35903,35051,39197,29191,30655,30310,32696,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,--,--,0,0,
其他流动资产(万元),2567,2157,3389,2768,2764,2677,3169,2769,2382,2513,3782,3379,3132,4793,2386,57,147,115,77,46,78,111,163,75,32,40,73,92,113,31,103,74,102,110,72,156,129,207,106,87,66,107,118,45,23,26,109,
流动资产合计(万元),359792,427086,431750,413160,375108,408576,426123,375318,372109,363763,368450,350304,322191,331213,198690,200632,209042,224630,231955,239769,254666,260701,268394,258004,265281,261582,250242,258747,210053,199842,208665,210989,153485,169244,172105,208774,171931,178924,188065,231630,159833,166423,172795,179493,128917,144986,139957,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,10,10,10,310,310,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,703,1013,1360,1393,1335,1196,639,639,791,791,787,787,799,799,2179,2283,2296,2337,2563,2916,2363,2217,2151,2059,4468,4054,3646,2429,2735,2381,2153,2377,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),4884,4938,4992,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,--,
固定资产原值(万元),54505,--,54540,--,61939,--,61947,--,61911,--,61362,--,60315,--,161137,--,156988,--,155985,--,143957,--,142859,--,137915,--,135703,--,131503,--,121360,--,114902,--,112116,--,103146,--,102825,--,100758,--,96587,--,87195,--,86021,
累计折旧(万元),25081,--,23905,--,25476,--,24216,--,23119,--,21440,--,20242,--,58968,--,54939,--,51427,--,49597,--,46294,--,43039,--,39352,--,35792,--,32750,--,30189,--,27470,--,26400,--,23644,--,23011,--,20254,--,15360,--,12948,
固定资产净值(万元),29423,--,30635,--,36463,--,37731,--,38793,--,39922,--,40073,--,102169,--,102048,--,104558,--,94360,--,96565,--,94877,--,96351,--,95710,--,88610,--,84713,--,84646,--,76746,--,79182,--,77747,--,76333,--,71834,--,73073,
