报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),73276,28177,19392,15336,50360,76569,17885,41605,26916,19421,25026,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),32136,21251,14457,11405,19897,1630,7161,8236,10820,4200,--,
应收账款(万元),39767,38968,48756,47994,43353,55371,49042,45119,38964,30722,36517,
预付款项(万元),11864,8346,5572,3306,2942,3634,3521,1521,3198,3885,14274,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),422,333,237,216,162,153,447,521,2090,779,514,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),68355,56005,37463,40456,27132,31931,34927,36331,34490,36807,18356,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),344,1055,4338,5521,2663,2177,965,--,--,--,--,
流动资产合计(万元),226165,154134,130215,124233,146509,171465,113948,133333,116477,95815,94688,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,231296,231292,--,162251,--,159282,158563,158652,150142,66486,
累计折旧(万元),--,75588,66817,--,51905,--,40070,34504,29633,17807,13122,
固定资产净值(万元),--,155708,164475,--,110346,--,119212,124059,129018,132336,53364,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),152068,155708,164475,171487,110346,111020,119212,124059,129018,132336,53364,
在建工程(万元),1494,1048,70,244,34728,14269,9731,1051,408,2888,31150,
工程物资(万元),6,108,4,21,2043,1122,896,1,--,417,2828,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),11681,11652,11816,11965,12140,12221,10306,10457,10608,11924,8480,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3526,3575,4842,3245,2003,2401,1984,1779,1844,799,395,
其他非流动资产(万元),4128,1659,407,285,8436,11737,4937,753,--,--,--,
非流动资产合计(万元),172903,173750,181614,187247,169696,152770,147065,138100,141878,148364,96217,
资产总计(万元),399067,327885,311829,311480,316206,324235,261014,271433,258355,244179,190905,
短期借款(万元),94331,78790,59681,59900,65900,74100,58000,68900,64248,42980,18125,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
