报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
无形资产(万元),336400,337600,329900,328800,324200,331200,339600,355200,372600,381400,87900,80200,79800,83400,85800,77700,71400,73300,75800,61900,49300,49800,51700,43891,44803,44160,45703,40830,41346,41174,40528,22005,20399,21018,20536,19494,19636,19496,20722,21278,21384,22814,23958,23625,22624,23592,22693,20803,21741,23071,21097,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
商誉(万元),698100,698100,698100,698100,698100,698100,698100,698100,698100,698100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
长期待摊费用(万元),114400,126600,136300,123800,137800,146700,161000,148800,160700,154300,165700,140300,145000,154600,163500,134700,138400,147100,156500,118100,123700,131100,137900,110510,110364,114251,120594,105087,107094,111035,118571,96475,95865,105025,106917,69207,69906,67100,76569,50419,49473,49100,52403,--,39868,1715,43139,5676,2550,1620,651,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
递延所得税资产(万元),2992300,3795400,2902200,2382800,2155900,2588400,2183800,1924000,1698500,1810300,1442700,1377800,1218900,1143500,1069200,1010800,931900,942400,938200,806000,642400,564200,563600,543706,451567,466623,426986,539703,469240,400167,377272,342670,322682,313991,310866,251250,226770,270919,278861,350310,325141,298447,289460,328848,261377,376002,340812,304560,298442,267250,215933,
其他非流动资产(万元),11138400,13069000,11456700,8514400,8147300,7960600,6920100,6792700,6461800,5796800,5164800,5152700,4956000,4140400,4064500,3949600,3390800,3148500,2653700,2690000,2319600,2216800,1611100,2756166,1043994,811827,483307,1869936,1100316,735393,573567,766640,753221,965285,368638,509841,796466,893796,511586,1871427,552438,643993,725324,3557,377292,699,267754,0,--,1,6,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
资产总计(万元),609175900,613299300,613724000,606383700,591539500,588966300,585726300,556428200,537129300,522798000,504435200,482262900,460374000,425533300,419592400,395664200,393021700,374050000,368012500,359394300,346844200,340791700,314570700,314218461,303643242,280464657,268469369,252141730,245523999,227013601,219141077,197571839,178126138,166155664,162271796,158738292,161948258,150014126,130942544,111545553,100261052,95003206,91498035,84441547,76985390,70412691,68935844,63793484,63023227,57352267,45575083,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
向中央银行借款(万元),19161500,20426100,18238700,17383500,17221500,17719900,14762200,6014300,8053100,6793800,2364500,4382500,4089700,6073600,2100600,83100,70800,49400,60100,55300,33700,23000,11500,11027,11027,5000,5000,5000,5000,23890,5000,4493,9630,0,4800,0,--,0,0,0,0,0,1000,10349,10889,--,--,0,--,--,0,
吸收存款及同业存放(万元),435344300,433002300,435225400,444696700,437039000,437022800,434397800,414669000,404634000,391080200,399709700,398013600,383859300,347489300,348553500,334842000,335269400,324275100,314081500,310195700,298698000,290895000,268092900,265107585,258557333,239333477,229196339,218288809,213891946,201702754,197649841,180425078,164484561,152071954,150127775,146284007,149222504,136552439,116973439,98758067,89183220,86221372,82455421,76839474,68873351,63243310,62734354,58644627,57832764,52508346,41221569,
拆入资金(万元),13821100,15703500,13878200,15152500,9618600,11935900,9713200,5588500,10599100,8689700,9958900,3960400,7448300,10657200,6309800,6796600,5794700,5354900,6198100,2774500,4534600,4652800,3246600,5027865,2664630,4104996,6697003,2647328,1951286,1213007,1441515,1306253,484953,528507,377445,257908,545226,727100,1053286,524308,349927,440490,506553,243999,474052,165731,119236,21328,146419,42092,200652,
交易性金融负债(万元),4641600,3708700,2833300,4844400,1614200,843000,2952600,3283600,2671000,2862100,21000,102400,84500,--,31200,--,--,--,--,--,--,--,--,--,--,--,--,--,11542,0,--,16856,0,32000,23733,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
衍生金融负债(万元),3352900,5212800,3003400,2362600,986800,810600,1309100,1649000,1010500,1074900,731900,541800,415600,438700,330300,387100,309200,402300,385300,306500,296500,240000,194400,196928,176194,136955,151503,154511,64638,92753,117208,157617,110052,44254,60550,92290,100704,208096,237820,197119,223883,91193,53265,18373,20518,5300,3271,3186,3382,5758,14089,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
应付账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
卖出回购金融资产款(万元),9617700,12319500,18446400,10800500,8631000,2050800,9320000,12642300,3229300,8500300,11920500,5158300,6134700,6444400,6824000,3955600,7005400,4132300,7955700,5875100,5688000,8397800,8454000,8889724,8540624,8607572,8601957,10697597,10693931,5450714,1696347,1656804,373431,1262200,126488,1085975,1944542,2032673,1968240,2031923,904582,304366,280611,1078149,1477433,707077,338571,243246,232902,164012,829785,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
应付职工薪酬(万元),973500,810700,791100,971200,825400,699700,642800,911200,792900,653900,568400,798000,693200,511100,569600,896600,778300,713700,627300,1018700,917000,744300,721400,986940,894154,790733,685363,1028140,959821,785997,685661,880049,817082,707940,690517,685753,567960,623319,692380,827836,728941,480676,629106,415230,402360,34462,403252,27596,25356,21351,23082,
应交税费(万元),1393200,2494200,2003400,1769800,1428000,2128700,1762000,1566000,1210500,1832100,1477600,1301400,1031600,1093800,1206600,907700,815800,909500,1049600,785700,662200,747000,829500,625200,564858,632851,650967,600752,507427,471236,417853,423917,358056,329402,301287,234907,209873,241645,341869,386544,318823,492046,373917,281986,250788,377176,287076,159079,151781,211513,174011,
应付利息(万元),3784000,3889100,3506400,3739200,3560400,3545700,3408200,3327900,3320600,3606600,3623500,3818200,3736800,3698100,3875000,4027400,3717700,3430500,3284100,3197400,2927900,2622500,2467900,2458845,2286859,2205627,2027859,1767162,1616749,1376942,1175381,1139813,1045810,841982,830229,994818,986671,911383,835999,786547,724708,541405,429398,384768,319813,258876,268237,262196,257425,224599,161027,
应付股利(万元),294900,1400,1400,12000,16300,1300,1300,20700,1400,1200,1200,1200,1300,1200,1200,1200,1600,1200,1200,1200,4900,1200,1200,2417,2417,1214,1214,11865,9006,1214,1214,6663,6892,1214,1792,1792,6712,1193,1193,3827,3827,71058,3848,--,66529,1206,1206,3345,5669,1076,1483,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,504195,587543,484326,401258,488684,655187,526225,555766,564966,742129,559732,578983,710649,868524,--,556079,1010664,322355,669334,648941,733063,630690,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,0,--,0,0,--,--,0,--,--,0,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,60033937,--,--,0,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
应付债券(万元),65101700,64967300,68629600,58320800,67249100,69092100,66468300,66631100,63420900,60081600,39990600,31375700,21280200,18090000,14666700,10541000,9301600,6234700,6336800,6860000,6860000,6860000,6860000,6260000,6260000,6260000,3260000,1420000,1420000,1680000,1680000,1880000,1880000,1880000,1880000,1880000,1880000,1880000,1880000,1060000,1760000,1760000,1760000,1160000,1160000,1160000,1160000,1160000,1160000,900000,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,600000,600000,600000,600000,600000,600000,600000,--,600000,600000,600000,600000,600000,600000,600000,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
预计非流动负债(万元),429300,418400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,389408,372081,244198,108974,99886,50612,32607,95999,80354,88929,110383,57562,56245,55320,--,46876,52411,50229,39725,32204,33053,47994,
递延所得税负债(万元),65700,66500,68000,68500,69800,70700,71700,76700,78000,82700,700,600,600,--,--,--,--,--,--,--,--,200,--,--,--,216,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
其他非流动负债(万元),6452600,6797500,4000200,3992000,4062000,4518000,3623700,3587300,3080500,2703900,2206700,2446800,2698600,2163500,8795400,9776000,7825300,6582700,7310100,8484100,7318800,6700100,5725400,7492670,7295614,2611379,2237888,1519747,1028560,380092,805454,754685,416717,606032,141625,124864,507421,1057707,911173,1829137,1272781,21361,209854,27628,28437,12390,17713,18290,17396,17227,16759,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,1777713,0,--,--,0,
负债合计(万元),564434000,569818000,570625500,564113700,552322100,550439200,548432900,519967600,502101800,487963000,472575200,451900900,431474400,396660900,393263900,372214300,370889800,352086300,347289800,339554200,327941600,321883900,296604800,297059201,287253710,264690019,253515091,238140911,232159905,214072202,206813092,189390112,170519368,158921499,155463051,152226121,157262647,145511794,126772364,107735834,96800345,91861302,88668248,81700732,74374260,67843985,66463803,62004361,61316594,55755321,44211092,
实收资本(或股本)(万元),2935200,2935200,2935200,2935200,2810400,2161800,2161800,2161800,2161800,1965300,1865300,1865300,1865300,1865300,1865300,1865300,1865300,1865300,1865300,1865300,1865300,1865300,1865300,1865347,1865347,1865347,1865347,1865347,1865347,1434882,1434882,1147906,1147906,883005,883005,883005,792589,566135,566135,566135,566135,435488,435488,435488,435488,435488,435488,391500,391500,391500,391500,
资本公积(万元),8176000,8176000,8176000,8176000,6819200,7467800,7467800,7467800,7467800,7664300,6063900,6063900,6063900,6063900,6063900,6063900,5936700,5738900,5577500,5823200,5964000,6000800,5956000,5981696,6108606,5981449,5954390,5759562,5828740,5865033,5863917,2445379,2449150,2446769,2431833,2432600,1051391,1122443,1086337,995312,993219,1030731,930099,998694,1005940,1056608,1056907,508791,511731,511074,486940,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,--,0,0,--,--,0,--,--,0,--,--,0,
盈余公积(万元),10971700,9419800,9419800,9419800,9419800,7868900,7868900,7868900,7868900,6365100,6365100,6365100,6365100,4964700,4964700,4964700,4964700,3746000,3746000,3746000,3746000,2724800,2724800,2724734,2724734,2180574,2180574,1908495,1908495,1524981,1524981,1333225,1333225,1068858,1068858,936674,936674,686351,686351,561190,561190,561190,561190,396227,396227,395967,396227,295376,295376,295376,218636,
一般风险准备(万元),7585300,7579500,7570200,7560400,7558200,6559800,6549300,6550000,6547700,4592900,4592400,4592500,4591700,3690600,3685800,3670000,3670000,2945000,2945000,2945000,2945000,2305000,2305000,2305000,2305000,1870000,1870000,1870000,1870000,950000,950000,950000,950000,690000,690000,690000,690000,640000,640000,640000,640000,640000,640000,479000,479000,479000,479000,330000,330000,330000,200000,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
未分配利润(万元),11385600,11842300,11980700,10843900,9473400,11084800,9731600,8579200,7190300,10376200,9067000,7812700,6487600,8930300,7815700,6608800,5394500,7374700,6303700,5193400,4150100,5788900,4898600,4092629,3199347,3808202,3018812,2553286,1850246,3131725,2525853,2283613,1707963,2132208,1721607,1561142,1210202,1485165,1189120,1047081,700164,474494,263010,431406,294475,201642,104418,263455,178025,68996,66916,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,--,0,0,0,0,0,--,--,0,--,--,0,--,--,0,
归属于母公司股东权益合计(万元),44085500,42822000,42540400,41735800,38697900,38006100,36794700,35981100,34544200,34362000,31517000,30026500,28569600,28549400,26016900,23133600,21831200,21669900,20437500,19572900,18670400,18684800,17749700,16969405,16203033,15705572,14889124,13956690,13322827,12906622,12299634,8160123,7588244,7220839,6795303,6503421,4680856,4500094,4167944,3809718,3460707,3141904,2829787,2740815,2611130,2568705,2472041,1789123,1706633,1596946,1363992,
少数股东权益(万元),656400,659300,558100,534200,519500,521000,498700,479500,483300,473000,343000,335500,330000,323000,311600,316300,300700,293800,285200,267200,232200,223000,216200,189855,186499,69065,65155,44128,41268,34777,28351,21604,18526,13326,13442,8751,4754,2239,2236,0,0,0,--,--,0,--,--,0,--,--,0,
所有者权益(或股东权益)合计(万元),44741900,43481300,43098500,42270000,39217400,38527100,37293400,36460600,35027500,34835000,31860000,30362000,28899600,28872400,26328500,23449900,22131900,21963700,20722700,19840100,18902600,18907800,17965900,17159260,16389532,15774638,14954278,14000818,13364095,12941399,12327985,8181727,7606770,7234165,6808745,6512171,4685610,4502332,4170180,3809718,3460707,3141904,2829787,2740815,2611130,2568705,2472041,1789123,1706633,1596946,1363992,
负债和所有者权益(或股东权益)总计(万元),609175900,613299300,613724000,606383700,591539500,588966300,585726300,556428200,537129300,522798000,504435200,482262900,460374000,425533300,419592400,395664200,393021700,374050000,368012500,359394300,346844200,340791700,314570700,314218461,303643242,280464657,268469369,252141730,245523999,227013601,219141077,197571839,178126138,166155664,162271796,158738292,161948258,150014126,130942544,111545553,100261052,95003206,91498035,84441547,76985390,70412691,68935844,63793484,63023227,57352267,45575083,		
  
