报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),93776,44169,37412,33546,18451,32921,17263,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,15,7,12,123,
应收账款(万元),7060,12356,8655,12610,12683,16317,7113,
预付款项(万元),4508,2499,2074,2804,2878,2662,1993,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),981,847,473,246,67,2997,1233,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),27153,24604,23946,20843,22082,25040,23487,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),672,1051,697,3995,3863,2091,933,
流动资产合计(万元),134150,85527,73257,74058,60030,82039,52146,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,--,37295,37169,36297,34604,--,
累计折旧(万元),--,--,16056,15464,13364,11459,--,
固定资产净值(万元),--,--,21239,21705,22933,23145,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),21014,20898,21239,21705,22933,23145,22729,
在建工程(万元),1883,2135,2141,1686,1148,1058,548,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),2361,2153,2024,2026,1892,2086,1582,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),172,191,211,231,207,227,287,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),678,695,685,705,747,701,1011,
其他非流动资产(万元),442,328,86,426,153,55,31,
非流动资产合计(万元),26550,26400,26385,26780,27080,27272,26187,
资产总计(万元),160700,111927,99642,100838,87110,109311,78333,
短期借款(万元),2000,2000,2000,2000,7500,45806,34241,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),33606,26881,21228,29737,23262,27874,23483,
应付账款(万元),25062,25447,24574,18424,15635,21880,20078,
预收账款(万元),4625,5669,4377,3010,1750,4879,2391,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
