报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),48057,41915,40627,38762,32684,38030,31514,23562,26896,20309,14211,18428,24253,22079,31406,54953,55327,45025,42494,38401,40221,48345,55661,68245,69344,62626,58537,61126,72671,72027,74863,84696,84791,7945,11644,12384,17061,4438,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融资产(万元),--,--,--,--,205,--,--,--,--,--,--,--,--,--,0,--,--,108,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收票据(万元),10530,6931,13293,21694,27015,12833,10954,16669,17786,8537,7392,12300,14354,9984,7813,5991,6922,6690,9348,8448,7020,4945,6157,1578,2332,456,1357,3530,909,586,50,63,70,570,0,0,0,0,
应收账款(万元),66722,57820,52515,59984,67266,88600,80562,64864,72537,48172,69041,64136,71537,70255,47558,35312,42750,44881,35513,36933,37210,29735,22995,29874,28606,29247,27848,21470,20707,23961,16554,11536,10715,9707,9150,8374,6341,1813,
预付款项(万元),1404,6355,4930,4049,3639,6786,8718,8303,4973,4781,8678,7569,5664,6192,6471,5707,2712,7260,8107,8722,5875,5913,15954,9569,6872,11938,12002,11699,7642,10809,11081,8820,3755,9920,12496,5355,5758,3982,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
