报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
货币资金(万元),95287,15969,10561,22944,16194,10752,11107,14539,10745,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,8,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,
应收账款(万元),10777,11300,10177,7099,9621,7708,5639,4341,2123,
预付款项(万元),5160,1307,1061,1815,1242,1162,2464,702,754,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),956,1149,1202,1426,728,481,716,402,65,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),31773,30497,28655,25223,20084,18053,16855,13214,11004,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),8564,6638,7158,713,102,130,3100,--,8,
流动资产合计(万元),152517,66860,58815,59221,47971,38286,39882,33199,24708,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,--,32767,31180,--,--,--,--,--,
累计折旧(万元),--,--,8286,7737,--,--,--,--,--,
固定资产净值(万元),--,--,24481,23442,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),25041,25467,24481,23442,17163,11388,9573,9503,6057,
在建工程(万元),1267,1213,1343,1422,4995,10510,9506,6603,2622,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),7320,7226,7256,7296,3316,3356,3394,3434,3514,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),224,--,6,23,58,93,128,168,267,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2633,2808,2567,2532,1870,1733,1081,659,437,
其他非流动资产(万元),336,342,296,223,4082,--,917,--,--,
非流动资产合计(万元),36820,37055,35948,34939,31484,27080,24600,20367,12897,
资产总计(万元),189337,103916,94763,94160,79455,65366,64481,53566,37605,
短期借款(万元),--,--,--,--,--,--,1836,1946,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,40,57,17,19,30,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),6737,4899,4395,4424,4463,4703,2909,2705,3583,
应付账款(万元),13885,14307,12833,10936,10303,8618,12436,8646,6072,
预收账款(万元),3050,2575,2196,2798,2407,1878,2736,1552,1579,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2339,1871,1248,2501,1746,1911,1180,1540,1227,
应交税费(万元),1271,1569,1130,2267,2954,3013,1153,1092,1427,
应付利息(万元),--,--,--,--,--,--,2,2,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),2694,1300,1143,1555,1359,926,919,965,686,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,
其他流动负债(万元),1729,1076,796,2656,1513,2399,2119,1607,1625,
流动负债合计(万元),31706,27637,23799,27155,24765,23478,25291,20054,16198,
长期借款(万元),--,--,--,--,--,--,--,--,--,
