报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),9120,3645,1213,1763,3302,3185,15471,19644,23323,24756,22649,22984,22330,9666,7866,8733,9107,7043,7000,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),202,74,59,98,115,177,248,217,196,175,151,87,72,25,74,190,147,221,131,
应收账款(万元),3233,3313,3737,3801,4259,4260,4023,4562,4051,4018,4549,4031,4427,3461,3485,2867,2357,1990,1201,
预付款项(万元),555,450,507,638,755,783,868,637,1106,276,573,520,658,419,1596,289,281,145,378,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),131,128,197,267,276,252,255,268,268,214,278,281,381,279,295,121,85,56,36,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),5938,5984,6667,6603,6222,5272,5196,4752,5314,5336,5854,5064,4521,4347,4282,4482,3920,2682,3029,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),9500,15500,18900,18846,18500,20000,8300,5100,--,--,25,50,--,--,--,--,--,--,--,
流动资产合计(万元),28680,29094,31280,32016,33428,33929,34360,35181,34256,34775,34079,33017,32388,18198,17598,16682,15896,12137,11774,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),419,1604,1608,1444,1335,1668,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,1154,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,2678,--,2619,--,2566,--,2283,--,2198,--,2088,--,1990,1935,1942,1852,1724,1521,
累计折旧(万元),--,1770,--,1679,--,1582,--,1436,--,1426,--,1338,--,1259,1222,1191,1117,978,838,
固定资产净值(万元),--,908,--,940,--,984,--,847,--,772,--,750,--,731,713,752,735,747,683,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),986,908,936,940,962,984,870,847,750,772,757,750,731,731,713,752,735,747,683,
在建工程(万元),9625,9143,5566,5451,4897,4056,1597,1047,290,244,144,5,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),1814,1831,1850,1870,1885,1901,1926,1950,2964,2995,3018,3042,3030,3059,1872,1897,1914,1932,780,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),1,2,3,4,4,5,6,10,14,19,24,29,34,38,43,48,58,58,74,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),116,86,77,71,71,75,72,72,73,80,151,121,170,145,192,157,124,107,77,
其他非流动资产(万元),1137,1593,2155,466,148,59,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),14099,15167,12196,10245,9303,8749,5624,3926,4091,4109,4094,3946,3965,3973,2820,2854,2830,2844,1614,
