报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),5011,5337,3814,2848,7790,6864,16772,10587,9873,9588,15386,40893,41371,14790,13582,11656,10052,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),0,1508,1508,0,18492,21216,21216,--,--,--,--,--,0,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),171,548,100,241,67,109,50,123,511,0,1372,374,107,1592,666,460,845,
应收账款(万元),23308,22348,20953,22613,20241,19843,17935,23665,21599,19643,17410,20653,17075,14125,13784,11725,11889,
预付款项(万元),295,148,71,127,61,36,22,60,38,9,6,53,123,362,364,348,198,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),938,581,581,--,--,--,--,0,--,--,--,--,0,--,--,--,--,
应收股利(万元),285,214,214,--,--,--,--,0,--,--,0,0,0,84,--,--,--,
其他应收款(万元),165,115,105,271,129,166,121,156,183,111,130,162,195,101,138,94,87,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),4702,5432,5418,5148,4602,4293,3991,4581,4289,4422,4332,5153,4708,3894,3672,3199,2758,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他流动资产(万元),35357,37013,42378,42002,21002,18000,11000,32000,32100,33100,30000,--,--,--,--,--,--,
流动资产合计(万元),70231,73243,75141,73250,72382,70526,71107,71172,68593,66873,68636,67288,63577,34948,32205,27481,25829,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3308,2009,2009,2586,2586,2586,2586,779,779,729,729,729,729,729,729,717,--,
持有至到期投资(万元),--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期股权投资(万元),1323,1149,1180,1190,1201,1102,1074,1016,837,979,980,1021,1020,1026,970,1042,1641,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
固定资产原值(万元),3793,--,3787,--,3865,--,3740,--,3662,--,3682,--,3650,3595,3288,3306,3092,
累计折旧(万元),2454,--,2381,--,2386,--,2258,--,2156,--,2132,--,2029,1910,1711,1567,1368,
固定资产净值(万元),1340,--,1407,--,1479,--,1482,--,1505,--,1549,--,1621,1685,1578,1738,1723,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),1340,1355,1407,1430,1479,1440,1482,1479,1505,1533,1549,1578,1621,1685,1578,1738,1723,
在建工程(万元),2559,1672,838,145,126,49,8,8,8,8,--,--,0,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),656,657,665,673,624,620,451,447,450,453,456,459,462,470,482,497,511,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),346,319,319,293,293,293,293,231,231,231,231,181,181,181,180,241,211,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
非流动资产合计(万元),9532,7161,6416,6317,6309,6090,5892,3960,3809,3933,3945,3968,4014,4091,3939,4235,4086,
资产总计(万元),79763,80404,81557,79567,78691,76616,76999,75132,72402,70806,72582,71256,67591,39039,36144,31716,29915,
短期借款(万元),--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,1000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),2759,3558,3457,2095,2560,2708,2795,3245,2294,1802,2610,2796,2087,2375,2300,1480,1390,
应付账款(万元),4971,5592,6746,7676,6583,5617,5614,7017,6855,5493,6665,7005,5771,5511,5440,5287,5252,
预收账款(万元),16,1,8,25,3,13,7,14,4,3,49,44,26,7,8,6,26,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),510,210,1096,765,510,210,1040,620,360,260,1140,620,360,1014,959,793,556,
应交税费(万元),306,356,330,313,354,301,471,305,340,603,486,430,347,863,840,333,959,
应付利息(万元),--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,2,--,
应付股利(万元),840,--,--,--,1200,--,--,0,--,--,--,--,0,--,--,--,914,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),101,212,137,89,128,113,160,127,83,27,89,75,516,46,36,20,15,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,
流动负债合计(万元),9502,9929,11775,10963,11338,8962,10086,11329,9936,8188,11039,10969,9107,9815,9583,8921,9113,
长期借款(万元),--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),326,273,273,303,303,303,303,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
非流动负债合计(万元),326,273,273,303,303,303,303,0,0,0,0,0,0,0,0,0,0,
负债合计(万元),9828,10202,12048,11267,11641,9265,10390,11329,9936,8188,11039,10969,9107,9815,9583,8921,9113,
实收资本(或股本)(万元),15000,15000,15000,15000,15000,15000,15000,15000,15000,10000,10000,10000,10000,7500,7500,7500,7500,
资本公积(万元),28725,28725,28725,28725,28725,28725,28725,28725,28725,33725,33725,33725,33725,4374,4374,4374,4374,
减:库存股(万元),--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4369,4369,4369,3910,3910,3910,3910,3456,3456,3456,3456,2930,2930,2930,2264,1617,1013,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),20795,21063,20370,19130,17879,18180,17439,16621,15284,15436,14360,13631,11828,14420,12424,9304,7916,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),69935,70202,69509,68300,67050,67351,66609,63803,62466,62618,61542,60286,58483,29223,26561,22795,20802,
少数股东权益(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),69935,70202,69509,68300,67050,67351,66609,63803,62466,62618,61542,60286,58483,29223,26561,22795,20802,
负债和所有者权益(或股东权益)总计(万元),79763,80404,81557,79567,78691,76616,76999,75132,72402,70806,72582,71256,67591,39039,36144,31716,29915,		
  
