报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-11-30,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),49873,125648,14196,17440,56971,25086,23633,10403,16760,23157,13124,16995,18754,30358,39754,35793,48204,26993,35532,41756,17929,14514,17698,16093,22830,25156,30862,48664,58608,37695,23763,24876,13813,16243,13578,14282,16699,14559,11276,19754,18251,7688,4516,5952,6314,7701,8426,11906,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,--,0,--,0,--,0,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,--,0,--,0,--,0,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,--,0,--,0,--,0,--,0,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,--,0,--,0,--,0,--,--,--,0,
应收票据(万元),17865,12051,35345,24346,26607,23822,23646,13737,15474,7425,8424,7316,10979,12148,14449,4449,7081,9934,13676,7740,8245,18583,15430,6960,11349,10024,13188,11053,13798,3361,323,1253,818,460,738,1800,1513,464,947,1477,1693,2624,3503,6136,2087,3836,2564,2305,
应收账款(万元),339,828,18679,24820,22958,23962,17920,25435,24939,28391,26710,36473,33020,31804,27004,37442,34041,33449,25309,32194,26797,28472,22936,31639,25059,24800,19392,13414,15023,10965,1573,2392,2201,818,545,1681,698,855,1543,614,2084,1931,2086,2342,6917,8662,8657,9961,
预付款项(万元),2374,1178,1135,1778,2508,2744,1359,3202,2951,3894,2368,2621,3409,3855,1300,4065,2829,7209,4544,3500,4236,4042,6471,2449,4000,5208,4387,9916,3666,3815,659,794,485,528,350,2858,1342,633,1024,582,4771,3414,2005,723,753,447,775,916,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,--,0,--,0,--,0,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,--,0,--,0,--,0,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,--,0,--,0,--,0,--,--,--,0,
应收利息(万元),503,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,90,--,0,--,0,--,0,--,0,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,210,--,--,--,--,--,--,--,0,--,0,0,--,0,--,0,--,0,--,43,--,12,12,0,
