报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,
货币资金(万元),24125,42248,46771,54518,28774,31345,37490,46954,35313,44375,55964,72696,197993,201321,187196,190579,202135,207528,202169,206935,199068,202322,215966,220236,210870,214183,230706,239645,232817,238441,245166,251742,247327,248337,14224,14009,10410,7581,6606,4569,1701,1531,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收票据(万元),21815,74442,94730,16925,11673,11316,12796,9676,4829,7094,5092,3515,4350,3682,2301,2722,2979,3484,3561,2879,2053,1747,2824,2963,2980,3086,3796,5052,6575,5750,3000,2365,1977,856,2209,1140,1010,2017,2037,1599,1166,1357,
应收账款(万元),57363,73591,45258,36520,37278,36060,41590,42730,37033,36048,39043,34009,27599,24328,25388,22081,20416,22828,19166,17304,22158,23065,18060,17193,21875,20366,23932,19568,21242,18885,21669,15066,14638,11806,11231,7707,5778,5351,2409,4236,3356,2145,
预付款项(万元),4371,2629,3737,2149,8817,7133,1293,1378,2064,1308,2082,1276,1759,6729,2210,1868,2283,1261,1760,1741,1685,1005,775,603,825,1113,1208,985,1447,1740,2035,1239,1521,549,253,265,157,350,325,484,518,880,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
应收利息(万元),--,377,480,535,806,632,828,1080,684,699,2386,1538,2582,1552,5187,3925,3524,2114,5331,3791,3719,2248,5615,3960,2778,1536,4935,3686,2786,1419,588,450,--,0,0,0,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
其他应收款(万元),16589,22550,23047,19273,7202,4270,2406,1366,2185,1653,2241,1742,2565,2394,1021,850,799,899,831,767,2311,1988,1896,1121,1232,1438,1310,554,533,475,1625,556,862,157,274,133,92,215,105,149,80,29,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,
