报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),60949,59328,63576,63137,58373,70349,63859,54735,41287,34274,36105,34672,33727,48249,33995,16330,--,17080,16804,30185,58715,71980,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),12053,17068,13437,5808,6600,9943,6019,8136,10599,12775,9051,8301,12391,15111,9781,5887,--,9945,9754,3070,1944,675,
应收账款(万元),51397,53268,53096,57120,53770,53155,55415,49543,48984,49569,48298,50696,49198,42320,45871,25797,--,22573,34894,28447,16236,5537,
预付款项(万元),15472,7938,12190,12874,13838,9247,10196,9794,11294,11452,14410,17547,14603,10971,14875,6384,--,6111,10235,12121,9740,17053,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1261,--,1261,1261,1261,0,0,
其他应收款(万元),2349,2597,2660,2669,2235,2782,6123,5902,4042,3432,4804,4350,4129,3979,3201,2395,--,3667,1529,1673,1598,2947,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),57877,53328,54721,54025,54926,53434,59006,58653,53607,51578,56689,55531,55140,60756,72455,53903,--,48714,30147,25406,9249,6136,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,0,8000,8000,8000,8000,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
其他流动资产(万元),3205,3387,3187,3506,3412,2954,2575,2152,2277,3061,2781,3392,3315,3721,1966,2692,--,--,--,--,0,0,
流动资产合计(万元),203302,196915,202867,199140,201155,209864,211192,196915,172091,166141,172137,174490,172504,185107,182143,114650,--,109351,104623,102163,97482,104327,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),5488,5488,6378,6378,6526,6526,6691,2215,2232,2232,2240,2240,2240,2240,2063,--,--,--,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,1384,2475,4549,4241,3899,4424,8115,--,--,--,--,--,0,0,
长期股权投资(万元),187,187,197,197,198,198,--,--,--,--,--,--,--,--,--,24397,--,24012,20553,7053,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),4141,6165,5944,5984,6025,6065,5819,5855,5891,5927,5963,5999,6035,6071,6107,6143,--,6215,6351,733,749,764,
固定资产原值(万元),--,132077,--,126209,--,126538,--,117837,--,117631,--,87300,--,80188,--,--,--,57411,51481,--,--,--,
累计折旧(万元),--,44318,--,42167,--,38678,--,34874,--,31000,--,31019,--,28320,--,--,--,15266,10606,--,--,--,
固定资产净值(万元),--,87759,--,84042,--,87860,--,82964,--,86631,--,56280,--,51868,--,--,--,42146,40875,--,--,--,
固定资产减值准备(万元),--,42,--,42,--,42,--,42,--,42,--,42,--,42,--,--,--,42,42,--,--,--,
固定资产(万元),87789,87717,90685,84000,87929,87818,81133,82922,84546,86589,80975,56239,56547,51826,52463,45159,--,42104,40834,37265,20397,16938,
在建工程(万元),4617,4213,3945,10345,8211,8176,12661,10125,9942,8046,9775,31873,31694,30306,24380,9613,--,10941,9163,11020,7553,5491,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),16442,16555,16624,16725,16751,16864,14780,14848,14937,15037,15130,15230,15331,15412,15494,6153,--,6254,6411,6563,6653,5009,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
长期待摊费用(万元),242,272,301,330,360,389,421,454,546,522,520,566,612,658,704,748,--,831,920,99,97,125,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3392,3418,3395,3388,3226,3226,2924,2757,2676,2684,2684,2596,2617,2606,2217,1909,--,1861,1924,2275,1987,951,
其他非流动资产(万元),1994,1994,--,2121,--,--,--,--,8000,8000,8000,8000,8000,8000,--,--,--,--,--,--,0,0,
非流动资产合计(万元),124292,126009,127469,129469,129224,129262,124429,119176,130155,131512,129835,126983,126975,121542,111543,94123,--,92218,86155,65008,37436,29277,
资产总计(万元),327594,322924,330336,328609,330379,339126,335621,316090,302245,297653,301972,301473,299478,306649,293687,208772,203617,201569,190779,167171,134918,133605,
短期借款(万元),3500,3000,3500,3500,500,10500,12537,12958,12950,12925,17380,19400,23400,21000,9000,7000,--,7000,5500,13900,1000,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),22283,23634,24616,25738,20675,19584,18271,15222,13328,13431,14680,13311,9807,11692,9830,9413,--,4055,6253,500,0,0,
