报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),5848,18002,2030,5140,2302,1147,2233,382,1060,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,1952,1157,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),262,28,91,181,770,266,124,85,64,
应收账款(万元),7252,7639,7262,7415,7097,6827,5981,3694,1900,
预付款项(万元),2973,2410,2717,2080,1531,794,665,686,730,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),291,265,510,488,139,137,119,225,123,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),5693,4855,4356,3614,1885,2015,1852,1589,1243,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),10334,381,100,--,--,141,28,193,1081,
流动资产合计(万元),32653,33580,17065,18919,13725,11328,11002,8806,7358,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,12,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,5113,4236,4199,3588,--,2536,--,--,
累计折旧(万元),--,1385,1267,1161,786,--,504,--,--,
固定资产净值(万元),--,3728,2969,3038,2803,--,2032,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),3711,3728,2969,3038,2803,2388,2032,1424,825,
在建工程(万元),173,171,638,566,249,269,262,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),542,558,318,328,259,271,55,43,33,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),68,78,75,77,85,89,79,48,21,
其他非流动资产(万元),567,612,574,37,274,10,290,208,42,
非流动资产合计(万元),5062,5146,4573,4045,3670,3026,2719,1723,932,
资产总计(万元),37714,38726,21638,22964,17394,14354,13721,10529,8290,
短期借款(万元),2013,3482,2822,2882,1440,555,500,200,10,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,
应付账款(万元),1142,1036,1083,1685,1140,989,1370,956,533,
预收账款(万元),1638,931,961,979,837,1441,568,176,549,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),166,135,161,276,200,94,194,167,138,
应交税费(万元),17,36,13,810,676,92,570,428,413,
应付利息(万元),3,--,--,3,2,1,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),171,877,156,167,163,152,8,7,12,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
